kw1	kw2	iteration	crit_p	R1C1	inv_edge_weight	edge_weight	pg
FTH1	endothelial cells/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
FTH1	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
FTH1	hemodynamics/drug effects	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
FTH1	monocrotaline/toxicity	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
monocrotaline/toxicity	endothelial cells/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
monocrotaline/toxicity	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
monocrotaline/toxicity	hemodynamics/drug effects	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
endothelial cells/metabolism	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
endothelial cells/metabolism	hemodynamics/drug effects	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hemodynamics/drug effects	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
