kw1	kw2	crit_p	edge_weight	iteration	pg	inv_edge_weight	R1C1
TICAM1	TRIM69	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
TICAM1	phenylenediamines/pharmacology	0.0027568588214042	0.074074074074074	0	0.0011488805723164	0.4895921776240851	1
ventricular function left/drug effects	myocardial reperfusion injury/drug therapy	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
ventricular function left/drug effects	adaptor proteins vesicular transport/genetics	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
ventricular function left/drug effects	phenylenediamines/pharmacology	0.0027568588214042	0.074074074074074	0	0.0011488805723164	0.4895921776240851	1
ventricular function left/drug effects	TRIM69	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
ventricular function left/drug effects	neutrophils/immunology	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
ventricular function left/drug effects	neutrophil infiltration	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
ventricular function left/drug effects	toll-like receptor 4/genetics	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
toll-like receptor 4/genetics	myocardial reperfusion injury/drug therapy	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
toll-like receptor 4/genetics	adaptor proteins vesicular transport/genetics	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
toll-like receptor 4/genetics	neutrophils/immunology	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
toll-like receptor 4/genetics	TRIM69	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
toll-like receptor 4/genetics	phenylenediamines/pharmacology	0.0027568588214042	0.074074074074074	0	0.0011488805723164	0.4895921776240851	1
toll-like receptor 4/genetics	neutrophil infiltration	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
neutrophil infiltration	myocardial reperfusion injury/drug therapy	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
neutrophil infiltration	adaptor proteins vesicular transport/genetics	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
neutrophil infiltration	neutrophils/immunology	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
neutrophil infiltration	TRIM69	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
neutrophil infiltration	phenylenediamines/pharmacology	0.0027568588214042	0.074074074074074	0	0.0011488805723164	0.4895921776240851	1
phenylenediamines/pharmacology	myocardial reperfusion injury/drug therapy	0.0027568588214042	0.074074074074074	0	0.0011488805723164	0.4895921776240851	1
phenylenediamines/pharmacology	adaptor proteins vesicular transport/genetics	0.0027568588214042	0.074074074074074	0	0.0011488805723164	0.4895921776240851	1
phenylenediamines/pharmacology	neutrophils/immunology	0.0027568588214042	0.074074074074074	0	0.0011488805723164	0.4895921776240851	1
phenylenediamines/pharmacology	TRIM69	0.0027568588214042	0.074074074074074	0	0.0011488805723164	0.4895921776240851	1
neutrophils/immunology	myocardial reperfusion injury/drug therapy	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
neutrophils/immunology	adaptor proteins vesicular transport/genetics	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
neutrophils/immunology	TRIM69	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
adaptor proteins vesicular transport/genetics	myocardial reperfusion injury/drug therapy	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
adaptor proteins vesicular transport/genetics	TRIM69	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
myocardial reperfusion injury/drug therapy	TRIM69	3.515788297798302e-07	0.037037037037037	0	5.4635292179305857e-08	0.4895921776240851	1
