kw1	kw2	pg	R1C1	edge_weight	crit_p	iteration	inv_edge_weight
urinary bladder neoplasms/pathology	adjuvants immunologic/chemistry	1.5187850976872141e-12	1	0.037037037037037	3.2149465571481167e-11	0	0.4910900271113151
urinary bladder neoplasms/pathology	macrophages/cytology	3.261067766935355e-06	1	0.074074074074074	1.5657444576345247e-05	0	0.4910900271113151
urinary bladder neoplasms/pathology	gold/chemistry	1.5187850976872141e-12	1	0.037037037037037	3.2149465571481167e-11	0	0.4910900271113151
urinary bladder neoplasms/pathology	CHRM1	0.0004475609267244	1	0.074074074074074	0.0012601229975738	0	0.4910900271113151
urinary bladder neoplasms/pathology	MRLN	0.0004475609267244	1	0.074074074074074	0.0012601229975738	0	0.4910900271113151
ascorbic acid/pharmacology	neoplasms/diagnostic imaging	0.0	1	0.037037037037037	0.0	0	0.4910900271113151
ascorbic acid/pharmacology	oxidative stress	7.083931083951001e-07	1	0.074074074074074	3.6948561409096944e-06	0	0.4910900271113151
ascorbic acid/pharmacology	t-lymphocytes cytotoxic/metabolism	0.0	1	0.037037037037037	0.0	0	0.4910900271113151
ascorbic acid/pharmacology	calreticulin/metabolism	0.0	1	0.037037037037037	0.0	0	0.4910900271113151
ascorbic acid/pharmacology	CALR	0.0	1	0.037037037037037	0.0	0	0.4910900271113151
ascorbic acid/pharmacology	CYREN	0.0	1	0.037037037037037	0.0	0	0.4910900271113151
gold/chemistry	adjuvants immunologic/chemistry	1.5187850976872141e-12	1	0.037037037037037	3.2149465571481167e-11	0	0.4910900271113151
gold/chemistry	CHRM1	0.0004475609267244	1	0.074074074074074	0.0012601229975738	0	0.4910900271113151
gold/chemistry	dextrans/chemistry	1.5187850976872141e-12	1	0.037037037037037	3.2149465571481167e-11	0	0.4910900271113151
gold/chemistry	macrophages/cytology	3.261067766935355e-06	1	0.074074074074074	1.5657444576345247e-05	0	0.4910900271113151
gold/chemistry	MRLN	0.0004475609267244	1	0.074074074074074	0.0012601229975738	0	0.4910900271113151
exosomes/metabolism	cd8-positive t-lymphocytes/cytology	0.0004953033165658	1	0.074074074074074	0.0012925943513292	0	0.4910900271113151
exosomes/metabolism	aniline compounds/chemistry	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
exosomes/metabolism	interferon-gamma/metabolism	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
exosomes/metabolism	immunogenic cell death/drug effects	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
exosomes/metabolism	b7-h1 antigen/metabolism	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
exosomes/metabolism	programmed cell death 1 receptor/metabolism	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
exosomes/metabolism	metal-organic frameworks/chemistry	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
exosomes/metabolism	benzylidene compounds/chemistry	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
CALR	neoplasms/diagnostic imaging	0.0	1	0.037037037037037	0.0	0	0.4910900271113151
CALR	oxidative stress	7.083931083951001e-07	1	0.074074074074074	3.6948561409096944e-06	0	0.4910900271113151
CALR	t-lymphocytes cytotoxic/metabolism	0.0	1	0.037037037037037	0.0	0	0.4910900271113151
CALR	calreticulin/metabolism	0.0	1	0.037037037037037	0.0	0	0.4910900271113151
CALR	CYREN	0.0	1	0.037037037037037	0.0	0	0.4910900271113151
CYREN	neoplasms/diagnostic imaging	0.0	1	0.037037037037037	0.0	0	0.4910900271113151
CYREN	oxidative stress	7.083931083951001e-07	1	0.074074074074074	3.6948561409096944e-06	0	0.4910900271113151
CYREN	t-lymphocytes cytotoxic/metabolism	0.0	1	0.037037037037037	0.0	0	0.4910900271113151
CYREN	calreticulin/metabolism	0.0	1	0.037037037037037	0.0	0	0.4910900271113151
interferon-gamma/metabolism	cd8-positive t-lymphocytes/cytology	0.0004953033165658	1	0.074074074074074	0.0012925943513292	0	0.4910900271113151
interferon-gamma/metabolism	aniline compounds/chemistry	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
interferon-gamma/metabolism	b7-h1 antigen/metabolism	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
interferon-gamma/metabolism	immunogenic cell death/drug effects	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
interferon-gamma/metabolism	metal-organic frameworks/chemistry	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
interferon-gamma/metabolism	programmed cell death 1 receptor/metabolism	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
interferon-gamma/metabolism	benzylidene compounds/chemistry	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
aniline compounds/chemistry	cd8-positive t-lymphocytes/cytology	0.0004953033165658	1	0.074074074074074	0.0012925943513292	0	0.4910900271113151
aniline compounds/chemistry	b7-h1 antigen/metabolism	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
aniline compounds/chemistry	immunogenic cell death/drug effects	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
aniline compounds/chemistry	metal-organic frameworks/chemistry	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
aniline compounds/chemistry	programmed cell death 1 receptor/metabolism	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
aniline compounds/chemistry	benzylidene compounds/chemistry	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
adjuvants immunologic/chemistry	CHRM1	0.0004475609267244	1	0.074074074074074	0.0012601229975738	0	0.4910900271113151
adjuvants immunologic/chemistry	MRLN	0.0004475609267244	1	0.074074074074074	0.0012601229975738	0	0.4910900271113151
adjuvants immunologic/chemistry	dextrans/chemistry	1.5187850976872141e-12	1	0.037037037037037	3.2149465571481167e-11	0	0.4910900271113151
adjuvants immunologic/chemistry	macrophages/cytology	3.261067766935355e-06	1	0.074074074074074	1.5657444576345247e-05	0	0.4910900271113151
dextrans/chemistry	CHRM1	0.0004475609267244	1	0.074074074074074	0.0012601229975738	0	0.4910900271113151
dextrans/chemistry	MRLN	0.0004475609267244	1	0.074074074074074	0.0012601229975738	0	0.4910900271113151
dextrans/chemistry	macrophages/cytology	3.261067766935355e-06	1	0.074074074074074	1.5657444576345247e-05	0	0.4910900271113151
neoplasms/diagnostic imaging	t-lymphocytes cytotoxic/metabolism	0.0	1	0.037037037037037	0.0	0	0.4910900271113151
neoplasms/diagnostic imaging	calreticulin/metabolism	0.0	1	0.037037037037037	0.0	0	0.4910900271113151
neoplasms/diagnostic imaging	oxidative stress	7.083931083951001e-07	1	0.074074074074074	3.6948561409096944e-06	0	0.4910900271113151
b7-h1 antigen/metabolism	cd8-positive t-lymphocytes/cytology	0.0004953033165658	1	0.074074074074074	0.0012925943513292	0	0.4910900271113151
b7-h1 antigen/metabolism	immunogenic cell death/drug effects	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
b7-h1 antigen/metabolism	metal-organic frameworks/chemistry	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
b7-h1 antigen/metabolism	programmed cell death 1 receptor/metabolism	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
b7-h1 antigen/metabolism	benzylidene compounds/chemistry	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
immunogenic cell death/drug effects	cd8-positive t-lymphocytes/cytology	0.0004953033165658	1	0.074074074074074	0.0012925943513292	0	0.4910900271113151
immunogenic cell death/drug effects	metal-organic frameworks/chemistry	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
immunogenic cell death/drug effects	programmed cell death 1 receptor/metabolism	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
immunogenic cell death/drug effects	benzylidene compounds/chemistry	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
metal-organic frameworks/chemistry	cd8-positive t-lymphocytes/cytology	0.0004953033165658	1	0.074074074074074	0.0012925943513292	0	0.4910900271113151
metal-organic frameworks/chemistry	programmed cell death 1 receptor/metabolism	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
metal-organic frameworks/chemistry	benzylidene compounds/chemistry	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
programmed cell death 1 receptor/metabolism	cd8-positive t-lymphocytes/cytology	0.0004953033165658	1	0.074074074074074	0.0012925943513292	0	0.4910900271113151
programmed cell death 1 receptor/metabolism	benzylidene compounds/chemistry	1.378057877254868e-06	1	0.037037037037037	6.671732627778158e-06	0	0.4910900271113151
t-lymphocytes cytotoxic/metabolism	oxidative stress	7.083931083951001e-07	1	0.074074074074074	3.6948561409096944e-06	0	0.4910900271113151
t-lymphocytes cytotoxic/metabolism	calreticulin/metabolism	0.0	1	0.037037037037037	0.0	0	0.4910900271113151
calreticulin/metabolism	oxidative stress	7.083931083951001e-07	1	0.074074074074074	3.6948561409096944e-06	0	0.4910900271113151
benzylidene compounds/chemistry	cd8-positive t-lymphocytes/cytology	0.0004953033165658	1	0.074074074074074	0.0012925943513292	0	0.4910900271113151
macrophages/cytology	apoptosis/drug effects	0.0011893547260051	1	0.1452991452991453	0.0026470673103721	0	0.4910900271113151
macrophages/cytology	dichloroacetic acid/chemistry	3.984332506634658e-05	1	0.074074074074074	0.000130412689269	0	0.4910900271113151
macrophages/cytology	biological products/chemistry	3.984332506634658e-05	1	0.074074074074074	0.000130412689269	0	0.4910900271113151
macrophages/cytology	protein kinase inhibitors/chemistry	3.984332506634658e-05	1	0.074074074074074	0.000130412689269	0	0.4910900271113151
macrophages/cytology	drug synergism	3.984332506634658e-05	1	0.074074074074074	0.000130412689269	0	0.4910900271113151
macrophages/cytology	saponins/chemistry	3.984332506634658e-05	1	0.074074074074074	0.000130412689269	0	0.4910900271113151
macrophages/cytology	antineoplastic agents/chemistry	3.984332506634658e-05	1	0.074074074074074	0.000130412689269	0	0.4910900271113151
macrophages/cytology	energy metabolism/drug effects	3.984332506634658e-05	1	0.074074074074074	0.000130412689269	0	0.4910900271113151
macrophages/cytology	neoplasms/drug therapy	0.0030275730352965	1	0.1452991452991453	0.006325620895072	0	0.4910900271113151
macrophages/cytology	pyruvate dehydrogenase acetyl-transferring kinase/antagonists &amp; inhibitors	3.984332506634658e-05	1	0.074074074074074	0.000130412689269	0	0.4910900271113151
CHRM1	MRLN	0.0009947484468403	2	0.0028490028490028	0.0022661197924877	0	0.1788642125673839
cd8-positive t-lymphocytes/cytology	fatty acids/metabolism	0.0001868757657405	1	0.074074074074074	0.0005524360047374	0	0.4910900271113151
cd8-positive t-lymphocytes/cytology	cytokines/metabolism	0.0032746267628741	1	0.1452991452991453	0.0068319551167878	0	0.4910900271113151
cd8-positive t-lymphocytes/cytology	antibodies monoclonal humanized/pharmacology	0.0001868757657405	1	0.074074074074074	0.0005524360047374	0	0.4910900271113151
cd8-positive t-lymphocytes/cytology	cd36 antigens/antagonists &amp; inhibitors	0.0001868757657405	1	0.074074074074074	0.0005524360047374	0	0.4910900271113151
cd8-positive t-lymphocytes/cytology	multiple myeloma/drug therapy	0.0001868757657405	1	0.074074074074074	0.0005524360047374	0	0.4910900271113151
cd8-positive t-lymphocytes/cytology	CD36	0.0001868757657405	1	0.074074074074074	0.0005524360047374	0	0.4910900271113151
cd8-positive t-lymphocytes/cytology	PDCD1	0.0010371524413204	2	0.0085470085470085	0.0023571646393645	0	0.1788642125673839
cd8-positive t-lymphocytes/cytology	RPL17-C18orf32	0.0010371524413204	2	0.0085470085470085	0.0023571646393645	0	0.1788642125673839
cd8-positive t-lymphocytes/cytology	RPL17	0.0010371524413204	2	0.0085470085470085	0.0023571646393645	0	0.1788642125673839
endothelial cells/metabolism	macrophages/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
endothelial cells/metabolism	hmgb1 protein/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
endothelial cells/metabolism	inflammation/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
endothelial cells/metabolism	NOX4	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
endothelial cells/metabolism	FTH1	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
endothelial cells/metabolism	NLRP3	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
endothelial cells/metabolism	HMGB1	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
endothelial cells/metabolism	monocrotaline/toxicity	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
endothelial cells/metabolism	cells cultured	0.0038613323464813	1	0.074074074074074	0.0078913768885101	0	0.4910900271113151
endothelial cells/metabolism	bacterial toxins/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
endothelial cells/metabolism	inflammasomes/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
endothelial cells/metabolism	hemodynamics/drug effects	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
endothelial cells/metabolism	lung/blood supply	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
endothelial cells/metabolism	heart ventricles/diagnostic imaging	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
endothelial cells/metabolism	toll-like receptor 4/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
endothelial cells/metabolism	hypertension pulmonary/chemically induced	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
endothelial cells/metabolism	nlr family pyrin domain-containing 3 protein/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
macrophages/metabolism	monocrotaline/toxicity	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
macrophages/metabolism	cells cultured	0.0038613323464813	1	0.074074074074074	0.0078913768885101	0	0.4910900271113151
macrophages/metabolism	bacterial toxins/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
macrophages/metabolism	inflammasomes/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
macrophages/metabolism	lung/blood supply	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
macrophages/metabolism	toll-like receptor 4/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
macrophages/metabolism	hemodynamics/drug effects	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
macrophages/metabolism	heart ventricles/diagnostic imaging	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
macrophages/metabolism	hypertension pulmonary/chemically induced	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
macrophages/metabolism	nlr family pyrin domain-containing 3 protein/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
macrophages/metabolism	hmgb1 protein/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
macrophages/metabolism	inflammation/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
macrophages/metabolism	NOX4	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
macrophages/metabolism	FTH1	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
macrophages/metabolism	NLRP3	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
macrophages/metabolism	HMGB1	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
hmgb1 protein/metabolism	monocrotaline/toxicity	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
hmgb1 protein/metabolism	cells cultured	0.0038613323464813	1	0.074074074074074	0.0078913768885101	0	0.4910900271113151
hmgb1 protein/metabolism	inflammasomes/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
hmgb1 protein/metabolism	bacterial toxins/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
hmgb1 protein/metabolism	lung/blood supply	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
hmgb1 protein/metabolism	toll-like receptor 4/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
hmgb1 protein/metabolism	hemodynamics/drug effects	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
hmgb1 protein/metabolism	heart ventricles/diagnostic imaging	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
hmgb1 protein/metabolism	hypertension pulmonary/chemically induced	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
hmgb1 protein/metabolism	nlr family pyrin domain-containing 3 protein/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
hmgb1 protein/metabolism	inflammation/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
hmgb1 protein/metabolism	NOX4	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
hmgb1 protein/metabolism	FTH1	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
hmgb1 protein/metabolism	NLRP3	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
hmgb1 protein/metabolism	HMGB1	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
inflammation/metabolism	monocrotaline/toxicity	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
inflammation/metabolism	cells cultured	0.0038613323464813	1	0.074074074074074	0.0078913768885101	0	0.4910900271113151
inflammation/metabolism	inflammasomes/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
inflammation/metabolism	bacterial toxins/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
inflammation/metabolism	lung/blood supply	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
inflammation/metabolism	toll-like receptor 4/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
inflammation/metabolism	heart ventricles/diagnostic imaging	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
inflammation/metabolism	hemodynamics/drug effects	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
inflammation/metabolism	hypertension pulmonary/chemically induced	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
inflammation/metabolism	nlr family pyrin domain-containing 3 protein/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
inflammation/metabolism	NOX4	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
inflammation/metabolism	FTH1	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
inflammation/metabolism	NLRP3	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
inflammation/metabolism	HMGB1	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
NOX4	monocrotaline/toxicity	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
NOX4	cells cultured	0.0038613323464813	1	0.074074074074074	0.0078913768885101	0	0.4910900271113151
NOX4	inflammasomes/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
NOX4	bacterial toxins/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
NOX4	lung/blood supply	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
NOX4	toll-like receptor 4/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
NOX4	heart ventricles/diagnostic imaging	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
NOX4	hemodynamics/drug effects	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
NOX4	hypertension pulmonary/chemically induced	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
NOX4	nlr family pyrin domain-containing 3 protein/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
NOX4	FTH1	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
NOX4	NLRP3	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
NOX4	HMGB1	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
FTH1	monocrotaline/toxicity	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
FTH1	cells cultured	0.0038613323464813	1	0.074074074074074	0.0078913768885101	0	0.4910900271113151
FTH1	inflammasomes/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
FTH1	bacterial toxins/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
FTH1	lung/blood supply	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
FTH1	toll-like receptor 4/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
FTH1	heart ventricles/diagnostic imaging	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
FTH1	hemodynamics/drug effects	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
FTH1	hypertension pulmonary/chemically induced	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
FTH1	nlr family pyrin domain-containing 3 protein/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
FTH1	NLRP3	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
FTH1	HMGB1	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
NLRP3	monocrotaline/toxicity	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
NLRP3	cells cultured	0.0038613323464813	1	0.074074074074074	0.0078913768885101	0	0.4910900271113151
NLRP3	inflammasomes/metabolism	0.0005241692955735	1	0.037037037037037	0.0012925943513292	0	0.4910900271113151
