kw1	kw2	iteration	crit_p	R1C1	inv_edge_weight	edge_weight	pg
neutrophils/immunology	inflammation/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
neutrophils/immunology	myocardial reperfusion injury/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
neutrophils/immunology	TICAM1	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
neutrophils/immunology	TRIM69	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
adaptor proteins vesicular transport/genetics	phenylenediamines/pharmacology	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
adaptor proteins vesicular transport/genetics	cyclohexylamines/pharmacology	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
adaptor proteins vesicular transport/genetics	neutrophil infiltration	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
adaptor proteins vesicular transport/genetics	myocardium/immunology	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
adaptor proteins vesicular transport/genetics	inflammation/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
adaptor proteins vesicular transport/genetics	toll-like receptor 4/genetics	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
adaptor proteins vesicular transport/genetics	ventricular function left/drug effects	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
adaptor proteins vesicular transport/genetics	myocardial reperfusion injury/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
adaptor proteins vesicular transport/genetics	TICAM1	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
adaptor proteins vesicular transport/genetics	TRIM69	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
TICAM1	phenylenediamines/pharmacology	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
TICAM1	cyclohexylamines/pharmacology	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
TICAM1	neutrophil infiltration	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
TICAM1	ventricular function left/drug effects	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
TICAM1	myocardial reperfusion injury/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
TICAM1	myocardium/immunology	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
TICAM1	toll-like receptor 4/genetics	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
TICAM1	inflammation/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
TICAM1	TRIM69	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
myocardium/immunology	phenylenediamines/pharmacology	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
myocardium/immunology	cyclohexylamines/pharmacology	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
myocardium/immunology	neutrophil infiltration	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
myocardium/immunology	ventricular function left/drug effects	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
myocardium/immunology	myocardial reperfusion injury/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
myocardium/immunology	TRIM69	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
myocardium/immunology	toll-like receptor 4/genetics	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
myocardium/immunology	inflammation/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
cyclohexylamines/pharmacology	phenylenediamines/pharmacology	0	0.000430698472181	2	0.1810690823891833	0.0028490028490028	0.00014820110894
cyclohexylamines/pharmacology	toll-like receptor 4/genetics	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
cyclohexylamines/pharmacology	inflammation/drug therapy	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
cyclohexylamines/pharmacology	ventricular function left/drug effects	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
cyclohexylamines/pharmacology	neutrophil infiltration	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
cyclohexylamines/pharmacology	myocardial reperfusion injury/drug therapy	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
cyclohexylamines/pharmacology	TRIM69	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
ventricular function left/drug effects	phenylenediamines/pharmacology	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
ventricular function left/drug effects	neutrophil infiltration	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
ventricular function left/drug effects	toll-like receptor 4/genetics	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
ventricular function left/drug effects	inflammation/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
ventricular function left/drug effects	myocardial reperfusion injury/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
ventricular function left/drug effects	TRIM69	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
toll-like receptor 4/genetics	phenylenediamines/pharmacology	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
toll-like receptor 4/genetics	neutrophil infiltration	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
toll-like receptor 4/genetics	myocardial reperfusion injury/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
toll-like receptor 4/genetics	TRIM69	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
toll-like receptor 4/genetics	inflammation/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
TRIM69	phenylenediamines/pharmacology	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
TRIM69	neutrophil infiltration	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
TRIM69	myocardial reperfusion injury/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
TRIM69	inflammation/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
neutrophil infiltration	phenylenediamines/pharmacology	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
neutrophil infiltration	myocardial reperfusion injury/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
neutrophil infiltration	inflammation/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
phenylenediamines/pharmacology	myocardial reperfusion injury/drug therapy	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
phenylenediamines/pharmacology	inflammation/drug therapy	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
myocardial reperfusion injury/drug therapy	inflammation/drug therapy	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
