entity	category	node_weight	occurrence	btw_cnt	cls_cnt	strength	qscore	Knode	ranking	repGM	repGT
cell cycle/drug effects	MESH	0.037037037037037	1	1708.23887253408	0.478089810620738	4.58018975599817	0.293982206340143	0.240827628564096	120	4.063654447286161	77.77777777777779
flavonolignans/pharmacology	MESH	0.037037037037037	1	1708.23887253408	0.478089810620738	4.58018975599817	0.293982206340143	0.240827628564096	118	4.063654447286161	77.77777777777779
glutathione peroxidase/metabolism	MESH	0.037037037037037	1	1708.23887253408	0.478089810620738	4.58018975599817	0.293982206340143	0.240827628564096	117	4.063654447286161	77.77777777777779
host-pathogen interactions	MESH	0.037037037037037	1	76.3333333333337	0.38215829511319	3.5623698102208	0.0879183628359336	0.400380731959865	77	4.063654447286161	77.77777777777779
iron chelating agents/pharmacology	MESH	0.037037037037037	1	76.3333333333337	0.38215829511319	3.5623698102208	0.0879183628359336	0.400380731959865	78	4.063654447286161	77.77777777777779
precursor cell lymphoblastic leukemia-lymphoma/metabolism	MESH	0.037037037037037	1	1708.23887253408	0.478089810620738	4.58018975599817	0.293982206340143	0.240827628564096	121	4.063654447286161	77.77777777777779
tuberculosis/metabolism	MESH	0.037037037037037	1	76.3333333333337	0.38215829511319	3.5623698102208	0.0879183628359336	0.400380731959865	79	4.063654447286161	77.77777777777779
ferritins/blood	MESH	0.037037037037037	1	469.707231040564	0.406972519232081	5.08909972888685	0.399196890714509	0.472751101500423	40	4.063654447286161	77.77777777777779
genetic variation	MESH	0.037037037037037	1	469.707231040564	0.406972519232081	5.08909972888685	0.399196890714509	0.472751101500423	41	4.063654447286161	77.77777777777779
hemeproteins/toxicity	MESH	0.037037037037037	1	469.707231040564	0.406972519232081	5.08909972888685	0.399196890714509	0.472751101500423	44	4.063654447286161	77.77777777777779
listeriosis/etiology	MESH	0.037037037037037	1	469.707231040564	0.406972519232081	5.08909972888685	0.399196890714509	0.472751101500423	45	4.063654447286161	77.77777777777779
liver x receptors/agonists	MESH	0.037037037037037	1	469.707231040564	0.406972519232081	5.08909972888685	0.399196890714509	0.472751101500423	48	4.063654447286161	77.77777777777779
malaria/genetics	MESH	0.037037037037037	1	469.707231040564	0.406972519232081	5.08909972888685	0.399196890714509	0.472751101500423	46	4.063654447286161	77.77777777777779
transferrin/metabolism	MESH	0.037037037037037	1	469.707231040564	0.406972519232081	5.08909972888685	0.399196890714509	0.472751101500423	47	4.063654447286161	77.77777777777779
tumor suppressor protein p53/genetics	MESH	0.037037037037037	1	469.707231040564	0.406972519232081	5.08909972888685	0.399196890714509	0.472751101500423	43	4.063654447286161	77.77777777777779
cells cultured	MESH	0.074074074074074	2	3655.0	0.365152255315091	10.6871094306624	0.944611247213984	0.42270542099467	73	4.063654447286161	77.77777777777779
autophagy/drug effects	MESH	0.074074074074074	2	6685.43729762039	0.437368826055383	6.61582964755291	0.713662067822211	0.15137972653948	160	4.063654447286161	77.77777777777779
cd8-positive t-lymphocytes/drug effects	MESH	0.037037037037037	1	0.0	0.381247819960722	3.5623698102208	0.0736613310247011	0.0709025530392384	167	4.063654447286161	77.77777777777779
endoplasmic reticulum/drug effects	MESH	0.037037037037037	1	0.0	0.381247819960722	3.5623698102208	0.0736613310247011	0.0709025530392384	170	4.063654447286161	77.77777777777779
neoplasms/drug therapy	MESH	0.074074074074074	2	6029.30291505381	0.402696589656401	8.65146953910765	0.944611247213984	0.0246568895050455	173	4.063654447286161	77.77777777777779
antineoplastic agents/chemistry	MESH	0.037037037037037	1	28.0	0.353305827248766	5.59800970177554	0.284643297905653	-0.0301004420384311	180	4.063654447286161	77.77777777777779
apoptosis/drug effects	MESH	0.074074074074074	2	4066.32345581248	0.36420076557274	8.65146953910765	0.915986663965076	-0.0457811308837491	184	4.063654447286161	77.77777777777779
biological products/chemistry	MESH	0.037037037037037	1	28.0	0.353305827248766	5.59800970177554	0.284643297905653	-0.0301004420384311	181	4.063654447286161	77.77777777777779
dichloroacetic acid/chemistry	MESH	0.037037037037037	1	28.0	0.353305827248766	5.59800970177554	0.284643297905653	-0.0301004420384311	174	4.063654447286161	77.77777777777779
drug synergism	MESH	0.037037037037037	1	28.0	0.353305827248766	5.59800970177554	0.284643297905653	-0.0301004420384311	177	4.063654447286161	77.77777777777779
energy metabolism/drug effects	MESH	0.037037037037037	1	28.0	0.353305827248766	5.59800970177554	0.284643297905653	-0.0301004420384311	179	4.063654447286161	77.77777777777779
macrophages/cytology	MESH	0.074074074074074	2	1174.28898305085	0.359489376542386	7.63364959333028	0.733076682200814	-0.0407306288577595	182	4.063654447286161	77.77777777777779
protein kinase inhibitors/chemistry	MESH	0.037037037037037	1	28.0	0.353305827248766	5.59800970177554	0.284643297905653	-0.0301004420384311	178	4.063654447286161	77.77777777777779
pyruvate dehydrogenase acetyl-transferring kinase/antagonists &amp; inhibitors	MESH	0.037037037037037	1	28.0	0.353305827248766	5.59800970177554	0.284643297905653	-0.0301004420384311	175	4.063654447286161	77.77777777777779
saponins/chemistry	MESH	0.037037037037037	1	28.0	0.353305827248766	5.59800970177554	0.284643297905653	-0.0301004420384311	176	4.063654447286161	77.77777777777779
adjuvants immunologic/chemistry	MESH	0.037037037037037	1	169.751129943502	0.347402404328766	4.07127978310948	0.148538377940283	-0.0544346631876106	188	4.063654447286161	77.77777777777779
dextrans/chemistry	MESH	0.037037037037037	1	169.751129943502	0.347402404328766	4.07127978310948	0.148538377940283	-0.0544346631876106	190	4.063654447286161	77.77777777777779
ferric compounds/chemistry	MESH	0.111111111111111	3	4511.65168543046	0.348617886368108	10.1781994577737	0.944942806093315	-0.0437196959320415	183	4.063654447286161	77.77777777777779
gels/chemistry	MESH	0.037037037037037	1	169.751129943502	0.347402404328766	4.07127978310948	0.148538377940283	-0.0544346631876106	189	4.063654447286161	77.77777777777779
gold/chemistry	MESH	0.037037037037037	1	169.751129943502	0.347402404328766	4.07127978310948	0.148538377940283	-0.0544346631876106	186	4.063654447286161	77.77777777777779
urinary bladder neoplasms/pathology	MESH	0.037037037037037	1	169.751129943502	0.347402404328766	4.07127978310948	0.148538377940283	-0.0544346631876106	187	4.063654447286161	77.77777777777779
aniline compounds/chemistry	MESH	0.037037037037037	1	231.080727131947	0.312215163150541	5.08909972888685	0.34581591114222	-0.081904219403857	195	4.063654447286161	77.77777777777779
ascorbic acid/pharmacology	MESH	0.037037037037037	1	661.260450396603	0.374009685363694	3.5623698102208	0.146530604726556	0.0712325304687397	165	4.063654447286161	77.77777777777779
b7-h1 antigen/metabolism	MESH	0.037037037037037	1	231.080727131947	0.312215163150541	5.08909972888685	0.34581591114222	-0.081904219403857	198	4.063654447286161	77.77777777777779
benzylidene compounds/chemistry	MESH	0.037037037037037	1	231.080727131947	0.312215163150541	5.08909972888685	0.34581591114222	-0.081904219403857	199	4.063654447286161	77.77777777777779
calreticulin/metabolism	MESH	0.037037037037037	1	661.260450396603	0.374009685363694	3.5623698102208	0.146530604726556	0.0712325304687397	166	4.063654447286161	77.77777777777779
exosomes/metabolism	MESH	0.037037037037037	1	231.080727131947	0.312215163150541	5.08909972888685	0.34581591114222	-0.081904219403857	196	4.063654447286161	77.77777777777779
immunogenic cell death/drug effects	MESH	0.037037037037037	1	231.080727131947	0.312215163150541	5.08909972888685	0.34581591114222	-0.081904219403857	193	4.063654447286161	77.77777777777779
interferon-gamma/metabolism	MESH	0.037037037037037	1	231.080727131947	0.312215163150541	5.08909972888685	0.34581591114222	-0.081904219403857	197	4.063654447286161	77.77777777777779
metal-organic frameworks/chemistry	MESH	0.037037037037037	1	231.080727131947	0.312215163150541	5.08909972888685	0.34581591114222	-0.081904219403857	192	4.063654447286161	77.77777777777779
neoplasms/diagnostic imaging	MESH	0.037037037037037	1	661.260450396603	0.374009685363694	3.5623698102208	0.146530604726556	0.0712325304687397	163	4.063654447286161	77.77777777777779
phenol/chemistry	MESH	0.037037037037037	1	231.080727131947	0.312215163150541	5.08909972888685	0.34581591114222	-0.081904219403857	194	4.063654447286161	77.77777777777779
programmed cell death 1 receptor/metabolism	MESH	0.037037037037037	1	231.080727131947	0.312215163150541	5.08909972888685	0.34581591114222	-0.081904219403857	191	4.063654447286161	77.77777777777779
t-lymphocytes cytotoxic/metabolism	MESH	0.037037037037037	1	661.260450396603	0.374009685363694	3.5623698102208	0.146530604726556	0.0712325304687397	164	4.063654447286161	77.77777777777779
amino acid transport system y+/genetics	MESH	0.037037037037037	1	576.545474228339	0.311729411702356	4.58018975599817	0.249184917754978	0.393613358326008	84	4.063654447286161	77.77777777777779
antineoplastic agents immunological/administration &amp; dosage	MESH	0.037037037037037	1	576.545474228339	0.311729411702356	4.58018975599817	0.249184917754978	0.393613358326008	85	4.063654447286161	77.77777777777779
cd8-positive t-lymphocytes/immunology	MESH	0.111111111111111	3	0.0	0.282108115511668	3.87459562476473	0.0753743852345779	0.371810506341149	112	4.063654447286161	77.77777777777779
cell survival/drug effects	MESH	0.111111111111111	3	4543.91537930668	0.346989912843748	6.10691967466422	0.691042384276741	0.411247327037217	75	4.063654447286161	77.77777777777779
gene expression regulation neoplastic/drug effects	MESH	0.037037037037037	1	576.545474228339	0.311729411702356	4.58018975599817	0.249184917754978	0.393613358326008	81	4.063654447286161	77.77777777777779
lipid metabolism/drug effects	MESH	0.037037037037037	1	576.545474228339	0.311729411702356	4.58018975599817	0.249184917754978	0.393613358326008	80	4.063654447286161	77.77777777777779
sulfasalazine/administration &amp; dosage	MESH	0.037037037037037	1	576.545474228339	0.311729411702356	4.58018975599817	0.249184917754978	0.393613358326008	83	4.063654447286161	77.77777777777779
gene expression	MESH	0.037037037037037	1	1054.72119066876	0.388669488018504	5.08909972888685	0.443294221665531	0.430163592000387	71	4.063654447286161	77.77777777777779
inflammation mediators/antagonists &amp; inhibitors	MESH	0.037037037037037	1	1054.72119066876	0.388669488018504	5.08909972888685	0.443294221665531	0.430163592000387	68	4.063654447286161	77.77777777777779
lipopolysaccharides/toxicity	MESH	0.037037037037037	1	1054.72119066876	0.388669488018504	5.08909972888685	0.443294221665531	0.430163592000387	70	4.063654447286161	77.77777777777779
microglia/drug effects	MESH	0.037037037037037	1	1054.72119066876	0.388669488018504	5.08909972888685	0.443294221665531	0.430163592000387	69	4.063654447286161	77.77777777777779
nf-e2-related factor 2/biosynthesis	MESH	0.037037037037037	1	1054.72119066876	0.388669488018504	5.08909972888685	0.443294221665531	0.430163592000387	72	4.063654447286161	77.77777777777779
raw 264.7 cells	MESH	0.037037037037037	1	1054.72119066876	0.388669488018504	5.08909972888685	0.443294221665531	0.430163592000387	67	4.063654447286161	77.77777777777779
cd8-positive t-lymphocytes/cytology	MESH	0.074074074074074	2	2689.82532467532	0.317942888167614	10.0970569556281	0.903166387297611	-0.118321254694428	229	4.063654447286161	77.77777777777779
antibodies monoclonal humanized/pharmacology	MESH	0.037037037037037	1	234.036363636364	0.301260872037627	3.5623698102208	0.121976827718322	-0.102322222135929	209	4.063654447286161	77.77777777777779
cd36 antigens/antagonists &amp; inhibitors	MESH	0.037037037037037	1	234.036363636364	0.301260872037627	3.5623698102208	0.121976827718322	-0.102322222135929	210	4.063654447286161	77.77777777777779
cytokines/metabolism	MESH	0.074074074074074	2	3332.27410516313	0.326676039211717	7.12473962044159	0.728674317080808	-0.0921451402022433	206	4.063654447286161	77.77777777777779
fatty acids/metabolism	MESH	0.037037037037037	1	234.036363636364	0.301260872037627	3.5623698102208	0.121976827718322	-0.102322222135929	207	4.063654447286161	77.77777777777779
multiple myeloma/drug therapy	MESH	0.037037037037037	1	234.036363636364	0.301260872037627	3.5623698102208	0.121976827718322	-0.102322222135929	208	4.063654447286161	77.77777777777779
tumor microenvironment	MESH	0.074074074074074	2	3255.0	0.287685087735929	10.6871094306624	0.931846230359741	-0.120251532116379	230	4.063654447286161	77.77777777777779
bone marrow/drug effects	MESH	0.037037037037037	1	0.0	0.317456196541449	3.5623698102208	0.0736613310247011	-0.0861972609091442	200	4.063654447286161	77.77777777777779
drug interactions	MESH	0.037037037037037	1	0.0	0.317456196541449	3.5623698102208	0.0736613310247011	-0.0861972609091442	202	4.063654447286161	77.77777777777779
ileum/drug effects	MESH	0.037037037037037	1	0.0	0.317456196541449	3.5623698102208	0.0736613310247011	-0.0861972609091442	205	4.063654447286161	77.77777777777779
necroptosis/drug effects	MESH	0.037037037037037	1	0.0	0.317456196541449	3.5623698102208	0.0736613310247011	-0.0861972609091442	201	4.063654447286161	77.77777777777779
radiation-protective agents/pharmacology	MESH	0.037037037037037	1	0.0	0.317456196541449	3.5623698102208	0.0736613310247011	-0.0861972609091442	204	4.063654447286161	77.77777777777779
small molecule libraries/pharmacology	MESH	0.037037037037037	1	0.0	0.317456196541449	3.5623698102208	0.0736613310247011	-0.0861972609091442	203	4.063654447286161	77.77777777777779
biomarkers tumor	MESH	0.037037037037037	1	0.0	0.254106256720449	7.63364959333028	0.339184733555601	-0.117858209848646	223	4.063654447286161	77.77777777777779
carcinoma pancreatic ductal/metabolism	MESH	0.037037037037037	1	0.0	0.254106256720449	7.63364959333028	0.339184733555601	-0.117858209848646	227	4.063654447286161	77.77777777777779
cell transformation neoplastic/genetics	MESH	0.037037037037037	1	0.0	0.254106256720449	7.63364959333028	0.339184733555601	-0.117858209848646	220	4.063654447286161	77.77777777777779
diet	MESH	0.037037037037037	1	0.0	0.254106256720449	7.63364959333028	0.339184733555601	-0.117858209848646	225	4.063654447286161	77.77777777777779
dna	MESH	0.037037037037037	1	0.0	0.254106256720449	7.63364959333028	0.339184733555601	-0.117858209848646	219	4.063654447286161	77.77777777777779
macrophages	MESH	0.037037037037037	1	0.0	0.254106256720449	7.63364959333028	0.339184733555601	-0.117858209848646	224	4.063654447286161	77.77777777777779
membrane proteins/genetics	MESH	0.037037037037037	1	0.0	0.254106256720449	7.63364959333028	0.339184733555601	-0.117858209848646	217	4.063654447286161	77.77777777777779
pancreas/metabolism	MESH	0.037037037037037	1	0.0	0.254106256720449	7.63364959333028	0.339184733555601	-0.117858209848646	218	4.063654447286161	77.77777777777779
pancreatitis/genetics	MESH	0.037037037037037	1	0.0	0.254106256720449	7.63364959333028	0.339184733555601	-0.117858209848646	226	4.063654447286161	77.77777777777779
phospholipid hydroperoxide glutathione peroxidase/genetics	MESH	0.037037037037037	1	0.0	0.254106256720449	7.63364959333028	0.339184733555601	-0.117858209848646	228	4.063654447286161	77.77777777777779
proto-oncogene proteins p21(ras)/metabolism	MESH	0.037037037037037	1	0.0	0.254106256720449	7.63364959333028	0.339184733555601	-0.117858209848646	215	4.063654447286161	77.77777777777779
quinoxalines/pharmacology	MESH	0.037037037037037	1	0.0	0.254106256720449	7.63364959333028	0.339184733555601	-0.117858209848646	214	4.063654447286161	77.77777777777779
spiro compounds/pharmacology	MESH	0.037037037037037	1	0.0	0.254106256720449	7.63364959333028	0.339184733555601	-0.117858209848646	221	4.063654447286161	77.77777777777779
mitochondria/drug effects	MESH	0.074074074074074	2	0.0	0.302611698662813	4.07127978310948	0.109635469432113	-0.0498105245822718	185	4.063654447286161	77.77777777777779
carbolines/pharmacology	MESH	0.074074074074074	2	3206.31746031746	0.415786469777765	8.45478538076289	0.811140378345521	0.374130427079088	109	4.063654447286161	77.77777777777779
dose-response relationship drug	MESH	0.074074074074074	2	3206.31746031746	0.415786469777765	8.45478538076289	0.811140378345521	0.374130427079088	110	4.063654447286161	77.77777777777779
jurkat cells	MESH	0.074074074074074	2	5200.55394624209	0.453873415445768	7.63364959333028	0.831549669362117	0.314432094575158	115	4.063654447286161	77.77777777777779
oxidative stress	MESH	0.074074074074074	2	4860.69708494619	0.405468250305162	7.63364959333028	0.827902521689477	0.195997577740021	144	4.063654447286161	77.77777777777779
piperazines/pharmacology	MESH	0.074074074074074	2	1575.0	0.372829023099011	8.14255956621896	0.747849472268784	0.230800005684266	123	4.063654447286161	77.77777777777779
glutathione	MESH	0.037037037037037	1	0.0	0.316609264142067	3.5623698102208	0.0736613310247011	0.192875414070162	146	4.063654447286161	77.77777777777779
iron/blood	MESH	0.037037037037037	1	0.0	0.316609264142067	3.5623698102208	0.0736613310247011	0.192875414070162	150	4.063654447286161	77.77777777777779
kidney	MESH	0.037037037037037	1	0.0	0.316609264142067	3.5623698102208	0.0736613310247011	0.192875414070162	147	4.063654447286161	77.77777777777779
liver/pathology	MESH	0.037037037037037	1	0.0	0.316609264142067	3.5623698102208	0.0736613310247011	0.192875414070162	148	4.063654447286161	77.77777777777779
malondialdehyde/blood	MESH	0.037037037037037	1	0.0	0.316609264142067	3.5623698102208	0.0736613310247011	0.192875414070162	151	4.063654447286161	77.77777777777779
phospholipid hydroperoxide glutathione peroxidase	MESH	0.037037037037037	1	0.0	0.316609264142067	3.5623698102208	0.0736613310247011	0.192875414070162	145	4.063654447286161	77.77777777777779
spleen/pathology	MESH	0.037037037037037	1	0.0	0.316609264142067	3.5623698102208	0.0736613310247011	0.192875414070162	149	4.063654447286161	77.77777777777779
bacterial toxins/metabolism	MESH	0.037037037037037	1	0.0	0.313117561520052	8.65146953910765	0.380298034592643	0.447253891103786	59	4.063654447286161	77.77777777777779
endothelial cells/metabolism	MESH	0.037037037037037	1	0.0	0.313117561520052	8.65146953910765	0.380298034592643	0.447253891103786	52	4.063654447286161	77.77777777777779
heart ventricles/diagnostic imaging	MESH	0.037037037037037	1	0.0	0.313117561520052	8.65146953910765	0.380298034592643	0.447253891103786	54	4.063654447286161	77.77777777777779
hemodynamics/drug effects	MESH	0.037037037037037	1	0.0	0.313117561520052	8.65146953910765	0.380298034592643	0.447253891103786	56	4.063654447286161	77.77777777777779
hmgb1 protein/metabolism	MESH	0.037037037037037	1	0.0	0.313117561520052	8.65146953910765	0.380298034592643	0.447253891103786	53	4.063654447286161	77.77777777777779
hypertension pulmonary/chemically induced	MESH	0.037037037037037	1	0.0	0.313117561520052	8.65146953910765	0.380298034592643	0.447253891103786	64	4.063654447286161	77.77777777777779
inflammasomes/metabolism	MESH	0.037037037037037	1	0.0	0.313117561520052	8.65146953910765	0.380298034592643	0.447253891103786	57	4.063654447286161	77.77777777777779
inflammation/metabolism	MESH	0.037037037037037	1	0.0	0.313117561520052	8.65146953910765	0.380298034592643	0.447253891103786	65	4.063654447286161	77.77777777777779
lung/blood supply	MESH	0.037037037037037	1	0.0	0.313117561520052	8.65146953910765	0.380298034592643	0.447253891103786	58	4.063654447286161	77.77777777777779
macrophages/metabolism	MESH	0.037037037037037	1	0.0	0.313117561520052	8.65146953910765	0.380298034592643	0.447253891103786	61	4.063654447286161	77.77777777777779
monocrotaline/toxicity	MESH	0.037037037037037	1	0.0	0.313117561520052	8.65146953910765	0.380298034592643	0.447253891103786	50	4.063654447286161	77.77777777777779
nlr family pyrin domain-containing 3 protein/metabolism	MESH	0.037037037037037	1	0.0	0.313117561520052	8.65146953910765	0.380298034592643	0.447253891103786	62	4.063654447286161	77.77777777777779
toll-like receptor 4/metabolism	MESH	0.037037037037037	1	0.0	0.313117561520052	8.65146953910765	0.380298034592643	0.447253891103786	55	4.063654447286161	77.77777777777779
macrophages/drug effects	MESH	0.148148148148148	4	0.0	0.32242916131552	1.52672991866606	0.0051391626296303	0.378542579137591	107	4.063654447286161	77.77777777777779
