entity	category	node_weight	occurrence	btw_cnt	cls_cnt	strength	qscore	Knode	ranking	repGM	repGT
neutral ceramidase/antagonists &amp; inhibitors	MESH	0.037037037037037	1	343.636350514441	0.343131349531592	5.59800970177554	0.459374827313084	0.593054525257432	12	3.9771314939100173	25.925925925925924
immunologic memory	MESH	0.037037037037037	1	132.467285598743	0.281572527234984	5.59800970177554	0.341008307391921	0.520729192259377	32	3.9771314939100173	25.925925925925924
aniline compounds/pharmacology	MESH	0.037037037037037	1	132.467285598743	0.281572527234984	5.59800970177554	0.341008307391921	0.520729192259377	39	3.9771314939100173	25.925925925925924
hypoxia-inducible factor 1 alpha subunit/metabolism	MESH	0.037037037037037	1	0.0	0.245480197429231	6.10691967466422	0.284366998839544	0.389348442605667	89	3.9771314939100173	25.925925925925924
tumor suppressor protein p53/metabolism	MESH	0.074074074074074	2	653.756049577021	0.37266639028121	9.47260532654026	0.735268654791947	0.608844217423833	9	3.9771314939100173	25.925925925925924
cell line tumor/transplantation	MESH	0.074074074074074	2	3287.08462069332	0.311254973556522	10.4904252723176	0.927996463371954	0.558896411053179	22	3.9771314939100173	25.925925925925924
membrane proteins/metabolism	MESH	0.037037037037037	1	343.636350514441	0.343131349531592	5.59800970177554	0.459374827313084	0.593054525257432	14	3.9771314939100173	25.925925925925924
benzylidene compounds/pharmacology	MESH	0.037037037037037	1	132.467285598743	0.281572527234984	5.59800970177554	0.341008307391921	0.520729192259377	38	3.9771314939100173	25.925925925925924
actins/metabolism	MESH	0.037037037037037	1	0.0	0.245480197429231	6.10691967466422	0.284366998839544	0.389348442605667	94	3.9771314939100173	25.925925925925924
skin neoplasms/drug therapy	MESH	0.037037037037037	1	132.467285598743	0.281572527234984	5.59800970177554	0.341008307391921	0.520729192259377	34	3.9771314939100173	25.925925925925924
amino acid transport system y+/metabolism	MESH	0.074074074074074	2	2654.0	0.277164971704373	9.98151529942895	0.895024774816261	0.415180641805756	74	3.9771314939100173	25.925925925925924
killer cells natural/metabolism	MESH	0.037037037037037	1	207.553919226553	0.365812659243586	5.08909972888685	0.311002228812467	0.639774601347148	8	3.9771314939100173	25.925925925925924
cisplatin	MESH	0.037037037037037	1	207.553919226553	0.365812659243586	5.08909972888685	0.311002228812467	0.639774601347148	2	3.9771314939100173	25.925925925925924
immune checkpoint inhibitors/pharmacology	MESH	0.037037037037037	1	132.467285598743	0.281572527234984	5.59800970177554	0.341008307391921	0.520729192259377	31	3.9771314939100173	25.925925925925924
hepatocytes/drug effects	MESH	0.037037037037037	1	0.0	0.245480197429231	6.10691967466422	0.284366998839544	0.389348442605667	97	3.9771314939100173	25.925925925925924
collagen type i/metabolism	MESH	0.037037037037037	1	0.0	0.245480197429231	6.10691967466422	0.284366998839544	0.389348442605667	93	3.9771314939100173	25.925925925925924
exosomes/drug effects	MESH	0.037037037037037	1	132.467285598743	0.281572527234984	5.59800970177554	0.341008307391921	0.520729192259377	33	3.9771314939100173	25.925925925925924
colonic neoplasms/drug therapy	MESH	0.037037037037037	1	343.636350514441	0.343131349531592	5.59800970177554	0.459374827313084	0.593054525257432	15	3.9771314939100173	25.925925925925924
tumor microenvironment/drug effects	MESH	0.148148148148148	4	0.0	0.294907538384834	0.821135787432616	0.0034261084197535	0.562920157540595	21	3.9771314939100173	25.925925925925924
lymphoma t-cell	MESH	0.037037037037037	1	207.553919226553	0.365812659243586	5.08909972888685	0.311002228812467	0.639774601347148	4	3.9771314939100173	25.925925925925924
hepatic stellate cells/drug effects	MESH	0.037037037037037	1	0.0	0.245480197429231	6.10691967466422	0.284366998839544	0.389348442605667	96	3.9771314939100173	25.925925925925924
melanoma/genetics	MESH	0.037037037037037	1	211.155620925442	0.270907951499544	4.07127978310948	0.16504264215587	0.521868822125492	27	3.9771314939100173	25.925925925925924
