kw1	kw2	crit_p	iteration	R1C1	edge_weight	pg	inv_edge_weight
gene expression regulation neoplastic	tetrahydrofolate dehydrogenase/genetics	0.0020021417991653	0	1	0.074074074074074	0.000860920973641	0.491090027111315
gene expression regulation neoplastic	vitamin e/pharmacology	0.0020021417991653	0	1	0.074074074074074	0.000860920973641	0.491090027111315
gene expression regulation neoplastic	cytokines/analysis	7.379981167050204e-07	1	1	0.0735294117647058	2.7678790814889e-07	0.5011717509037003
gene expression regulation neoplastic	carcinoma pancreatic ductal/genetics	0.0008701160661257	1	1	0.1426690079016681	0.0004855021834012	0.5011717509037003
gene expression regulation neoplastic	endostatins/genetics	0.0004059890096335	1	1	0.0735294117647058	0.0002169579889628	0.5011717509037003
gene expression regulation neoplastic	pten phosphohydrolase/deficiency	7.379981167050204e-07	1	1	0.0735294117647058	2.7678790814889e-07	0.5011717509037003
gene expression regulation neoplastic	lipocalin-2/genetics	1.453533629100291e-07	1	1	0.0735294117647058	4.826859267836881e-08	0.5011717509037003
gene expression regulation neoplastic	carcinoma renal cell/blood	0.0004059890096335	1	1	0.0735294117647058	0.0002169579889628	0.5011717509037003
gene expression regulation neoplastic	inflammation mediators/blood	1.453533629100291e-07	1	1	0.0735294117647058	4.826859267836881e-08	0.5011717509037003
gene expression regulation neoplastic	cytokines/blood	1.2691761444120975e-06	1	2	0.0127703727352542	4.951327612356948e-07	0.1868283063250888
gene expression regulation neoplastic	docosahexaenoic acids/analysis	7.379981167050204e-07	1	1	0.0735294117647058	2.7678790814889e-07	0.5011717509037003
gene expression regulation neoplastic	tumor suppressor protein p53/deficiency	7.379981167050204e-07	1	1	0.0735294117647058	2.7678790814889e-07	0.5011717509037003
gene expression regulation neoplastic	nih 3t3 cells	0.0004059890096335	1	1	0.0735294117647058	0.0002169579889628	0.5011717509037003
gene expression regulation neoplastic	angiogenesis inducing agents/metabolism	0.0004059890096335	1	1	0.0735294117647058	0.0002169579889628	0.5011717509037003
gene expression regulation neoplastic	rna small interfering/genetics	1.453533629100291e-07	1	1	0.0735294117647058	4.826859267836881e-08	0.5011717509037003
gene expression regulation neoplastic	anti-inflammatory agents/metabolism	0.0004059890096335	1	1	0.0735294117647058	0.0002169579889628	0.5011717509037003
gene expression regulation neoplastic	cell polarity	0.0004059890096335	1	1	0.0735294117647058	0.0002169579889628	0.5011717509037003
gene expression regulation neoplastic	IL4	0.0004059890096335	1	1	0.0735294117647058	0.0002169579889628	0.5011717509037003
gene expression regulation neoplastic	ARG1	0.0004059890096335	1	1	0.0735294117647058	0.0002169579889628	0.5011717509037003
gene expression regulation neoplastic	IL13	0.0004059890096335	1	1	0.0735294117647058	0.0002169579889628	0.5011717509037003
gene expression regulation neoplastic	CD209	0.0004059890096335	1	1	0.0735294117647058	0.0002169579889628	0.5011717509037003
gene expression regulation neoplastic	PTEN	7.379981167050204e-07	1	1	0.0735294117647058	2.7678790814889e-07	0.5011717509037003
gene expression regulation neoplastic	LCN2	1.453533629100291e-07	1	1	0.0735294117647058	4.826859267836881e-08	0.5011717509037003
gene expression regulation neoplastic	SLC22A17	1.453533629100291e-07	1	1	0.0735294117647058	4.826859267836881e-08	0.5011717509037003
gene expression regulation neoplastic	MRC1	0.0080106086089991	1	1	0.1426690079016681	0.0053694661305472	0.5011717509037003
gene expression regulation neoplastic	carbolines/pharmacology	0.009135490816351	1	1	0.1426690079016681	0.0062713289823422	0.5011717509037003
gene expression regulation neoplastic	piperazines/pharmacology	0.0058405019329489	1	1	0.1426690079016681	0.0038089167063769	0.5011717509037003
gene expression regulation neoplastic	oxidative stress	0.0058405019329489	1	1	0.1426690079016681	0.0038089167063769	0.5011717509037003
glioblastoma/genetics	heat-shock proteins/genetics	3.21494655714812e-11	0	1	0.037037037037037	1.51878509768721e-12	0.491090027111315
glioblastoma/genetics	HSPB1	3.21494655714812e-11	0	1	0.037037037037037	1.51878509768721e-12	0.491090027111315
glioblastoma/genetics	hyaluronan receptors/genetics	3.21494655714812e-11	0	1	0.037037037037037	1.51878509768721e-12	0.491090027111315
glioblastoma/genetics	SLC40A1	3.21494655714812e-11	0	1	0.037037037037037	1.51878509768721e-12	0.491090027111315
glioblastoma/genetics	t-lymphocytes cytotoxic/immunology	3.21494655714812e-11	0	1	0.037037037037037	1.51878509768721e-12	0.491090027111315
heat-shock proteins/genetics	HSPB1	3.21494655714812e-11	0	1	0.037037037037037	1.51878509768721e-12	0.491090027111315
heat-shock proteins/genetics	hyaluronan receptors/genetics	3.21494655714812e-11	0	1	0.037037037037037	1.51878509768721e-12	0.491090027111315
heat-shock proteins/genetics	SLC40A1	3.21494655714812e-11	0	1	0.037037037037037	1.51878509768721e-12	0.491090027111315
heat-shock proteins/genetics	t-lymphocytes cytotoxic/immunology	3.21494655714812e-11	0	1	0.037037037037037	1.51878509768721e-12	0.491090027111315
HSPB1	hyaluronan receptors/genetics	3.21494655714812e-11	0	1	0.037037037037037	1.51878509768721e-12	0.491090027111315
HSPB1	SLC40A1	3.21494655714812e-11	0	1	0.037037037037037	1.51878509768721e-12	0.491090027111315
HSPB1	t-lymphocytes cytotoxic/immunology	3.21494655714812e-11	0	1	0.037037037037037	1.51878509768721e-12	0.491090027111315
hyaluronan receptors/genetics	SLC40A1	3.21494655714812e-11	0	1	0.037037037037037	1.51878509768721e-12	0.491090027111315
hyaluronan receptors/genetics	t-lymphocytes cytotoxic/immunology	3.21494655714812e-11	0	1	0.037037037037037	1.51878509768721e-12	0.491090027111315
SLC40A1	t-lymphocytes cytotoxic/immunology	3.21494655714812e-11	0	1	0.037037037037037	1.51878509768721e-12	0.491090027111315
ACSL3	cell survival	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
ACSL3	coenzyme a ligases/metabolism	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
ACSL3	glutathione/metabolism	0.0004423992156552	0	1	0.111111111111111	0.0001487376673323	0.491090027111315
ACSL3	iron/metabolism	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
ACSL3	lymph/metabolism	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
ACSL3	melanoma/blood	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
ACSL3	neoplasm metastasis/drug therapy	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
ACSL3	oleic acid/metabolism	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
ACSL3	oxidative stress/drug effects	0.0021093918702002	0	1	0.074074074074074	0.0009252229168602	0.491090027111315
ACSL3	phospholipid hydroperoxide glutathione peroxidase/metabolism	5.82577954709163e-06	0	1	0.074074074074074	1.13100478793537e-06	0.491090027111315
ACSL3	GPX4	0.0090162404854958	1	1	0.1617647058823529	0.0061819179218259	0.5011717509037003
cell survival	coenzyme a ligases/metabolism	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
cell survival	glutathione/metabolism	0.0004423992156552	0	1	0.111111111111111	0.0001487376673323	0.491090027111315
cell survival	iron/metabolism	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
cell survival	lymph/metabolism	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
cell survival	melanoma/blood	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
cell survival	neoplasm metastasis/drug therapy	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
cell survival	oleic acid/metabolism	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
cell survival	oxidative stress/drug effects	0.0021093918702002	0	1	0.074074074074074	0.0009252229168602	0.491090027111315
cell survival	phospholipid hydroperoxide glutathione peroxidase/metabolism	5.82577954709163e-06	0	1	0.074074074074074	1.13100478793537e-06	0.491090027111315
cell survival	capillary permeability	4.1458859116240205e-09	1	1	0.0294117647058823	1.0551270968051083e-09	0.5011717509037003
cell survival	inflammation mediators/metabolism	0.0005107952631277	1	1	0.0869183494293239	0.0002780972675769	0.5011717509037003
cell survival	vascular endothelial growth factor a/genetics	4.1458859116240205e-09	1	1	0.0294117647058823	1.0551270968051083e-09	0.5011717509037003
cell survival	calgranulin a/genetics	4.1458859116240205e-09	1	1	0.0294117647058823	1.0551270968051083e-09	0.5011717509037003
cell survival	lung neoplasms/metabolism	3.0355795216919427e-05	1	1	0.0583845478489903	1.3451933250863137e-05	0.5011717509037003
cell survival	calgranulin b/genetics	4.1458859116240205e-09	1	1	0.0294117647058823	1.0551270968051083e-09	0.5011717509037003
cell survival	angiopoietin-2/genetics	4.1458859116240205e-09	1	1	0.0294117647058823	1.0551270968051083e-09	0.5011717509037003
cell survival	transforming growth factor beta/metabolism	3.913837526700399e-06	1	1	0.0583845478489903	1.5989558083129296e-06	0.5011717509037003
cell survival	ANGPT2	4.1458859116240205e-09	1	1	0.0294117647058823	1.0551270968051083e-09	0.5011717509037003
cell survival	S100A8	9.82469701876331e-05	1	1	0.0583845478489903	4.685477104804381e-05	0.5011717509037003
cell survival	S100A9	4.1458859116240205e-09	1	1	0.0294117647058823	1.0551270968051083e-09	0.5011717509037003
coenzyme a ligases/metabolism	glutathione/metabolism	0.0004423992156552	0	1	0.111111111111111	0.0001487376673323	0.491090027111315
coenzyme a ligases/metabolism	iron/metabolism	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
coenzyme a ligases/metabolism	lymph/metabolism	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
coenzyme a ligases/metabolism	melanoma/blood	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
coenzyme a ligases/metabolism	neoplasm metastasis/drug therapy	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
coenzyme a ligases/metabolism	oleic acid/metabolism	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
coenzyme a ligases/metabolism	oxidative stress/drug effects	0.0021093918702002	0	1	0.074074074074074	0.0009252229168602	0.491090027111315
coenzyme a ligases/metabolism	phospholipid hydroperoxide glutathione peroxidase/metabolism	5.82577954709163e-06	0	1	0.074074074074074	1.13100478793537e-06	0.491090027111315
coenzyme a ligases/metabolism	GPX4	0.0090162404854958	1	1	0.1617647058823529	0.0061819179218259	0.5011717509037003
glutathione/metabolism	ATG5	0.000788717862951	0	1	0.111111111111111	0.0002752353370022	0.491090027111315
glutathione/metabolism	autophagy-related proteins/genetics	0.000788717862951	0	1	0.111111111111111	0.0002752353370022	0.491090027111315
glutathione/metabolism	cell cycle/drug effects	0.000788717862951	0	1	0.111111111111111	0.0002752353370022	0.491090027111315
glutathione/metabolism	flavonolignans/pharmacology	0.000788717862951	0	1	0.111111111111111	0.0002752353370022	0.491090027111315
glutathione/metabolism	glutathione peroxidase/metabolism	0.000788717862951	0	1	0.111111111111111	0.0002752353370022	0.491090027111315
glutathione/metabolism	host-pathogen interactions	4.50603761185566e-05	0	1	0.111111111111111	1.06124954789566e-05	0.491090027111315
glutathione/metabolism	iron chelating agents/pharmacology	4.50603761185566e-05	0	1	0.111111111111111	1.06124954789566e-05	0.491090027111315
glutathione/metabolism	iron/metabolism	0.0015015610444405	0	2	0.0485470085470085	0.000623406723278	0.178864212567384
glutathione/metabolism	lymph/metabolism	0.0004423992156552	0	1	0.111111111111111	0.0001487376673323	0.491090027111315
glutathione/metabolism	melanoma/blood	0.0004423992156552	0	1	0.111111111111111	0.0001487376673323	0.491090027111315
glutathione/metabolism	neoplasm metastasis/drug therapy	0.0004423992156552	0	1	0.111111111111111	0.0001487376673323	0.491090027111315
glutathione/metabolism	oleic acid/metabolism	0.0004423992156552	0	1	0.111111111111111	0.0001487376673323	0.491090027111315
glutathione/metabolism	phospholipid hydroperoxide glutathione peroxidase/metabolism	1.53028183389982e-07	0	2	0.0085470085470085	1.7149710207498e-08	0.178864212567384
glutathione/metabolism	precursor cell lymphoblastic leukemia-lymphoma/metabolism	0.000788717862951	0	1	0.111111111111111	0.0002752353370022	0.491090027111315
glutathione/metabolism	tuberculosis/metabolism	4.50603761185566e-05	0	1	0.111111111111111	1.06124954789566e-05	0.491090027111315
glutathione/metabolism	cells cultured	0.0031229382209923	1	1	0.1284220608189001	0.0019364221367503	0.5011717509037003
glutathione/metabolism	oxidative stress/drug effects	0.0031229382209923	1	1	0.0869183494293239	0.0019364221367503	0.5011717509037003
glutathione/metabolism	autophagy/drug effects	6.442668852416033e-05	1	1	0.0869183494293239	3.025816011892335e-05	0.5011717509037003
glutathione/metabolism	jurkat cells	0.0003646346041525	1	1	0.0869183494293239	0.0001918567172121	0.5011717509037003
glutathione/metabolism	GPX4	8.408651861018593e-06	1	3	0.0032923617208077	3.506831367738883e-06	0.054769758680606
glutathione/metabolism	ROS1	0.0081766441743656	1	1	0.1686487349349509	0.0054933084553607	0.5011717509037003
iron/metabolism	ferritins/blood	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
iron/metabolism	genetic variation	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
iron/metabolism	hemeproteins/toxicity	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
iron/metabolism	host-pathogen interactions	0.0010297105139439	0	1	0.148148148148148	0.0003621740428354	0.491090027111315
iron/metabolism	iron chelating agents/pharmacology	0.0010297105139439	0	1	0.148148148148148	0.0003621740428354	0.491090027111315
iron/metabolism	listeriosis/etiology	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
iron/metabolism	liver x receptors/agonists	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
iron/metabolism	lymph/metabolism	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
iron/metabolism	malaria/genetics	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
iron/metabolism	melanoma/blood	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
iron/metabolism	neoplasm metastasis/drug therapy	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
iron/metabolism	oleic acid/metabolism	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
iron/metabolism	phospholipid hydroperoxide glutathione peroxidase/metabolism	2.72167395393927e-05	0	2	0.017094017094017	6.32554567225885e-06	0.178864212567384
iron/metabolism	TF	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
iron/metabolism	transferrin/metabolism	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
iron/metabolism	tuberculosis/metabolism	0.0010297105139439	0	1	0.148148148148148	0.0003621740428354	0.491090027111315
iron/metabolism	tumor suppressor protein p53/genetics	0.0046720032554304	0	1	0.148148148148148	0.0021974525656576	0.491090027111315
iron/metabolism	membrane proteins/genetics	0.0001257224765577	1	1	0.0588235294117647	6.120353295802072e-05	0.5011717509037003
iron/metabolism	dna	0.0001257224765577	1	1	0.0588235294117647	6.120353295802072e-05	0.5011717509037003
iron/metabolism	macrophages	0.0001257224765577	1	1	0.0588235294117647	6.120353295802072e-05	0.5011717509037003
iron/metabolism	quinoxalines/pharmacology	0.0001257224765577	1	1	0.0588235294117647	6.120353295802072e-05	0.5011717509037003
iron/metabolism	biomarkers tumor	0.0001257224765577	1	1	0.0588235294117647	6.120353295802072e-05	0.5011717509037003
iron/metabolism	cell transformation neoplastic/genetics	0.0001257224765577	1	1	0.0588235294117647	6.120353295802072e-05	0.5011717509037003
iron/metabolism	carcinoma pancreatic ductal/metabolism	0.0001257224765577	1	1	0.0588235294117647	6.120353295802072e-05	0.5011717509037003
iron/metabolism	diet	0.0001257224765577	1	1	0.0588235294117647	6.120353295802072e-05	0.5011717509037003
iron/metabolism	spiro compounds/pharmacology	0.0001257224765577	1	1	0.0588235294117647	6.120353295802072e-05	0.5011717509037003
iron/metabolism	proto-oncogene proteins p21(ras)/metabolism	0.0001257224765577	1	1	0.0588235294117647	6.120353295802072e-05	0.5011717509037003
iron/metabolism	ferroptosis/drug effects	0.0099684556826216	1	4	0.0215500039907414	0.0068723509875587	0.0131605085751639
iron/metabolism	pancreatitis/genetics	0.0001257224765577	1	1	0.0588235294117647	6.120353295802072e-05	0.5011717509037003
iron/metabolism	pancreas/metabolism	0.0001257224765577	1	1	0.0588235294117647	6.120353295802072e-05	0.5011717509037003
iron/metabolism	macrophages/drug effects	0.001397871204315	1	2	0.0247610159813847	0.0008029908955162	0.1868283063250888
iron/metabolism	phospholipid hydroperoxide glutathione peroxidase/genetics	0.0001257224765577	1	1	0.0588235294117647	6.120353295802072e-05	0.5011717509037003
iron/metabolism	GPX4	0.0005570394812326	1	3	0.0119538056324711	0.0003042071340232	0.054769758680606
iron/metabolism	KDM8	0.0001257224765577	1	1	0.0588235294117647	6.120353295802072e-05	0.5011717509037003
iron/metabolism	STING1	0.0001257224765577	1	1	0.0588235294117647	6.120353295802072e-05	0.5011717509037003
lymph/metabolism	melanoma/blood	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
lymph/metabolism	neoplasm metastasis/drug therapy	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
lymph/metabolism	oleic acid/metabolism	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
lymph/metabolism	oxidative stress/drug effects	0.0021093918702002	0	1	0.074074074074074	0.0009252229168602	0.491090027111315
lymph/metabolism	phospholipid hydroperoxide glutathione peroxidase/metabolism	5.82577954709163e-06	0	1	0.074074074074074	1.13100478793537e-06	0.491090027111315
lymph/metabolism	GPX4	0.0090162404854958	1	1	0.1617647058823529	0.0061819179218259	0.5011717509037003
melanoma/blood	neoplasm metastasis/drug therapy	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
melanoma/blood	oleic acid/metabolism	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
melanoma/blood	oxidative stress/drug effects	0.0021093918702002	0	1	0.074074074074074	0.0009252229168602	0.491090027111315
melanoma/blood	phospholipid hydroperoxide glutathione peroxidase/metabolism	5.82577954709163e-06	0	1	0.074074074074074	1.13100478793537e-06	0.491090027111315
melanoma/blood	GPX4	0.0090162404854958	1	1	0.1617647058823529	0.0061819179218259	0.5011717509037003
neoplasm metastasis/drug therapy	oleic acid/metabolism	1.14562710782353e-09	0	1	0.037037037037037	9.441547543787009e-11	0.491090027111315
neoplasm metastasis/drug therapy	oxidative stress/drug effects	0.0021093918702002	0	1	0.074074074074074	0.0009252229168602	0.491090027111315
neoplasm metastasis/drug therapy	phospholipid hydroperoxide glutathione peroxidase/metabolism	5.82577954709163e-06	0	1	0.074074074074074	1.13100478793537e-06	0.491090027111315
neoplasm metastasis/drug therapy	GPX4	0.0090162404854958	1	1	0.1617647058823529	0.0061819179218259	0.5011717509037003
oleic acid/metabolism	oxidative stress/drug effects	0.0021093918702002	0	1	0.074074074074074	0.0009252229168602	0.491090027111315
oleic acid/metabolism	phospholipid hydroperoxide glutathione peroxidase/metabolism	5.82577954709163e-06	0	1	0.074074074074074	1.13100478793537e-06	0.491090027111315
oleic acid/metabolism	GPX4	0.0090162404854958	1	1	0.1617647058823529	0.0061819179218259	0.5011717509037003
oxidative stress/drug effects	phospholipid hydroperoxide glutathione peroxidase/metabolism	0.000132984343149	1	1	0.0583845478489903	6.481293576388047e-05	0.5011717509037003
oxidative stress/drug effects	iron/chemistry	0.0022615358442826	1	1	0.0294117647058823	0.0013669559477371	0.5011717509037003
oxidative stress/drug effects	tor serine-threonine kinases/metabolism	0.0022615358442826	1	1	0.0294117647058823	0.0013669559477371	0.5011717509037003
oxidative stress/drug effects	amp-activated protein kinase kinases	0.0022615358442826	1	1	0.0294117647058823	0.0013669559477371	0.5011717509037003
oxidative stress/drug effects	lung neoplasms/drug therapy	0.0022615358442826	1	1	0.0294117647058823	0.0013669559477371	0.5011717509037003
oxidative stress/drug effects	nf-e2-related factor 2/genetics	0.0022615358442826	1	1	0.0294117647058823	0.0013669559477371	0.5011717509037003
oxidative stress/drug effects	glycogen synthase kinase 3/metabolism	0.0022615358442826	1	1	0.0294117647058823	0.0013669559477371	0.5011717509037003
oxidative stress/drug effects	GSK3B	0.0022615358442826	1	1	0.0294117647058823	0.0013669559477371	0.5011717509037003
