KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank	CommunityMembership	PMIDlist
antineoplastic agents/pharmacology	MESH	0.102941176470588	7	2919.23333333333	0.991660754740061	17.0375928524619	0.943725461683874	5.2354044910942	257	3	[33277233,33547170,33926261,34991659,32778843]
antioxidants/pharmacology	MESH	0.0147058823529411	1	81.4138888888889	0.783487877123244	7.62356786953789	0.509054708560307	4.14454183442385	282	10	[32778843]
apoptosis/drug effects	MESH	0.0441176470588235	3	1315	0.740654770344019	9.64912603730024	0.800326618270489	5.76704745683974	215	6	[31509699,32134361,30420335]
ASAH2	GENE	0.0147058823529411	1	19.4444444444444	0.715654624643626	6.59566619996814	0.359772262055234	7.32965817478047	132	3	[33547170]
ascorbic acid/pharmacology	MESH	0.0147058823529411	1	0	0.598568757337394	3.5623698102208	0.0328855381930851	5.6598028130111	221	8	[32686685]
asparaginase	MESH	0.0147058823529411	1	0	0.748931773437921	6.08675622707945	0.225265936622633	8.08383416179552	77	3	[35778693]
ASPG	GENE	0.0147058823529411	1	0	0.748931773437921	6.08675622707945	0.225265936622633	8.08383416179552	79	3	[35778693]
ATG5	GENE	0.0147058823529411	1	0	0.7618854854869	5.57784625419077	0.175937629333005	8.90850783897249	31	3	[33926261]
ATL1	GENE	0.0147058823529411	1	1	0.787838588063539	5.0588545575097	0.109528976185949	7.14486671667515	156	3	[33277233]
ATM	GENE	0.0147058823529411	1	0	0.723986764296883	5.07901800509447	0.116743660585452	8.42821484689848	67	4	[31554642]
autophagy-related proteins/genetics	MESH	0.0147058823529411	1	0	0.7618854854869	5.57784625419077	0.175937629333005	8.90850783897249	33	3	[33926261]
autophagy/drug effects	MESH	0.0294117647058823	2	553.666666666667	0.960484376637977	9.73865778219163	0.743839554367401	7.48173996847138	125	3	[33277233,33926261]
b-lymphocytes/metabolism	MESH	0.0147058823529411	1	0	0.683698733320647	4.57010803220578	0.0920795069406382	8.84579148920169	38	2	[31775041]
b7-h1 antigen/antagonists &amp; inhibitors	MESH	0.0294117647058823	2	2003.72727272727	0.704104911692614	10.1378725626042	0.839487254057561	8.33555388278685	73	9	[31043744,34593794]
b7-h1 antigen/metabolism	MESH	0.0147058823529411	1	0	0.653072569847761	5.08909972888685	0.16607196787508	5.24188196468413	253	8	[34985903]
bacterial toxins/metabolism	MESH	0.0147058823529411	1	0	0.646149734738075	8.65146953910765	0.422579165781143	7.66453277128108	105	11	[35197507]
basic-leucine zipper transcription factors/analysis	MESH	0.0147058823529411	1	66.925	0.717547538519786	6.08675622707945	0.338978311204573	7.72715761808659	103	9	[34991659]
BBS9	GENE	0.0147058823529411	1	0	0.683698733320647	4.57010803220578	0.0920795069406382	8.84579148920169	39	2	[31775041]
BDKRB2	GENE	0.0147058823529411	1	0	0.683698733320647	4.57010803220578	0.0920795069406382	8.84579148920169	41	2	[31775041]
benzylidene compounds/chemistry	MESH	0.0147058823529411	1	0	0.653072569847761	5.08909972888685	0.16607196787508	5.24188196468413	251	8	[34985903]
benzylidene compounds/pharmacology	MESH	0.0147058823529411	1	0	0.569870277795956	6.09683795087184	0.268017136273643	7.94433202564568	84	9	[34593794]
biological products/chemistry	MESH	0.0147058823529411	1	63.85	0.752716369486135	6.09683795087184	0.366472410823145	6.61552039864786	187	6	[31509699]
biomarkers tumor	MESH	0.037037037037037	1	0	0.516385442971821	7.63364959333028	0.361740920123936	5.49057863535296	232	12	[33311482]
biopterins/analogs &amp; derivatives	MESH	0.0147058823529411	1	81.4138888888889	0.783487877123244	7.62356786953789	0.509054708560307	4.14454183442385	287	10	[32778843]
bone marrow/drug effects	MESH	0.0147058823529411	1	0	0.611651017190257	3.5623698102208	0.0328855381930851	5.86858785197658	211	6	[32134361]
brain neoplasms/genetics	MESH	0.037037037037037	1	0	0.54212837182737	5.08909972888685	0.16607196787508	3.72709616714939	296	1	[34062295]
BTRC	GENE	0.0147058823529411	1	2.35714285714286	0.597195355091685	8.4800802346371	0.452053109025626	11.0702281840571	3	7	[34093872]
calgranulin a/metabolism	MESH	0.0147058823529411	1	138.849783549784	0.660847984446203	4.4894542418667	0.114953971432087	8.64651535634125	60	6	[30755716]
CALR	GENE	0.0147058823529411	1	0	0.598568757337394	3.5623698102208	0.0328855381930851	5.6598028130111	219	8	[32686685]
calreticulin/metabolism	MESH	0.0147058823529411	1	0	0.598568757337394	3.5623698102208	0.0328855381930851	5.6598028130111	220	8	[32686685]
cancer-associated fibroblasts/pathology	MESH	0.0147058823529411	1	52.1952380952381	0.714070661620449	4.4894542418667	0.0928289392736099	4.88353255828005	274	8	[38301989]
carbolines/pharmacology	MESH	0.0294117647058823	2	3140.8	0.923657000018442	12.7597548181119	0.924553416628449	5.58358401418288	223	10	[32778843,34717678]
carcinoma pancreatic ductal/metabolism	MESH	0.037037037037037	1	0	0.516385442971821	7.63364959333028	0.361740920123936	5.49057863535296	228	12	[33311482]
cation transport proteins/genetics	MESH	0.037037037037037	1	0	0.54212837182737	5.08909972888685	0.16607196787508	3.72709616714939	288	1	[34062295]
CCK	GENE	0.0441176470588235	3	847.5	0.874056533410305	8.9355678123091	0.759029541056588	8.42202221584179	71	3	[35778693,34717678]
CD36	GENE	0.161764705882353	11	4443.37619047619	0.764817302126885	7.68512545945044	0.719354369637923	6.55898125905139	189	5	[33691090,31802182,39178310,39546763,39321806,31257391,38351345,39166450,38301989,27044818,34958892]
cd36 antigens/antagonists &amp; inhibitors	MESH	0.0147058823529411	1	833.45	0.842376695172728	6.05651105570229	0.359089943065514	5.89630321683315	205	8	[33691090]
cd36 antigens/metabolism	MESH	0.102941176470588	7	1755	0.764796671803964	4.93592734290456	0.182145613583741	6.54369785310974	190	5	[31802182,39178310,39546763,39321806,31257391,38351345,39166450]
CD44	GENE	0.0294117647058823	2	755.675	0.586028485612647	8.58089747256095	0.693113052426707	4.2955113533768	279	1	[34062295,36160648]
cd8-positive t-lymphocytes/cytology	MESH	0.0294117647058823	2	5265.875	0.887088583486916	10.5958852047244	0.894229371036118	5.30456018301663	247	8	[34985903,33691090]
cd8-positive t-lymphocytes/drug effects	MESH	0.0147058823529411	1	1	0.787838588063539	5.0588545575097	0.109528976185949	7.14486671667515	159	3	[33277233]
cd8-positive t-lymphocytes/immunology	MESH	0.0588235294117647	4	2702	0.946799949538149	8.66757630444227	0.822474021543383	4.98510395933453	270	4	[31554642,31043744,34093872,39321806]
CD8A	GENE	0.117647058823529	8	6193	0.945748200203108	15.7427152332506	0.976700484334627	5.12395018124606	266	4	[33277233,31554642,33691090,31043744,34093872,39321806,35238098]
cell cycle/drug effects	MESH	0.0147058823529411	1	0	0.7618854854869	5.57784625419077	0.175937629333005	8.90850783897249	32	3	[33926261]
cell line	MESH	0.0441176470588235	3	85	0.656236511012397	6.60574792376052	0.431527611547969	10.1302524600656	16	4	[34811833,25940439]
cell line tumor/transplantation	MESH	0.0294117647058823	2	411	0.646491724912471	10.9892535214139	0.753626916924867	8.41638250521641	72	9	[34593794,33547170]
cell proliferation/drug effects	MESH	0.0294117647058823	2	934.436111111111	0.812688688411721	8.12239611863419	0.661905347814901	3.32819366377949	297	10	[32778843,30420335]
cell survival	MESH	0.0294117647058823	2	0	0.684566182905439	5.08909972888685	0.16607196787508	10.072504360683	23	2	[32814895]
cell survival/drug effects	MESH	0.0441176470588235	3	2202	0.753901337551505	14.9013433538799	0.924217849912193	8.92320613270919	30	7	[31554642,34093872,34717678]
cell transformation neoplastic/genetics	MESH	0.037037037037037	1	0	0.516385442971821	7.63364959333028	0.361740920123936	5.49057863535296	227	12	[33311482]
cells cultured	MESH	0.0441176470588235	3	4980.37380952381	0.804488508172586	12.6824224270476	0.940604691222693	8.0608295276513	83	11	[35197507,30787033,32359100]
CHRM1	GENE	0.0588235294117647	4	769.759074259074	0.6934307070504	7.30388538777324	0.53181731747967	7.32350946718911	138	6	[33236624,30755716,34093872,31257391]
cisplatin	MESH	0.0147058823529411	1	0	0.748931773437921	6.08675622707945	0.225265936622633	8.08383416179552	82	3	[35778693]
coenzyme a ligases/metabolism	MESH	0.0147058823529411	1	0	0.699062504423946	5.58792797798315	0.194024675339202	10.1254478140131	17	2	[32814895]
collagen type i/metabolism	MESH	0.0147058823529411	1	16.2157842157842	0.757368867556374	7.60340442195312	0.392232749074395	7.1617443637356	148	4	[34811833]
colon/metabolism	MESH	0.0147058823529411	1	138.849783549784	0.660847984446203	4.4894542418667	0.114953971432087	8.64651535634125	63	6	[30755716]
colonic neoplasms/drug therapy	MESH	0.0147058823529411	1	19.4444444444444	0.715654624643626	6.59566619996814	0.359772262055234	7.32965817478047	135	3	[33547170]
colorectal neoplasms/metabolism	MESH	0.0147058823529411	1	92.7749999999999	0.615608684965873	4.4894542418667	0.110625160792385	5.34400341349061	245	1	[36160648]
CTLA4	GENE	0.0147058823529411	1	2.35714285714286	0.597195355091685	8.4800802346371	0.452053109025626	11.0702281840571	12	7	[34093872]
cyclohexylamines/pharmacology	MESH	0.0294117647058823	2	584.928571428571	0.627280492183613	7.73910952573707	0.628583572890683	7.86371385662039	95	5	[30830879,35197507]
CYREN	GENE	0.0147058823529411	1	0	0.598568757337394	3.5623698102208	0.0328855381930851	5.6598028130111	217	8	[32686685]
cysteine/metabolism	MESH	0.0147058823529411	1	0	0.751439318420264	6.06659277949468	0.212111721345399	7.55592066809161	119	4	[31043744]
cystine/antagonists &amp; inhibitors	MESH	0.0147058823529411	1	81.4138888888889	0.783487877123244	7.62356786953789	0.509054708560307	4.14454183442385	284	10	[32778843]
cytokines/metabolism	MESH	0.147058823529412	10	4274.35952380952	0.789413566773233	13.9238503032721	0.943949172828044	6.34067019063573	193	8	[33691090,32134361,30420335,38301989,36160648,30755716,34919143,24156623]
cytoskeletal proteins/metabolism	MESH	0.0147058823529411	1	0	0.683698733320647	4.57010803220578	0.0920795069406382	8.84579148920169	43	2	[31775041]
dextrans/chemistry	MESH	0.0147058823529411	1	75.8571428571429	0.750933784654723	4.57010803220578	0.134047717587052	5.9787268126895	200	6	[33236624]
dichloroacetic acid/chemistry	MESH	0.0147058823529411	1	63.85	0.752716369486135	6.09683795087184	0.366472410823145	6.61552039864786	181	6	[31509699]
diet	MESH	0.037037037037037	1	0	0.516385442971821	7.63364959333028	0.361740920123936	5.49057863535296	236	12	[33311482]
diterpenes/pharmacology	MESH	0.0147058823529411	1	0	0.748931773437921	6.08675622707945	0.225265936622633	8.08383416179552	75	3	[35778693]
dna	MESH	0.037037037037037	1	0	0.516385442971821	7.63364959333028	0.361740920123936	5.49057863535296	224	12	[33311482]
dose-response relationship drug	MESH	0.0441176470588235	3	93	0.820128716774673	9.45244187895549	0.676972293374794	5.70608970447466	216	10	[32778843,34717678,30420335]
drug interactions	MESH	0.0147058823529411	1	0	0.611651017190257	3.5623698102208	0.0328855381930851	5.86858785197658	209	6	[32134361]
drug resistance neoplasm	MESH	0.0147058823529411	1	66.925	0.717547538519786	6.08675622707945	0.338978311204573	7.72715761808659	102	9	[34991659]
drug resistance neoplasm/drug effects	MESH	0.0147058823529411	1	0	0.569870277795956	6.09683795087184	0.268017136273643	7.94433202564568	86	9	[34593794]
drug synergism	MESH	0.0147058823529411	1	63.85	0.752716369486135	6.09683795087184	0.366472410823145	6.61552039864786	185	6	[31509699]
endometrial neoplasms/immunology	MESH	0.0147058823529411	1	0	0.57317929321468	3.9906259927704	0.0378183689220479	6.92362128627721	163	5	[39166450]
endoplasmic reticulum/drug effects	MESH	0.0147058823529411	1	1	0.787838588063539	5.0588545575097	0.111240366438854	7.1450212569321	155	3	[33277233]
endothelial cells/metabolism	MESH	0.0147058823529411	1	0	0.646149734738075	8.65146953910765	0.422579165781143	7.66453277128108	118	11	[35197507]
energy metabolism/drug effects	MESH	0.0147058823529411	1	63.85	0.752716369486135	6.09683795087184	0.366472410823145	6.61552039864786	184	6	[31509699]
exosomes/drug effects	MESH	0.0147058823529411	1	0	0.569870277795956	6.09683795087184	0.268017136273643	7.94433202564568	93	9	[34593794]
exosomes/metabolism	MESH	0.0147058823529411	1	0	0.653072569847761	5.08909972888685	0.16607196787508	5.24188196468413	254	8	[34985903]
FAM126A	GENE	0.0147058823529411	1	52.1952380952381	0.714070661620449	4.4894542418667	0.0928289392736099	4.88353255828005	275	8	[38301989]
FAP	GENE	0.0147058823529411	1	52.1952380952381	0.714070661620449	4.4894542418667	0.0928289392736099	4.88353255828005	272	8	[38301989]
fatty acids/metabolism	MESH	0.0147058823529411	1	833.45	0.842376695172728	6.05651105570229	0.359089943065514	5.89630321683315	207	8	[33691090]
ferric compounds/chemistry	MESH	0.0441176470588235	3	1400.23611111111	0.741583890472202	11.6746842050626	0.854934508562544	5.40455906070741	239	8	[33236624,34985903,32686685]
ferritins/blood	MESH	0.037037037037037	1	0	0.681283680616985	5.08909972888685	0.16607196787508	8.67736313501819	53	2	[31980600]
flavonolignans/pharmacology	MESH	0.0147058823529411	1	0	0.7618854854869	5.57784625419077	0.175937629333005	8.90850783897249	35	3	[33926261]
FN1	GENE	0.0147058823529411	1	16.2157842157842	0.757368867556374	7.60340442195312	0.392232749074395	7.1617443637356	144	4	[34811833]
folic acid antagonists/pharmacology	MESH	0.0147058823529411	1	81.4138888888889	0.783487877123244	7.62356786953789	0.509054708560307	4.14454183442385	280	10	[32778843]
FTH1	GENE	0.0147058823529411	1	0	0.646149734738075	8.65146953910765	0.422579165781143	7.66453277128108	116	11	[35197507]
fusion regulatory protein 1 heavy chain/metabolism	MESH	0.0147058823529411	1	0	0.751439318420264	6.06659277949468	0.212111721345399	7.55592066809161	120	4	[31043744]
FUT1	GENE	0.0147058823529411	1	16.2157842157842	0.757368867556374	7.60340442195312	0.392232749074395	7.1617443637356	147	4	[34811833]
GABPA	GENE	0.0147058823529411	1	2.35714285714286	0.597195355091685	8.4800802346371	0.452053109025626	11.0702281840571	6	7	[34093872]
gels/chemistry	MESH	0.0147058823529411	1	75.8571428571429	0.750933784654723	4.57010803220578	0.134047717587052	5.9787268126895	201	6	[33236624]
gene expression	MESH	0.0147058823529411	1	0	0.719805040108061	5.58792797798315	0.194024675339202	8.84559067778994	47	10	[34717678]
gene expression regulation neoplastic	MESH	0.0735294117647058	5	2321.45	0.706792689850974	10.6669459830776	0.864184964374	3.03689261514289	299	1	[34062295,32778843]
gene expression regulation neoplastic/drug effects	MESH	0.0147058823529411	1	0	0.723986764296883	5.07901800509447	0.116743660585452	8.42821484689848	66	4	[31554642]
genetic variation	MESH	0.037037037037037	1	0	0.681283680616985	5.08909972888685	0.16607196787508	8.67736313501819	52	2	[31980600]
GGT1	GENE	0.0147058823529411	1	66.925	0.717547538519786	6.08675622707945	0.338978311204573	7.72715761808659	100	9	[34991659]
glioblastoma/genetics	MESH	0.037037037037037	1	0	0.54212837182737	5.08909972888685	0.16607196787508	3.72709616714939	289	1	[34062295]
glutathione	MESH	0.037037037037037	1	0	0.542776738879476	3.5623698102208	0.0328855381930851	5.23504134590689	261	10	[34396451]
glutathione peroxidase/metabolism	MESH	0.0147058823529411	1	0	0.7618854854869	5.57784625419077	0.175937629333005	8.90850783897249	34	3	[33926261]
glutathione peroxidase/therapeutic use	MESH	0.0147058823529411	1	0	0.683698733320647	4.57010803220578	0.0920795069406382	8.84579148920169	44	2	[31775041]
glutathione/metabolism	MESH	0.0441176470588235	3	5168.43333333333	0.987506648056177	13.2242026278851	0.950392053780159	7.34126507182654	128	2	[32814895,33926261,30787033]
glycogen synthase kinase 3/metabolism	MESH	0.0147058823529411	1	2.35714285714286	0.597195355091685	8.4800802346371	0.452053109025626	11.0702281840571	14	7	[34093872]
glycyrrhizic acid/pharmacology	MESH	0.0147058823529411	1	138.849783549784	0.660847984446203	4.4894542418667	0.114953971432087	8.64651535634125	61	6	[30755716]
gold/chemistry	MESH	0.0147058823529411	1	75.8571428571429	0.750933784654723	4.57010803220578	0.134047717587052	5.9787268126895	199	6	[33236624]
GPX4	GENE	0.161764705882353	11	11235.7082251082	1.01327032273643	20.8687401670291	0.996655518394649	6.87438511704505	165	2	[32814895,33277233,33926261,31775041,32778843,34717678,35778693,30787033,33311482,34811833]
GSK3B	GENE	0.0147058823529411	1	2.35714285714286	0.597195355091685	8.4800802346371	0.452053109025626	11.0702281840571	11	7	[34093872]
heart ventricles/diagnostic imaging	MESH	0.0147058823529411	1	0	0.646149734738075	8.65146953910765	0.422579165781143	7.66453277128108	107	11	[35197507]
heat-shock proteins/genetics	MESH	0.037037037037037	1	0	0.54212837182737	5.08909972888685	0.16607196787508	3.72709616714939	294	1	[34062295]
heme oxygenase-1/metabolism	MESH	0.0147058823529411	1	19.4444444444444	0.715654624643626	6.59566619996814	0.359772262055234	7.32965817478047	134	3	[33547170]
heme/metabolism	MESH	0.0147058823529411	1	0	0.57317929321468	3.9906259927704	0.0378183689220479	6.92362128627721	162	5	[39166450]
hemeproteins/toxicity	MESH	0.037037037037037	1	0	0.681283680616985	5.08909972888685	0.16607196787508	8.67736313501819	57	2	[31980600]
hemodynamics/drug effects	MESH	0.0147058823529411	1	0	0.646149734738075	8.65146953910765	0.422579165781143	7.66453277128108	109	11	[35197507]
hepatic stellate cells/drug effects	MESH	0.0147058823529411	1	16.2157842157842	0.757368867556374	7.60340442195312	0.392232749074395	7.1617443637356	146	4	[34811833]
hepatocytes/drug effects	MESH	0.0147058823529411	1	16.2157842157842	0.757368867556374	7.60340442195312	0.392232749074395	7.1617443637356	145	4	[34811833]
HIF1A	GENE	0.0147058823529411	1	16.2157842157842	0.757368867556374	7.60340442195312	0.392232749074395	7.1617443637356	149	4	[34811833]
HLF	GENE	0.0147058823529411	1	66.925	0.717547538519786	6.08675622707945	0.338978311204573	7.72715761808659	104	9	[34991659]
HMGB1	GENE	0.0294117647058823	2	484.041666666667	0.690737202718185	11.6444390336854	0.773593136542097	6.79458495518413	167	11	[30755716,35197507]
hmgb1 protein/metabolism	MESH	0.0147058823529411	1	0	0.646149734738075	8.65146953910765	0.422579165781143	7.66453277128108	115	11	[35197507]
HMOX1	GENE	0.0147058823529411	1	19.4444444444444	0.715654624643626	6.59566619996814	0.359772262055234	7.32965817478047	137	3	[33547170]
host-pathogen interactions	MESH	0.0147058823529411	1	94.1547619047621	0.741844169206002	4.0611980593171	0.0680529300567108	8.98376680836584	27	2	[30787033]
HSPB1	GENE	0.037037037037037	1	0	0.54212837182737	5.08909972888685	0.16607196787508	3.72709616714939	290	1	[34062295]
hyaluronan receptors/genetics	MESH	0.037037037037037	1	0	0.54212837182737	5.08909972888685	0.16607196787508	3.72709616714939	295	1	[34062295]
hyaluronic acid/chemistry	MESH	0.0147058823529411	1	0	0.569870277795956	6.09683795087184	0.268017136273643	7.94433202564568	87	9	[34593794]
hyperlipidemias	MESH	0.0147058823529411	1	92.7749999999999	0.615608684965873	4.4894542418667	0.110625160792385	5.34400341349061	242	1	[36160648]
hypertension pulmonary/chemically induced	MESH	0.0147058823529411	1	0	0.646149734738075	8.65146953910765	0.422579165781143	7.66453277128108	106	11	[35197507]
hypoxia-inducible factor 1 alpha subunit/metabolism	MESH	0.0147058823529411	1	16.2157842157842	0.757368867556374	7.60340442195312	0.392232749074395	7.1617443637356	150	4	[34811833]
IFNA1	GENE	0.0441176470588235	3	2116.14285714286	0.678021547470326	11.0506577249628	0.870650216440532	6.74477206494827	168	5	[30830879,39166450,39546763]
IL6	GENE	0.132352941176471	9	228.833333333333	0.603749588268559	7.58324097436835	0.501403787429671	6.80666839317606	166	9	[34991659,38301989,30563531,32344015,37108378,32472095]
ileum/drug effects	MESH	0.0147058823529411	1	0	0.611651017190257	3.5623698102208	0.0328855381930851	5.86858785197658	214	6	[32134361]
immune checkpoint inhibitors/pharmacology	MESH	0.0147058823529411	1	0	0.569870277795956	6.09683795087184	0.268017136273643	7.94433202564568	89	9	[34593794]
immunogenic cell death/drug effects	MESH	0.0147058823529411	1	0	0.653072569847761	5.08909972888685	0.16607196787508	5.24188196468413	250	8	[34985903]
immunologic memory	MESH	0.0147058823529411	1	0	0.569870277795956	6.09683795087184	0.268017136273643	7.94433202564568	91	9	[34593794]
inflammasomes/metabolism	MESH	0.0147058823529411	1	0	0.646149734738075	8.65146953910765	0.422579165781143	7.66453277128108	117	11	[35197507]
inflammation mediators/antagonists &amp; inhibitors	MESH	0.0147058823529411	1	0	0.719805040108061	5.58792797798315	0.194024675339202	8.84559067778994	46	10	[34717678]
inflammation/drug therapy	MESH	0.0147058823529411	1	0	0.533882761764928	6.61582964755291	0.300902674466729	6.68825368333673	171	5	[30830879]
inflammation/metabolism	MESH	0.0294117647058823	2	0	0.646149734738075	8.65146953910765	0.422579165781143	7.66453277128108	108	11	[35197507]
interferon type i/metabolism	MESH	0.0294117647058823	2	0	0.674565150262777	4.93365632650623	0.0953680607599468	6.71604506083647	169	5	[39166450,39546763]
interferon-gamma/immunology	MESH	0.0147058823529411	1	0	0.751439318420264	6.06659277949468	0.212111721345399	7.55592066809161	123	4	[31043744]
interferon-gamma/metabolism	MESH	0.0147058823529411	1	0	0.653072569847761	5.08909972888685	0.16607196787508	5.24188196468413	249	8	[34985903]
IRF6	GENE	0.0147058823529411	1	138.849783549784	0.660847984446203	4.4894542418667	0.114953971432087	8.64651535634125	59	6	[30755716]
iron chelating agents/pharmacology	MESH	0.0147058823529411	1	94.1547619047621	0.741844169206002	4.0611980593171	0.0680529300567108	8.98376680836584	25	2	[30787033]
iron/blood	MESH	0.037037037037037	1	0	0.542776738879476	3.5623698102208	0.0328855381930851	5.23504134590689	260	10	[34396451]
iron/chemistry	MESH	0.0147058823529411	1	2.35714285714286	0.597195355091685	8.4800802346371	0.452053109025626	11.0702281840571	9	7	[34093872]
iron/metabolism	MESH	0.0588235294117647	4	1785.83333333333	0.966801239833755	12.2567913010696	0.886142213174349	7.18712910656279	142	2	[32814895,31980600,30787033,33311482]
JAK2	GENE	0.0147058823529411	1	66.925	0.717547538519786	6.08675622707945	0.338978311204573	7.72715761808659	101	9	[34991659]
jurkat cells	MESH	0.0294117647058823	2	4947.09047619048	1.0043671412577	13.5649624180291	0.947192984418519	5.87899225489165	208	10	[32778843,33926261]
KDM8	GENE	0.037037037037037	1	0	0.516385442971821	7.63364959333028	0.361740920123936	5.49057863535296	238	12	[33311482]
kidney	MESH	0.037037037037037	1	0	0.542776738879476	3.5623698102208	0.0328855381930851	5.23504134590689	259	10	[34396451]
killer cells natural/metabolism	MESH	0.0147058823529411	1	0	0.748931773437921	6.08675622707945	0.225265936622633	8.08383416179552	81	3	[35778693]
lipid metabolism/drug effects	MESH	0.0147058823529411	1	0	0.723986764296883	5.07901800509447	0.116743660585452	8.42821484689848	65	4	[31554642]
lipopolysaccharides/toxicity	MESH	0.0147058823529411	1	0	0.719805040108061	5.58792797798315	0.194024675339202	8.84559067778994	49	10	[34717678]
lipoproteins ldl	MESH	0.0147058823529411	1	92.7749999999999	0.615608684965873	4.4894542418667	0.110625160792385	5.34400341349061	241	1	[36160648]
listeriosis/etiology	MESH	0.037037037037037	1	0	0.681283680616985	5.08909972888685	0.16607196787508	8.67736313501819	54	2	[31980600]
liver cirrhosis/drug therapy	MESH	0.0147058823529411	1	16.2157842157842	0.757368867556374	7.60340442195312	0.392232749074395	7.1617443637356	152	4	[34811833]
liver x receptors/agonists	MESH	0.037037037037037	1	0	0.681283680616985	5.08909972888685	0.16607196787508	8.67736313501819	51	2	[31980600]
liver/pathology	MESH	0.037037037037037	1	0	0.542776738879476	3.5623698102208	0.0328855381930851	5.23504134590689	258	10	[34396451]
lung neoplasms/drug therapy	MESH	0.0147058823529411	1	2.35714285714286	0.597195355091685	8.4800802346371	0.452053109025626	11.0702281840571	7	7	[34093872]
lung/blood supply	MESH	0.0147058823529411	1	0	0.646149734738075	8.65146953910765	0.422579165781143	7.66453277128108	114	11	[35197507]
lymph/metabolism	MESH	0.0147058823529411	1	0	0.699062504423946	5.58792797798315	0.194024675339202	10.1254478140131	20	2	[32814895]
lymphocytes tumor-infiltrating/immunology	MESH	0.0147058823529411	1	19.4444444444444	0.715654624643626	6.59566619996814	0.359772262055234	7.32965817478047	133	3	[33547170]
lymphoma t-cell	MESH	0.0147058823529411	1	0	0.748931773437921	6.08675622707945	0.225265936622633	8.08383416179552	76	3	[35778693]
macrophages	MESH	0.037037037037037	1	0	0.516385442971821	7.63364959333028	0.361740920123936	5.49057863535296	229	12	[33311482]
macrophages/cytology	MESH	0.0294117647058823	2	1134.22637362637	0.807736868926246	10.1277908388118	0.797396002281854	4.78526815362034	277	6	[33236624,31509699]
macrophages/drug effects	MESH	0.0735294117647058	5	389.253496503497	0.634232500713311	9.50798190420685	0.714857775640093	8.59654555751464	64	4	[34811833,30755716,30787033]
macrophages/metabolism	MESH	0.102941176470588	7	624.775	0.661336862545972	12.1432672827817	0.806534602521225	6.03500276044517	198	11	[35197507,32359100,36160648]
malaria/genetics	MESH	0.037037037037037	1	0	0.681283680616985	5.08909972888685	0.16607196787508	8.67736313501819	50	2	[31980600]
malondialdehyde/blood	MESH	0.037037037037037	1	0	0.542776738879476	3.5623698102208	0.0328855381930851	5.23504134590689	262	10	[34396451]
mannose receptor	MESH	0.0147058823529411	1	92.7749999999999	0.615608684965873	4.4894542418667	0.110625160792385	5.34400341349061	240	1	[36160648]
