KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank	PMIDlist
ascorbic acid/pharmacology	MESH	0.0147058823529411	1	0	0.537907239133978	2.54454986444343	0.0450414540816327	1.45546078632294	88	[32686685]
asparaginase	MESH	0.0147058823529411	1	0	0.586985922868601	3.04337811353972	0.0585538903061225	1.868227155146	43	[35778693]
autophagy-related proteins/genetics	MESH	0.0147058823529411	1	0	0.675042568625725	4.5600263084134	0.227459343112245	1.78331884966446	46	[33926261]
autophagy/drug effects	MESH	0.0294117647058823	2	1486.91868131868	0.773971868444398	5.88210797497699	0.631975446428572	1.77663040637768	51	[33277233,33926261]
b-lymphocytes/metabolism	MESH	0.0147058823529411	1	0	2.03628651528965	1.01781994577737	1	0	3	[31775041]
b7-h1 antigen/antagonists &amp; inhibitors	MESH	0.0294117647058823	2	1107.86427175862	0.522264889075189	8.63130609152288	0.829380580357143	1.86934543182231	39	[31043744,34593794]
b7-h1 antigen/metabolism	MESH	0.0147058823529411	1	0	0.500692249695422	5.08909972888685	0.315290178571429	1.22691759890388	167	[34985903]
bacterial toxins/metabolism	MESH	0.0147058823529411	1	0	0.504502239573474	6.61582964755291	0.421137595663265	1.2167007258811	183	[35197507]
basic-leucine zipper transcription factors/analysis	MESH	0.0147058823529411	1	43.25	0.597565810332929	2.52438641685865	0.0409558354591837	2.08762694537165	13	[34991659]
benzylidene compounds/chemistry	MESH	0.0147058823529411	1	0	0.500692249695422	5.08909972888685	0.315290178571429	1.22691759890388	166	[34985903]
benzylidene compounds/pharmacology	MESH	0.0147058823529411	1	0	0.426215416674971	6.09683795087184	0.362583705357143	1.96443438261858	22	[34593794]
biological products/chemistry	MESH	0.0147058823529411	1	37.868961038961	0.558512190438855	5.59800970177554	0.397600446428571	1.22097311532281	173	[31509699]
biomarkers tumor	MESH	0.037037037037037	1	0	0.452802215534801	6.61582964755291	0.421137595663265	1.94106773652914	27	[33311482]
biopterins/analogs &amp; derivatives	MESH	0.0147058823529411	1	114.333333333333	0.695467190662029	7.62356786953789	0.632932079081633	0.954265713642033	216	[32778843]
bone marrow/drug effects	MESH	0.0147058823529411	1	0	0.537460339242923	3.5623698102208	0.157645089285714	1.44048768487981	93	[32134361]
brain neoplasms/genetics	MESH	0.037037037037037	1	0	0.457752901239134	3.5623698102208	0.157645089285714	1.2281823148334	154	[34062295]
calgranulin a/metabolism	MESH	0.0147058823529411	1	119.785	0.552132874416418	2.4941412454815	0.0387436224489796	1.62523241213884	66	[30755716]
calreticulin/metabolism	MESH	0.0147058823529411	1	0	0.537907239133978	2.54454986444343	0.0450414540816327	1.45546078632294	90	[32686685]
cancer-associated fibroblasts/pathology	MESH	0.0147058823529411	1	0	0.503453230549904	0.9976564981926	0.0067562181122449	1.34793258597083	118	[38301989]
carbolines/pharmacology	MESH	0.0294117647058823	2	1398.84285714286	0.686445727105006	10.9489266262444	0.916374362244898	0.764865468512541	224	[32778843,34717678]
carcinoma pancreatic ductal/metabolism	MESH	0.037037037037037	1	0	0.452802215534801	6.61582964755291	0.421137595663265	1.94106773652914	35	[33311482]
cation transport proteins/genetics	MESH	0.037037037037037	1	0	0.457752901239134	3.5623698102208	0.157645089285714	1.2281823148334	157	[34062295]
cd36 antigens/antagonists &amp; inhibitors	MESH	0.0147058823529411	1	591.194616204691	0.679261771175357	3.55228808642841	0.178770727040816	1.51101874590215	69	[33691090]
cd36 antigens/metabolism	MESH	0.102941176470588	7	219	0.464480630965125	3.12282813463872	0.112244897959184	1.13738390546397	194	[39166450,39546763,31257391]
cd8-positive t-lymphocytes/cytology	MESH	0.0294117647058823	2	1048.42857142857	0.590978154215337	7.62356786953789	0.801179846938776	1.24561777873515	146	[34985903,33691090]
cd8-positive t-lymphocytes/drug effects	MESH	0.0147058823529411	1	0	0.618340917875442	2.02555816776236	0.0112603635204082	1.9461655940477	24	[33277233]
cd8-positive t-lymphocytes/immunology	MESH	0.0588235294117647	4	507	0.504674019630832	5.03869110992492	0.467075892857143	1.47175821370254	86	[31554642,31043744]
cell cycle/drug effects	MESH	0.0147058823529411	1	0	0.675042568625725	4.5600263084134	0.227459343112245	1.78331884966446	47	[33926261]
cell line	MESH	0.0441176470588235	3	380.285714285714	0.482045983261493	4.57010803220578	0.391023596938776	1.37052542048162	113	[34811833,25940439]
cell line tumor/transplantation	MESH	0.0294117647058823	2	1081.13572824138	0.506345867589205	9.97143357563656	0.861268335459184	2.20442074668847	9	[34593794,33547170]
cell proliferation/drug effects	MESH	0.0294117647058823	2	1730.72470978441	0.722756091594709	8.12239611863419	0.869838169642857	0.969396277399442	213	[32778843,30420335]
cell survival	MESH	0.0294117647058823	2	0	0.552592472498598	4.58018975599817	0.277004942602041	1.4732037869556	83	[32814895]
cell survival/drug effects	MESH	0.0441176470588235	3	1156.05714285714	0.548598246945432	9.08980744544963	0.837531887755102	1.12051337264764	195	[31554642,34093872,34717678]
cell transformation neoplastic/genetics	MESH	0.037037037037037	1	0	0.452802215534801	6.61582964755291	0.421137595663265	1.94106773652914	30	[33311482]
cells cultured	MESH	0.0441176470588235	3	5000.85714285714	0.615548027223713	10.6467825354928	0.955775669642857	1.06192356603732	197	[35197507,30787033,32359100]
cisplatin	MESH	0.0147058823529411	1	0	0.586985922868601	3.04337811353972	0.0585538903061225	1.868227155146	41	[35778693]
coenzyme a ligases/metabolism	MESH	0.0147058823529411	1	0	0.552592472498598	4.58018975599817	0.277004942602041	1.4732037869556	81	[32814895]
collagen type i/metabolism	MESH	0.0147058823529411	1	23	0.486886784489864	4.57010803220578	0.260682397959184	1.32439714945736	123	[34811833]
colon/metabolism	MESH	0.0147058823529411	1	119.785	0.552132874416418	2.4941412454815	0.0387436224489796	1.62523241213884	64	[30755716]
colonic neoplasms/drug therapy	MESH	0.0147058823529411	1	161.376532605912	0.609639301782817	5.06893628130208	0.441226881377551	2.23675641810976	3	[33547170]
colorectal neoplasms/metabolism	MESH	0.0147058823529411	1	216.119047619048	0.56411562741351	3.4917977436741	0.132533482142857	1.38030739100659	111	[36160648]
cyclohexylamines/pharmacology	MESH	0.0294117647058823	2	856	0.479882899604118	5.3912438196384	0.560347576530612	1.22535451041414	169	[30830879,35197507]
cysteine/metabolism	MESH	0.0147058823529411	1	384.31571149458	0.637352745799392	4.05111633552471	0.302335778061224	1.66825605024647	63	[31043744]
cystine/antagonists &amp; inhibitors	MESH	0.0147058823529411	1	114.333333333333	0.695467190662029	7.62356786953789	0.632932079081633	0.954265713642033	217	[32778843]
cytokines/metabolism	MESH	0.147058823529412	10	4278.69275053305	0.671318958575656	11.4196273339982	0.968989158163265	1.36568625377444	115	[33691090,32134361,30420335,38301989,36160648,30755716,34919143,24156623]
cytoskeletal proteins/metabolism	MESH	0.0147058823529411	1	0	2.03628651528965	1.01781994577737	1	0	2	[31775041]
dextrans/chemistry	MESH	0.0147058823529411	1	74.9333333333333	0.637809341608555	3.55228808642841	0.136599170918367	1.70901497042906	56	[33236624]
dichloroacetic acid/chemistry	MESH	0.0147058823529411	1	37.868961038961	0.558512190438855	5.59800970177554	0.397600446428571	1.22097311532281	178	[31509699]
diet	MESH	0.037037037037037	1	0	0.452802215534801	6.61582964755291	0.421137595663265	1.94106773652914	26	[33311482]
diterpenes/pharmacology	MESH	0.0147058823529411	1	0	0.586985922868601	3.04337811353972	0.0585538903061225	1.868227155146	40	[35778693]
dna	MESH	0.037037037037037	1	0	0.452802215534801	6.61582964755291	0.421137595663265	1.94106773652914	33	[33311482]
dose-response relationship drug	MESH	0.0441176470588235	3	541.5	0.67529155424174	9.45244187895549	0.795200892857143	0.876641436747211	223	[32778843,34717678,30420335]
drug interactions	MESH	0.0147058823529411	1	0	0.537460339242923	3.5623698102208	0.157645089285714	1.44048768487981	97	[32134361]
drug resistance neoplasm	MESH	0.0147058823529411	1	43.25	0.597565810332929	2.52438641685865	0.0409558354591837	2.08762694537165	12	[34991659]
drug resistance neoplasm/drug effects	MESH	0.0147058823529411	1	0	0.426215416674971	6.09683795087184	0.362583705357143	1.96443438261858	20	[34593794]
drug synergism	MESH	0.0147058823529411	1	37.868961038961	0.558512190438855	5.59800970177554	0.397600446428571	1.22097311532281	175	[31509699]
endometrial neoplasms/immunology	MESH	0.0147058823529411	1	0	0.405999550615703	2.4941412454815	0.0270248724489796	1.02882745910414	209	[39166450]
endoplasmic reticulum/drug effects	MESH	0.0147058823529411	1	0	0.618340917875442	2.02555816776236	0.0112603635204082	1.9461655940477	25	[33277233]
endothelial cells/metabolism	MESH	0.0147058823529411	1	0	0.504502239573474	6.61582964755291	0.421137595663265	1.2167007258811	180	[35197507]
energy metabolism/drug effects	MESH	0.0147058823529411	1	37.868961038961	0.558512190438855	5.59800970177554	0.397600446428571	1.22097311532281	177	[31509699]
exosomes/drug effects	MESH	0.0147058823529411	1	0	0.426215416674971	6.09683795087184	0.362583705357143	1.96443438261858	17	[34593794]
exosomes/metabolism	MESH	0.0147058823529411	1	0	0.500692249695422	5.08909972888685	0.315290178571429	1.22691759890388	165	[34985903]
fatty acids/metabolism	MESH	0.0147058823529411	1	591.194616204691	0.679261771175357	3.55228808642841	0.178770727040816	1.51101874590215	71	[33691090]
ferric compounds/chemistry	MESH	0.0441176470588235	3	1303.47301587302	0.599995642647516	10.6568642592852	0.903698979591837	1.32783360701705	120	[33236624,34985903,32686685]
ferritins/blood	MESH	0.037037037037037	1	0	0.501928657241418	4.07127978310948	0.216198979591837	1.40515539796089	102	[31980600]
flavonolignans/pharmacology	MESH	0.0147058823529411	1	0	0.675042568625725	4.5600263084134	0.227459343112245	1.78331884966446	45	[33926261]
folic acid antagonists/pharmacology	MESH	0.0147058823529411	1	114.333333333333	0.695467190662029	7.62356786953789	0.632932079081633	0.954265713642033	214	[32778843]
fusion regulatory protein 1 heavy chain/metabolism	MESH	0.0147058823529411	1	384.31571149458	0.637352745799392	4.05111633552471	0.302335778061224	1.66825605024647	61	[31043744]
gels/chemistry	MESH	0.0147058823529411	1	74.9333333333333	0.637809341608555	3.55228808642841	0.136599170918367	1.70901497042906	58	[33236624]
gene expression	MESH	0.0147058823529411	1	0	0.526276162375042	4.07127978310948	0.216198979591837	1.05137009880829	198	[34717678]
gene expression regulation neoplastic	MESH	0.0735294117647058	5	1512	0.585168293218496	9.14021606441156	0.874601403061224	1.07577762182727	196	[34062295,32778843]
gene expression regulation neoplastic/drug effects	MESH	0.0147058823529411	1	30.4	0.466711096088731	3.05345983733211	0.0772281568877551	1.23089780890905	152	[31554642]
genetic variation	MESH	0.037037037037037	1	0	0.501928657241418	4.07127978310948	0.216198979591837	1.40515539796089	105	[31980600]
glioblastoma/genetics	MESH	0.037037037037037	1	0	0.457752901239134	3.5623698102208	0.157645089285714	1.2281823148334	153	[34062295]
glutathione	MESH	0.037037037037037	1	0	0.505122234346729	3.5623698102208	0.157645089285714	1.32001281191734	131	[34396451]
glutathione peroxidase/metabolism	MESH	0.0147058823529411	1	0	0.675042568625725	4.5600263084134	0.227459343112245	1.78331884966446	48	[33926261]
glutathione peroxidase/therapeutic use	MESH	0.0147058823529411	1	0	2.03628651528965	1.01781994577737	1	0	1	[31775041]
glutathione/metabolism	MESH	0.0441176470588235	3	6222.20545454545	0.7283680382583	10.762324191692	0.97331393494898	1.180939411829	191	[33926261,32814895,30787033]
glycogen synthase kinase 3/metabolism	MESH	0.0147058823529411	1	73.9171428571428	0.521418186966223	3.9906259927704	0.220982142857143	1.4753937488891	78	[34093872]
glycyrrhizic acid/pharmacology	MESH	0.0147058823529411	1	119.785	0.552132874416418	2.4941412454815	0.0387436224489796	1.62523241213884	65	[30755716]
gold/chemistry	MESH	0.0147058823529411	1	74.9333333333333	0.637809341608555	3.55228808642841	0.136599170918367	1.70901497042906	55	[33236624]
heart ventricles/diagnostic imaging	MESH	0.0147058823529411	1	0	0.504502239573474	6.61582964755291	0.421137595663265	1.2167007258811	187	[35197507]
heat-shock proteins/genetics	MESH	0.037037037037037	1	0	0.457752901239134	3.5623698102208	0.157645089285714	1.2281823148334	155	[34062295]
heme oxygenase-1/metabolism	MESH	0.0147058823529411	1	161.376532605912	0.609639301782817	5.06893628130208	0.441226881377551	2.23675641810976	5	[33547170]
heme/metabolism	MESH	0.0147058823529411	1	0	0.405999550615703	2.4941412454815	0.0270248724489796	1.02882745910414	210	[39166450]
hemeproteins/toxicity	MESH	0.037037037037037	1	0	0.501928657241418	4.07127978310948	0.216198979591837	1.40515539796089	101	[31980600]
hemodynamics/drug effects	MESH	0.0147058823529411	1	0	0.504502239573474	6.61582964755291	0.421137595663265	1.2167007258811	186	[35197507]
hepatic stellate cells/drug effects	MESH	0.0147058823529411	1	23	0.486886784489864	4.57010803220578	0.260682397959184	1.32439714945736	122	[34811833]
hepatocytes/drug effects	MESH	0.0147058823529411	1	23	0.486886784489864	4.57010803220578	0.260682397959184	1.32439714945736	121	[34811833]
hmgb1 protein/metabolism	MESH	0.0147058823529411	1	0	0.504502239573474	6.61582964755291	0.421137595663265	1.2167007258811	184	[35197507]
host-pathogen interactions	MESH	0.0147058823529411	1	246.301818181818	0.593712110232016	3.5623698102208	0.249720982142857	1.03484125228682	205	[30787033]
hyaluronan receptors/genetics	MESH	0.037037037037037	1	0	0.457752901239134	3.5623698102208	0.157645089285714	1.2281823148334	158	[34062295]
hyaluronic acid/chemistry	MESH	0.0147058823529411	1	0	0.426215416674971	6.09683795087184	0.362583705357143	1.96443438261858	21	[34593794]
hyperlipidemias	MESH	0.0147058823529411	1	216.119047619048	0.56411562741351	3.4917977436741	0.132533482142857	1.38030739100659	109	[36160648]
hypertension pulmonary/chemically induced	MESH	0.0147058823529411	1	0	0.504502239573474	6.61582964755291	0.421137595663265	1.2167007258811	189	[35197507]
hypoxia-inducible factor 1 alpha subunit/metabolism	MESH	0.0147058823529411	1	23	0.486886784489864	4.57010803220578	0.260682397959184	1.32439714945736	126	[34811833]
ileum/drug effects	MESH	0.0147058823529411	1	0	0.537460339242923	3.5623698102208	0.157645089285714	1.44048768487981	92	[32134361]
immune checkpoint inhibitors/pharmacology	MESH	0.0147058823529411	1	0	0.426215416674971	6.09683795087184	0.362583705357143	1.96443438261858	23	[34593794]
immunogenic cell death/drug effects	MESH	0.0147058823529411	1	0	0.500692249695422	5.08909972888685	0.315290178571429	1.22691759890388	160	[34985903]
immunologic memory	MESH	0.0147058823529411	1	0	0.426215416674971	6.09683795087184	0.362583705357143	1.96443438261858	18	[34593794]
inflammasomes/metabolism	MESH	0.0147058823529411	1	0	0.504502239573474	6.61582964755291	0.421137595663265	1.2167007258811	188	[35197507]
inflammation mediators/antagonists &amp; inhibitors	MESH	0.0147058823529411	1	0	0.526276162375042	4.07127978310948	0.216198979591837	1.05137009880829	199	[34717678]
inflammation/drug therapy	MESH	0.0147058823529411	1	0	0.391157941756347	4.58018975599817	0.277004942602041	1.25306555173238	142	[30830879]
inflammation/metabolism	MESH	0.0294117647058823	2	0	0.504502239573474	6.61582964755291	0.421137595663265	1.2167007258811	181	[35197507]
interferon type i/metabolism	MESH	0.0294117647058823	2	0	0.428005343130634	2.80848469006011	0.0472935267857143	1.04084314221592	204	[39166450,39546763]
interferon-gamma/immunology	MESH	0.0147058823529411	1	384.31571149458	0.637352745799392	4.05111633552471	0.302335778061224	1.66825605024647	59	[31043744]
interferon-gamma/metabolism	MESH	0.0147058823529411	1	0	0.500692249695422	5.08909972888685	0.315290178571429	1.22691759890388	161	[34985903]
iron chelating agents/pharmacology	MESH	0.0147058823529411	1	246.301818181818	0.593712110232016	3.5623698102208	0.249720982142857	1.03484125228682	207	[30787033]
iron/blood	MESH	0.037037037037037	1	0	0.505122234346729	3.5623698102208	0.157645089285714	1.32001281191734	134	[34396451]
iron/chemistry	MESH	0.0147058823529411	1	73.9171428571428	0.521418186966223	3.9906259927704	0.220982142857143	1.4753937488891	79	[34093872]
iron/metabolism	MESH	0.0588235294117647	4	1750	0.658396085199254	10.2937411139729	0.92984693877551	1.24193274304547	147	[32814895,31980600,30787033]
jurkat cells	MESH	0.0294117647058823	2	5908.29333005303	0.822041479781155	11.7440525023692	0.98664700255102	1.30332593747048	135	[32778843,33926261]
kidney	MESH	0.037037037037037	1	0	0.505122234346729	3.5623698102208	0.157645089285714	1.32001281191734	129	[34396451]
killer cells natural/metabolism	MESH	0.0147058823529411	1	0	0.586985922868601	3.04337811353972	0.0585538903061225	1.868227155146	42	[35778693]
lipid metabolism/drug effects	MESH	0.0147058823529411	1	30.4	0.466711096088731	3.05345983733211	0.0772281568877551	1.23089780890905	151	[31554642]
lipopolysaccharides/toxicity	MESH	0.0147058823529411	1	0	0.526276162375042	4.07127978310948	0.216198979591837	1.05137009880829	200	[34717678]
lipoproteins ldl	MESH	0.0147058823529411	1	216.119047619048	0.56411562741351	3.4917977436741	0.132533482142857	1.38030739100659	107	[36160648]
listeriosis/etiology	MESH	0.037037037037037	1	0	0.501928657241418	4.07127978310948	0.216198979591837	1.40515539796089	100	[31980600]
liver cirrhosis/drug therapy	MESH	0.0147058823529411	1	23	0.486886784489864	4.57010803220578	0.260682397959184	1.32439714945736	125	[34811833]
liver x receptors/agonists	MESH	0.037037037037037	1	0	0.501928657241418	4.07127978310948	0.216198979591837	1.40515539796089	106	[31980600]
liver/pathology	MESH	0.037037037037037	1	0	0.505122234346729	3.5623698102208	0.157645089285714	1.32001281191734	132	[34396451]
lung neoplasms/drug therapy	MESH	0.0147058823529411	1	73.9171428571428	0.521418186966223	3.9906259927704	0.220982142857143	1.4753937488891	75	[34093872]
lung/blood supply	MESH	0.0147058823529411	1	0	0.504502239573474	6.61582964755291	0.421137595663265	1.2167007258811	182	[35197507]
lymph/metabolism	MESH	0.0147058823529411	1	0	0.552592472498598	4.58018975599817	0.277004942602041	1.4732037869556	82	[32814895]
lymphocytes tumor-infiltrating/immunology	MESH	0.0147058823529411	1	161.376532605912	0.609639301782817	5.06893628130208	0.441226881377551	2.23675641810976	7	[33547170]
lymphoma t-cell	MESH	0.0147058823529411	1	0	0.586985922868601	3.04337811353972	0.0585538903061225	1.868227155146	44	[35778693]
macrophages	MESH	0.037037037037037	1	0	0.452802215534801	6.61582964755291	0.421137595663265	1.94106773652914	34	[33311482]
macrophages/cytology	MESH	0.0294117647058823	2	494.571428571429	0.584997626231119	8.63130609152287	0.764349489795918	1.21451024600038	190	[33236624,31509699]
macrophages/drug effects	MESH	0.0735294117647058	5	1219.04545454545	0.547838401456529	7.01384065872535	0.776267538265306	1.47830576422013	73	[34811833,30755716,30787033]
macrophages/metabolism	MESH	0.102941176470588	7	1565.71428571429	0.542307639830571	9.6087991421307	0.899952168367347	1.33669294033978	119	[35197507,32359100,36160648]
malaria/genetics	MESH	0.037037037037037	1	0	0.501928657241418	4.07127978310948	0.216198979591837	1.40515539796089	103	[31980600]
malondialdehyde/blood	MESH	0.037037037037037	1	0	0.505122234346729	3.5623698102208	0.157645089285714	1.32001281191734	133	[34396451]
mannose receptor	MESH	0.0147058823529411	1	216.119047619048	0.56411562741351	3.4917977436741	0.132533482142857	1.38030739100659	110	[36160648]
melanoma/blood	MESH	0.0147058823529411	1	0	0.552592472498598	4.58018975599817	0.277004942602041	1.4732037869556	85	[32814895]
melanoma/genetics	MESH	0.0147058823529411	1	384.31571149458	0.637352745799392	4.05111633552471	0.302335778061224	1.66825605024647	60	[31043744]
membrane proteins/genetics	MESH	0.037037037037037	1	0	0.452802215534801	6.61582964755291	0.421137595663265	1.94106773652914	28	[33311482]
membrane proteins/metabolism	MESH	0.0147058823529411	1	161.376532605912	0.609639301782817	5.06893628130208	0.441226881377551	2.23675641810976	8	[33547170]
metabolic reprogramming	MESH	0.0147058823529411	1	0	0.503453230549904	0.9976564981926	0.0067562181122449	1.34793258597083	117	[38301989]
metal-organic frameworks/chemistry	MESH	0.0147058823529411	1	0	0.500692249695422	5.08909972888685	0.315290178571429	1.22691759890388	164	[34985903]
methotrexate/pharmacology	MESH	0.0147058823529411	1	114.333333333333	0.695467190662029	7.62356786953789	0.632932079081633	0.954265713642032	220	[32778843]
microglia/drug effects	MESH	0.0147058823529411	1	0	0.526276162375042	4.07127978310948	0.216198979591837	1.05137009880829	202	[34717678]
mitochondria/drug effects	MESH	0.0294117647058823	2	461.883116883117	0.505785500804695	7.56307752678358	0.715561224489796	0.908038590958278	222	[34093872,31509699]
monocrotaline/toxicity	MESH	0.0147058823529411	1	0	0.504502239573474	6.61582964755291	0.421137595663265	1.2167007258811	185	[35197507]
multiple myeloma/drug therapy	MESH	0.0147058823529411	1	591.194616204691	0.679261771175357	3.55228808642841	0.178770727040816	1.51101874590215	70	[33691090]
myeloid-derived suppressor cells/immunology	MESH	0.0147058823529411	1	161.376532605912	0.609639301782817	5.06893628130208	0.441226881377551	2.23675641810976	6	[33547170]
myocardial reperfusion injury/drug therapy	MESH	0.0147058823529411	1	0	0.391157941756347	4.58018975599817	0.277004942602041	1.25306555173238	137	[30830879]
myocardium/immunology	MESH	0.0147058823529411	1	0	0.391157941756347	4.58018975599817	0.277004942602041	1.25306555173238	139	[30830879]
necroptosis/drug effects	MESH	0.0147058823529411	1	0	0.537460339242923	3.5623698102208	0.157645089285714	1.44048768487981	94	[32134361]
neoplasm metastasis/drug therapy	MESH	0.0147058823529411	1	0	0.552592472498598	4.58018975599817	0.277004942602041	1.4732037869556	84	[32814895]
neoplasms/diagnostic imaging	MESH	0.0147058823529411	1	0	0.537907239133978	2.54454986444343	0.0450414540816327	1.45546078632294	89	[32686685]
neoplasms/drug therapy	MESH	0.0294117647058823	2	981.714285714285	0.638530717788014	6.61582964755291	0.741649394132653	1.42751274124772	98	[31509699,33277233]
neutral ceramidase/antagonists &amp; inhibitors	MESH	0.0147058823529411	1	161.376532605912	0.609639301782817	5.06893628130208	0.441226881377551	2.23675641810976	4	[33547170]
neutrophil infiltration	MESH	0.0147058823529411	1	0	0.391157941756347	4.58018975599817	0.277004942602041	1.25306555173238	143	[30830879]
neutrophils/immunology	MESH	0.0294117647058823	2	0	0.391157941756347	4.58018975599817	0.277004942602041	1.25306555173238	138	[30830879]
nf-e2-related factor 2/biosynthesis	MESH	0.0147058823529411	1	0	0.526276162375042	4.07127978310948	0.216198979591837	1.05137009880829	201	[34717678]
nf-e2-related factor 2/genetics	MESH	0.0147058823529411	1	73.9171428571428	0.521418186966223	3.9906259927704	0.220982142857143	1.4753937488891	77	[34093872]
nitric oxide synthase type ii/metabolism	MESH	0.0147058823529411	1	216.119047619048	0.56411562741351	3.4917977436741	0.132533482142857	1.38030739100659	108	[36160648]
nivolumab/therapeutic use	MESH	0.0147058823529411	1	384.31571149458	0.637352745799392	4.05111633552471	0.302335778061224	1.66825605024647	62	[31043744]
nlr family pyrin domain-containing 3 protein/metabolism	MESH	0.0147058823529411	1	0	0.504502239573474	6.61582964755291	0.421137595663265	1.2167007258811	179	[35197507]
oleic acid/metabolism	MESH	0.0147058823529411	1	0	0.552592472498598	4.58018975599817	0.277004942602041	1.4732037869556	80	[32814895]
oxidative stress	MESH	0.0294117647058823	2	1276.37777777778	0.685249182103822	9.6087991421307	0.866270727040816	0.971076126448139	211	[32778843,32686685]
oxidative stress/drug effects	MESH	0.0294117647058823	2	820.562597402597	0.566330820623907	6.54525758100621	0.6328125	1.36783000559965	114	[34093872,32814895]
pancreas/metabolism	MESH	0.037037037037037	1	0	0.452802215534801	6.61582964755291	0.421137595663265	1.94106773652914	31	[33311482]
pancreatitis/genetics	MESH	0.037037037037037	1	0	0.452802215534801	6.61582964755291	0.421137595663265	1.94106773652914	36	[33311482]
phagocytosis	MESH	0.0147058823529411	1	0	0.405999550615703	2.4941412454815	0.0270248724489796	1.02882745910415	208	[39166450]
phenol/chemistry	MESH	0.0147058823529411	1	0	0.500692249695422	5.08909972888685	0.315290178571429	1.22691759890388	163	[34985903]
phenotype	MESH	0.0294117647058823	2	1762.19454545454	0.657966821733405	3.80614118825271	0.307059151785714	1.26030610929373	136	[30755716,30420335]
phenylenediamines/pharmacology	MESH	0.0294117647058823	2	856	0.479882899604118	5.3912438196384	0.560347576530612	1.22535451041414	170	[30830879,35197507]
phospholipid hydroperoxide glutathione peroxidase	MESH	0.037037037037037	1	0	0.505122234346729	3.5623698102208	0.157645089285714	1.32001281191734	128	[34396451]
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	MESH	0.0147058823529411	1	114.333333333333	0.695467190662029	7.62356786953789	0.632932079081633	0.954265713642032	218	[32778843]
phospholipid hydroperoxide glutathione peroxidase/genetics	MESH	0.037037037037037	1	0	0.452802215534801	6.61582964755291	0.421137595663265	1.94106773652914	38	[33311482]
phospholipid hydroperoxide glutathione peroxidase/metabolism	MESH	0.0294117647058823	2	585	0.668635933965316	6.73137130375208	0.715640943877551	1.15604513756981	192	[32814895,30787033]
piperazines/pharmacology	MESH	0.0294117647058823	2	1512	0.664874083115643	9.63904431350786	0.899952168367347	0.970581466185428	212	[32778843,34396451]
precursor cell lymphoblastic leukemia-lymphoma/metabolism	MESH	0.0147058823529411	1	0	0.675042568625725	4.5600263084134	0.227459343112245	1.78331884966446	49	[33926261]
