KW1	KW2	P.value	adj.P.value	FisherP.value	ztPois.cdf	Raw.CO.Occurrence	Expansion	PMIDlist
autophagy/drug effects	glutathione peroxidase/metabolism	1.96134005804316e-05	6.48561706764557e-05	0.074074074074074	0.491090027111315	1	0	[33926261]
autophagy/drug effects	glutathione/metabolism	3.02581601189233e-05	6.44266885241603e-05	0.0869183494293239	0.5011717509037	1	1	[33926261]
autophagy/drug effects	jurkat cells	1.20997385167909e-05	2.74687443616853e-05	0.0583845478489903	0.5011717509037	1	1	[33926261]
autophagy/drug effects	neoplasms/drug therapy	0.0030275730352965	0.006325620895072	0.145299145299145	0.491090027111315	1	0	[33277233]
autophagy/drug effects	precursor cell lymphoblastic leukemia-lymphoma/metabolism	1.96134005804316e-05	6.48561706764557e-05	0.074074074074074	0.491090027111315	1	0	[33926261]
b-lymphocytes/metabolism	cytoskeletal proteins/metabolism	6.77236045021345e-15	2.3951030860511e-13	0.037037037037037	0.491090027111315	1	0	[31775041]
b-lymphocytes/metabolism	glutathione peroxidase/therapeutic use	6.77236045021345e-15	2.3951030860511e-13	0.037037037037037	0.491090027111315	1	0	[31775041]
b7-h1 antigen/antagonists &amp; inhibitors	benzylidene compounds/pharmacology	0.0001074183449439	0.0003317499471113	0.074074074074074	0.491090027111315	1	0	[34593794]
b7-h1 antigen/antagonists &amp; inhibitors	cell line tumor/transplantation	1.94148241021708e-05	4.27746831663873e-05	0.0583845478489903	0.5011717509037	1	1	[34593794]
b7-h1 antigen/antagonists &amp; inhibitors	cysteine/metabolism	0.0001074183449439	0.0003317499471113	0.074074074074074	0.491090027111315	1	0	[31043744]
b7-h1 antigen/antagonists &amp; inhibitors	drug resistance neoplasm/drug effects	0.0001074183449439	0.0003317499471113	0.074074074074074	0.491090027111315	1	0	[34593794]
b7-h1 antigen/antagonists &amp; inhibitors	exosomes/drug effects	0.0001074183449439	0.0003317499471113	0.074074074074074	0.491090027111315	1	0	[34593794]
b7-h1 antigen/antagonists &amp; inhibitors	fusion regulatory protein 1 heavy chain/metabolism	0.0001074183449439	0.0003317499471113	0.074074074074074	0.491090027111315	1	0	[31043744]
b7-h1 antigen/antagonists &amp; inhibitors	hyaluronic acid/chemistry	0.0001074183449439	0.0003317499471113	0.074074074074074	0.491090027111315	1	0	[34593794]
b7-h1 antigen/antagonists &amp; inhibitors	immune checkpoint inhibitors/pharmacology	0.0001074183449439	0.0003317499471113	0.074074074074074	0.491090027111315	1	0	[34593794]
b7-h1 antigen/antagonists &amp; inhibitors	immunologic memory	0.0001074183449439	0.0003317499471113	0.074074074074074	0.491090027111315	1	0	[34593794]
b7-h1 antigen/antagonists &amp; inhibitors	interferon-gamma/immunology	0.0001074183449439	0.0003317499471113	0.074074074074074	0.491090027111315	1	0	[31043744]
b7-h1 antigen/antagonists &amp; inhibitors	melanoma/genetics	0.0001074183449439	0.0003317499471113	0.074074074074074	0.491090027111315	1	0	[31043744]
b7-h1 antigen/antagonists &amp; inhibitors	nivolumab/therapeutic use	0.0001074183449439	0.0003317499471113	0.074074074074074	0.491090027111315	1	0	[31043744]
b7-h1 antigen/antagonists &amp; inhibitors	skin neoplasms/drug therapy	0.0001074183449439	0.0003317499471113	0.074074074074074	0.491090027111315	1	0	[34593794]
b7-h1 antigen/antagonists &amp; inhibitors	t-lymphocytes cytotoxic/drug effects	0.0001074183449439	0.0003317499471113	0.074074074074074	0.491090027111315	1	0	[34593794]
b7-h1 antigen/antagonists &amp; inhibitors	tumor escape/drug effects	0.0001074183449439	0.0003317499471113	0.074074074074074	0.491090027111315	1	0	[34593794]
b7-h1 antigen/metabolism	benzylidene compounds/chemistry	1.37805787725487e-06	6.67173262777816e-06	0.037037037037037	0.491090027111315	1	0	[34985903]
b7-h1 antigen/metabolism	cd8-positive t-lymphocytes/cytology	0.0004953033165658	0.0012925943513292	0.074074074074074	0.491090027111315	1	0	[34985903]
b7-h1 antigen/metabolism	exosomes/metabolism	1.37805787725487e-06	6.67173262777816e-06	0.037037037037037	0.491090027111315	1	0	[34985903]
b7-h1 antigen/metabolism	ferric compounds/chemistry	0.0015625643362536	0.0033615998331867	0.111111111111111	0.491090027111315	1	0	[34985903]
b7-h1 antigen/metabolism	immunogenic cell death/drug effects	1.37805787725487e-06	6.67173262777816e-06	0.037037037037037	0.491090027111315	1	0	[34985903]
b7-h1 antigen/metabolism	interferon-gamma/metabolism	1.37805787725487e-06	6.67173262777816e-06	0.037037037037037	0.491090027111315	1	0	[34985903]
b7-h1 antigen/metabolism	metal-organic frameworks/chemistry	1.37805787725487e-06	6.67173262777816e-06	0.037037037037037	0.491090027111315	1	0	[34985903]
b7-h1 antigen/metabolism	phenol/chemistry	1.37805787725487e-06	6.67173262777816e-06	0.037037037037037	0.491090027111315	1	0	[34985903]
b7-h1 antigen/metabolism	programmed cell death 1 receptor/metabolism	1.37805787725487e-06	6.67173262777816e-06	0.037037037037037	0.491090027111315	1	0	[34985903]
bacterial toxins/metabolism	cells cultured	0.0038613323464813	0.0078913768885101	0.074074074074074	0.491090027111315	1	0	[35197507]
bacterial toxins/metabolism	endothelial cells/metabolism	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0	[35197507]
bacterial toxins/metabolism	heart ventricles/diagnostic imaging	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0	[35197507]
bacterial toxins/metabolism	hemodynamics/drug effects	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0	[35197507]
bacterial toxins/metabolism	hmgb1 protein/metabolism	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0	[35197507]
bacterial toxins/metabolism	hypertension pulmonary/chemically induced	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0	[35197507]
bacterial toxins/metabolism	inflammasomes/metabolism	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0	[35197507]
bacterial toxins/metabolism	inflammation/metabolism	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0	[35197507]
bacterial toxins/metabolism	lung/blood supply	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0	[35197507]
bacterial toxins/metabolism	macrophages/metabolism	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0	[35197507]
bacterial toxins/metabolism	monocrotaline/toxicity	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0	[35197507]
bacterial toxins/metabolism	nlr family pyrin domain-containing 3 protein/metabolism	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0	[35197507]
bacterial toxins/metabolism	toll-like receptor 4/metabolism	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0	[35197507]
basic-leucine zipper transcription factors/analysis	drug resistance neoplasm	2.37669306457633e-09	2.23055336157649e-08	0.037037037037037	0.491090027111315	1	0	[34991659]
basic-leucine zipper transcription factors/analysis	triple negative breast neoplasms/drug therapy	2.37669306457633e-09	2.23055336157649e-08	0.037037037037037	0.491090027111315	1	0	[34991659]
basic-leucine zipper transcription factors/analysis	tumor microenvironment/drug effects	0.0039778851868	0.006085272814044	0.117647058823529	0.5011717509037	1	1	[34991659]
basic-leucine zipper transcription factors/analysis	tumor-associated macrophages/drug effects	2.37669306457633e-09	2.23055336157649e-08	0.037037037037037	0.491090027111315	1	0	[34991659]
benzylidene compounds/chemistry	cd8-positive t-lymphocytes/cytology	0.0004953033165658	0.0012925943513292	0.074074074074074	0.491090027111315	1	0	[34985903]
benzylidene compounds/chemistry	exosomes/metabolism	1.37805787725487e-06	6.67173262777816e-06	0.037037037037037	0.491090027111315	1	0	[34985903]
benzylidene compounds/chemistry	ferric compounds/chemistry	0.0015625643362536	0.0033615998331867	0.111111111111111	0.491090027111315	1	0	[34985903]
benzylidene compounds/chemistry	immunogenic cell death/drug effects	1.37805787725487e-06	6.67173262777816e-06	0.037037037037037	0.491090027111315	1	0	[34985903]
benzylidene compounds/chemistry	interferon-gamma/metabolism	1.37805787725487e-06	6.67173262777816e-06	0.037037037037037	0.491090027111315	1	0	[34985903]
benzylidene compounds/chemistry	metal-organic frameworks/chemistry	1.37805787725487e-06	6.67173262777816e-06	0.037037037037037	0.491090027111315	1	0	[34985903]
benzylidene compounds/chemistry	phenol/chemistry	1.37805787725487e-06	6.67173262777816e-06	0.037037037037037	0.491090027111315	1	0	[34985903]
benzylidene compounds/chemistry	programmed cell death 1 receptor/metabolism	1.37805787725487e-06	6.67173262777816e-06	0.037037037037037	0.491090027111315	1	0	[34985903]
benzylidene compounds/pharmacology	cell line tumor/transplantation	0.0001430031506204	0.0004284185297513	0.074074074074074	0.491090027111315	1	0	[34593794]
benzylidene compounds/pharmacology	drug resistance neoplasm/drug effects	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[34593794]
benzylidene compounds/pharmacology	exosomes/drug effects	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[34593794]
benzylidene compounds/pharmacology	hyaluronic acid/chemistry	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[34593794]
benzylidene compounds/pharmacology	immune checkpoint inhibitors/pharmacology	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[34593794]
benzylidene compounds/pharmacology	immunologic memory	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[34593794]
benzylidene compounds/pharmacology	skin neoplasms/drug therapy	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[34593794]
benzylidene compounds/pharmacology	t-lymphocytes cytotoxic/drug effects	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[34593794]
benzylidene compounds/pharmacology	tumor escape/drug effects	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[34593794]
benzylidene compounds/pharmacology	tumor microenvironment/drug effects	0.0056610184889931	0.008358574270831	0.117647058823529	0.5011717509037	1	1	[34593794]
biological products/chemistry	dichloroacetic acid/chemistry	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[31509699]
biological products/chemistry	drug synergism	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[31509699]
biological products/chemistry	energy metabolism/drug effects	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[31509699]
biological products/chemistry	macrophages/cytology	3.98433250663466e-05	0.000130412689269	0.074074074074074	0.491090027111315	1	0	[31509699]
biological products/chemistry	mitochondria/drug effects	0.0028851458065133	0.0060410995226632	0.074074074074074	0.491090027111315	1	0	[31509699]
biological products/chemistry	neoplasms/drug therapy	5.6844185756133e-05	0.0001786003669477	0.074074074074074	0.491090027111315	1	0	[31509699]
biological products/chemistry	protein kinase inhibitors/chemistry	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[31509699]
biological products/chemistry	pyruvate dehydrogenase acetyl-transferring kinase/antagonists &amp; inhibitors	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[31509699]
biological products/chemistry	saponins/chemistry	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[31509699]
biomarkers tumor	carcinoma pancreatic ductal/metabolism	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
biomarkers tumor	cell transformation neoplastic/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
biomarkers tumor	diet	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
biomarkers tumor	dna	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
biomarkers tumor	macrophages	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
biomarkers tumor	membrane proteins/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
biomarkers tumor	pancreas/metabolism	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
biomarkers tumor	pancreatitis/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
biomarkers tumor	phospholipid hydroperoxide glutathione peroxidase/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
biomarkers tumor	proto-oncogene proteins p21(ras)/metabolism	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
biomarkers tumor	quinoxalines/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
biomarkers tumor	spiro compounds/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
biomarkers tumor	tumor microenvironment	0.0015625643362536	0.0033615998331867	0.074074074074074	0.491090027111315	1	0	[33311482]
biopterins/analogs &amp; derivatives	carbolines/pharmacology	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0	[32778843]
biopterins/analogs &amp; derivatives	cell proliferation/drug effects	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[32778843]
biopterins/analogs &amp; derivatives	cystine/antagonists &amp; inhibitors	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[32778843]
biopterins/analogs &amp; derivatives	dose-response relationship drug	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0	[32778843]
biopterins/analogs &amp; derivatives	folic acid antagonists/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[32778843]
biopterins/analogs &amp; derivatives	gene expression regulation neoplastic	0.000860920973641	0.0020021417991653	0.074074074074074	0.491090027111315	1	0	[32778843]
biopterins/analogs &amp; derivatives	jurkat cells	0.0012969225227602	0.0028666732591499	0.074074074074074	0.491090027111315	1	0	[32778843]
biopterins/analogs &amp; derivatives	methotrexate/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[32778843]
biopterins/analogs &amp; derivatives	oxidative stress	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0	[32778843]
biopterins/analogs &amp; derivatives	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[32778843]
biopterins/analogs &amp; derivatives	piperazines/pharmacology	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0	[32778843]
biopterins/analogs &amp; derivatives	reactive oxygen species/metabolism	0.0047751294388702	0.0071792222967029	0.102941176470588	0.5011717509037	1	1	[32778843]
biopterins/analogs &amp; derivatives	tetrahydrofolate dehydrogenase/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[32778843]
biopterins/analogs &amp; derivatives	vitamin e/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[32778843]
bone marrow/drug effects	cytokines/metabolism	4.98566787854315e-09	4.50418593388634e-08	0.074074074074074	0.491090027111315	1	0	[32134361]
bone marrow/drug effects	drug interactions	0	0	0.037037037037037	0.491090027111315	1	0	[32134361]
bone marrow/drug effects	ileum/drug effects	0	0	0.037037037037037	0.491090027111315	1	0	[32134361]
bone marrow/drug effects	necroptosis/drug effects	0	0	0.037037037037037	0.491090027111315	1	0	[32134361]
bone marrow/drug effects	radiation-protective agents/pharmacology	0	0	0.037037037037037	0.491090027111315	1	0	[32134361]
bone marrow/drug effects	small molecule libraries/pharmacology	0	0	0.037037037037037	0.491090027111315	1	0	[32134361]
brain neoplasms/genetics	cation transport proteins/genetics	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
brain neoplasms/genetics	gene expression regulation neoplastic	1.62808224802857e-05	6.33368658790105e-05	0.074074074074074	0.491090027111315	1	0	[34062295]
brain neoplasms/genetics	glioblastoma/genetics	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
brain neoplasms/genetics	heat-shock proteins/genetics	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
brain neoplasms/genetics	hyaluronan receptors/genetics	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
brain neoplasms/genetics	t-lymphocytes cytotoxic/immunology	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
calgranulin a/metabolism	colon/metabolism	8.3473228329467e-12	3.63900624961855e-11	0.0147058823529411	0.5011717509037	1	1	[30755716]
calgranulin a/metabolism	glycyrrhizic acid/pharmacology	8.3473228329467e-12	3.63900624961855e-11	0.0147058823529411	0.5011717509037	1	1	[30755716]
calgranulin a/metabolism	macrophages/drug effects	0.0026427423852313	0.0041792883219225	0.0735294117647058	0.5011717509037	1	1	[30755716]
calgranulin a/metabolism	phenotype	4.12690011752925e-06	9.71665346331543e-06	0.0294117647058823	0.5011717509037	1	1	[30755716]
calreticulin/metabolism	ferric compounds/chemistry	1.90229000622821e-05	6.33368658790105e-05	0.111111111111111	0.491090027111315	1	0	[32686685]
calreticulin/metabolism	neoplasms/diagnostic imaging	0	0	0.037037037037037	0.491090027111315	1	0	[32686685]
calreticulin/metabolism	oxidative stress	7.083931083951e-07	3.69485614090969e-06	0.074074074074074	0.491090027111315	1	0	[32686685]
calreticulin/metabolism	t-lymphocytes cytotoxic/metabolism	0	0	0.037037037037037	0.491090027111315	1	0	[32686685]
cancer-associated fibroblasts/pathology	cytokines/metabolism	0.0058604211555792	0.0086263377330122	0.147058823529412	0.5011717509037	1	1	[38301989]
cancer-associated fibroblasts/pathology	metabolic reprogramming	0	0	0.0147058823529411	0.5011717509037	1	1	[38301989]
carbolines/pharmacology	cell proliferation/drug effects	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0	[32778843]
carbolines/pharmacology	cell survival/drug effects	0.0035798874138834	0.0054954767874054	0.0869183494293239	0.5011717509037	1	1	[34717678]
carbolines/pharmacology	cystine/antagonists &amp; inhibitors	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0	[32778843]
carbolines/pharmacology	dose-response relationship drug	6.63710797654815e-07	3.54468013480472e-06	0.0028490028490028	0.178864212567384	2	0	[32778843,34717678]
carbolines/pharmacology	folic acid antagonists/pharmacology	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0	[32778843]
carbolines/pharmacology	gene expression	5.14974610709151e-05	0.0001657520944568	0.074074074074074	0.491090027111315	1	0	[34717678]
carbolines/pharmacology	gene expression regulation neoplastic	0.0062713289823422	0.009135490816351	0.142669007901668	0.5011717509037	1	1	[32778843]
carbolines/pharmacology	inflammation mediators/antagonists &amp; inhibitors	5.14974610709151e-05	0.0001657520944568	0.074074074074074	0.491090027111315	1	0	[34717678]
carbolines/pharmacology	jurkat cells	6.85857748674579e-05	0.0001406852456997	0.0583845478489903	0.5011717509037	1	1	[32778843]
carbolines/pharmacology	lipopolysaccharides/toxicity	5.14974610709151e-05	0.0001657520944568	0.074074074074074	0.491090027111315	1	0	[34717678]
carbolines/pharmacology	methotrexate/pharmacology	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0	[32778843]
carbolines/pharmacology	microglia/drug effects	5.14974610709151e-05	0.0001657520944568	0.074074074074074	0.491090027111315	1	0	[34717678]
carbolines/pharmacology	nf-e2-related factor 2/biosynthesis	5.14974610709151e-05	0.0001657520944568	0.074074074074074	0.491090027111315	1	0	[34717678]
carbolines/pharmacology	oxidative stress	1.89453191614675e-05	4.17659496863234e-05	0.0583845478489903	0.5011717509037	1	1	[32778843]
carbolines/pharmacology	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0	[32778843]
carbolines/pharmacology	piperazines/pharmacology	1.89453191614675e-05	4.17659496863234e-05	0.0583845478489903	0.5011717509037	1	1	[32778843]
carbolines/pharmacology	raw 264.7 cells	5.14974610709151e-05	0.0001657520944568	0.074074074074074	0.491090027111315	1	0	[34717678]
carbolines/pharmacology	tetrahydrofolate dehydrogenase/genetics	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0	[32778843]
carbolines/pharmacology	vitamin e/pharmacology	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0	[32778843]
carcinoma pancreatic ductal/metabolism	cell transformation neoplastic/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
carcinoma pancreatic ductal/metabolism	diet	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
carcinoma pancreatic ductal/metabolism	dna	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
carcinoma pancreatic ductal/metabolism	macrophages	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
carcinoma pancreatic ductal/metabolism	membrane proteins/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
carcinoma pancreatic ductal/metabolism	pancreas/metabolism	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
carcinoma pancreatic ductal/metabolism	pancreatitis/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
carcinoma pancreatic ductal/metabolism	phospholipid hydroperoxide glutathione peroxidase/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
carcinoma pancreatic ductal/metabolism	proto-oncogene proteins p21(ras)/metabolism	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
carcinoma pancreatic ductal/metabolism	quinoxalines/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
carcinoma pancreatic ductal/metabolism	spiro compounds/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0	[33311482]
carcinoma pancreatic ductal/metabolism	tumor microenvironment	0.0015625643362536	0.0033615998331867	0.074074074074074	0.491090027111315	1	0	[33311482]
cation transport proteins/genetics	gene expression regulation neoplastic	1.62808224802857e-05	6.33368658790105e-05	0.074074074074074	0.491090027111315	1	0	[34062295]
cation transport proteins/genetics	glioblastoma/genetics	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
cation transport proteins/genetics	heat-shock proteins/genetics	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
cation transport proteins/genetics	hyaluronan receptors/genetics	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
cation transport proteins/genetics	t-lymphocytes cytotoxic/immunology	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
cd36 antigens/antagonists &amp; inhibitors	cd8-positive t-lymphocytes/cytology	0.0001868757657405	0.0005524360047374	0.074074074074074	0.491090027111315	1	0	[33691090]
cd36 antigens/antagonists &amp; inhibitors	cytokines/metabolism	1.13608141667498e-05	4.7336725694791e-05	0.074074074074074	0.491090027111315	1	0	[33691090]
cd36 antigens/antagonists &amp; inhibitors	fatty acids/metabolism	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[33691090]
cd36 antigens/antagonists &amp; inhibitors	multiple myeloma/drug therapy	3.10419946414342e-08	1.77908664941026e-07	0.037037037037037	0.491090027111315	1	0	[33691090]
cd36 antigens/antagonists &amp; inhibitors	reactive oxygen species/metabolism	0.0012446795696657	0.0020789136508493	0.102941176470588	0.5011717509037	1	1	[33691090]
cd36 antigens/antagonists &amp; inhibitors	tumor microenvironment	0.0003039350520657	0.0008666781229012	0.074074074074074	0.491090027111315	1	0	[33691090]
cd36 antigens/metabolism	endometrial neoplasms/immunology	0.0001602058550113	0.0003067580451151	0.102941176470588	0.5011717509037	1	1	[39166450]
cd36 antigens/metabolism	heme/metabolism	0.0001602058550113	0.0003067580451151	0.102941176470588	0.5011717509037	1	1	[39166450]
cd36 antigens/metabolism	interferon type i/metabolism	3.92074621036187e-06	9.34485802782292e-06	0.0092186128182616	0.186828306325089	2	1	[39166450,39546763]
cd36 antigens/metabolism	phagocytosis	0.0001602058550113	0.0003067580451151	0.102941176470588	0.5011717509037	1	1	[39166450]
cd36 antigens/metabolism	toll-like receptor 4/metabolism	0.0015713298753543	0.0025664815899418	0.0262590789368664	0.186828306325089	2	1	[39166450,31257391]
cd8-positive t-lymphocytes/cytology	cytokines/metabolism	0.0032746267628741	0.0068319551167878	0.145299145299145	0.491090027111315	1	0	[33691090]
cd8-positive t-lymphocytes/cytology	exosomes/metabolism	0.0004953033165658	0.0012925943513292	0.074074074074074	0.491090027111315	1	0	[34985903]
cd8-positive t-lymphocytes/cytology	fatty acids/metabolism	0.0001868757657405	0.0005524360047374	0.074074074074074	0.491090027111315	1	0	[33691090]
cd8-positive t-lymphocytes/cytology	ferric compounds/chemistry	0.0002311983189888	0.000429163002381	0.0869183494293239	0.5011717509037	1	1	[34985903]
cd8-positive t-lymphocytes/cytology	immunogenic cell death/drug effects	0.0004953033165658	0.0012925943513292	0.074074074074074	0.491090027111315	1	0	[34985903]
cd8-positive t-lymphocytes/cytology	interferon-gamma/metabolism	0.0004953033165658	0.0012925943513292	0.074074074074074	0.491090027111315	1	0	[34985903]
cd8-positive t-lymphocytes/cytology	metal-organic frameworks/chemistry	0.0004953033165658	0.0012925943513292	0.074074074074074	0.491090027111315	1	0	[34985903]
cd8-positive t-lymphocytes/cytology	multiple myeloma/drug therapy	0.0001868757657405	0.0005524360047374	0.074074074074074	0.491090027111315	1	0	[33691090]
cd8-positive t-lymphocytes/cytology	phenol/chemistry	0.0004953033165658	0.0012925943513292	0.074074074074074	0.491090027111315	1	0	[34985903]
cd8-positive t-lymphocytes/cytology	programmed cell death 1 receptor/metabolism	0.0004953033165658	0.0012925943513292	0.074074074074074	0.491090027111315	1	0	[34985903]
cd8-positive t-lymphocytes/drug effects	endoplasmic reticulum/drug effects	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[33277233]
cd8-positive t-lymphocytes/drug effects	neoplasms/drug therapy	1.29861397354381e-05	5.27448252559809e-05	0.074074074074074	0.491090027111315	1	0	[33277233]
cd8-positive t-lymphocytes/immunology	cysteine/metabolism	0.0001862810580269	0.0003543196239064	0.0588235294117647	0.5011717509037	1	1	[31043744]
cd8-positive t-lymphocytes/immunology	fusion regulatory protein 1 heavy chain/metabolism	0.0001862810580269	0.0003543196239064	0.0588235294117647	0.5011717509037	1	1	[31043744]
cd8-positive t-lymphocytes/immunology	gene expression regulation neoplastic/drug effects	0.0042660683096238	0.0086454214520678	0.111111111111111	0.491090027111315	1	0	[31554642]
cd8-positive t-lymphocytes/immunology	interferon-gamma/immunology	0.0001862810580269	0.0003543196239064	0.0588235294117647	0.5011717509037	1	1	[31043744]
cd8-positive t-lymphocytes/immunology	lipid metabolism/drug effects	0.0042660683096238	0.0086454214520678	0.111111111111111	0.491090027111315	1	0	[31554642]
cd8-positive t-lymphocytes/immunology	melanoma/genetics	0.0001862810580269	0.0003543196239064	0.0588235294117647	0.5011717509037	1	1	[31043744]
