c1	c2	weight	query
2	3	7.98915751748669	glutathione/metabolism_GPX4_iron/metabolism_precursor cell lymphoblastic leukemia-lymphoma/metabolism
2	4	9.75897710042265	glutathione/metabolism_GPX4_iron/metabolism_ROS1
2	4	8.85795581957825	glutathione/metabolism_GPX4_phospholipid hydroperoxide glutathione peroxidase/metabolism_ROS1
2	7	7.29916381620725	glutathione/metabolism_GPX4_iron/metabolism_oxidative stress/drug effects
2	7	6.39814253536286	glutathione/metabolism_GPX4_oxidative stress/drug effects_phospholipid hydroperoxide glutathione peroxidase/metabolism
3	4	8.47848782289276	cd8-positive t-lymphocytes/immunology_CD8A_S100A4_SLC9A1
3	4	8.47175444023379	cd8-positive t-lymphocytes/immunology_CD8A_endoplasmic reticulum/drug effects_SLC9A1
3	6	6.74363732590432	ACSL4_AIFM2_ATL1_neoplasms/drug therapy
3	6	6.73690394324535	ACSL4_AIFM2_endoplasmic reticulum/drug effects_neoplasms/drug therapy
3	7	3.97603124940263	asparaginase_ASPG_CCK_NFE2L2
3	8	5.13662163135157	antibodies monoclonal humanized/pharmacology_PDCD1_reactive oxygen species/metabolism_RPL17
3	8	4.98895900840103	antibodies monoclonal humanized/pharmacology_cd36 antigens/antagonists &amp; inhibitors_fatty acids/metabolism_reactive oxygen species/metabolism
3	9	5.57407744834739	antineoplastic agents/pharmacology_ATG5_basic-leucine zipper transcription factors/analysis_reactive oxygen species/metabolism
3	9	5.30691521005356	antineoplastic agents/pharmacology_basic-leucine zipper transcription factors/analysis_drug resistance neoplasm_reactive oxygen species/metabolism
4	6	6.56436941260706	anti-inflammatory agents/pharmacology_calgranulin a/metabolism_colon/metabolism_macrophages/drug effects
4	6	5.79058180051274	anti-inflammatory agents/pharmacology_calgranulin a/metabolism_macrophages/drug effects_phenotype
4	7	6.65894577784525	amino acid transport system y+/genetics_cd8-positive t-lymphocytes/immunology_CD8A_cell survival/drug effects
4	7	6.53859235091597	amino acid transport system y+/genetics_antineoplastic agents immunological/administration &amp; dosage_ATM_cell survival/drug effects
4	8	19.5032464056751	CD8A_PDCD1_RPL17_RPL17-C18orf32
4	8	14.2697698230251	cd8-positive t-lymphocytes/immunology_CD8A_PDCD1_RPL17
4	9	5.80235851157292	b7-h1 antigen/antagonists &amp; inhibitors_cysteine/metabolism_fusion regulatory protein 1 heavy chain/metabolism_interferon-gamma/immunology
4	9	5.64873499929231	amino acid transport system y+/metabolism_b7-h1 antigen/antagonists &amp; inhibitors_SLC7A11_SLC9A1
5	8	14.1594380782317	CD36_cd36 antigens/antagonists &amp; inhibitors_cd36 antigens/metabolism_interferon type i/metabolism
5	8	13.7631923901568	CD36_cd36 antigens/metabolism_cd8-positive t-lymphocytes/cytology_interferon type i/metabolism
6	7	5.12522926041805	antineoplastic agents/chemistry_biological products/chemistry_dichloroacetic acid/chemistry_mitochondria/drug effects
6	7	4.76994555396382	antineoplastic agents/chemistry_biological products/chemistry_macrophages/cytology_mitochondria/drug effects
6	8	8.18010315186987	bone marrow/drug effects_cytokines/metabolism_drug interactions_ileum/drug effects
6	8	7.06690468138377	bone marrow/drug effects_cytokines/metabolism_drug interactions_phenotype
6	9	9.29691849382118	anti-inflammatory agents/pharmacology_CHRM1_MRLN_tumor microenvironment/drug effects
6	9	9.26548492523114	adjuvants immunologic/chemistry_CHRM1_MRLN_tumor microenvironment/drug effects
8	9	6.99692322372344	cancer-associated fibroblasts/pathology_FAM126A_FAP_IL6
8	9	6.02249895114979	cancer-associated fibroblasts/pathology_IL6_PDCD1_RPL17
