kw1	kw2	pg	iteration	R1C1	inv_edge_weight	crit_p	edge_weight
iron	ferric compounds	7.90928279311709e-05	0	1	0.6431935215825413	0.0001613308290115	0.0669274228596264
iron	hemorrhage	0.0	0	1	0.6431935215825413	0.0	0.0338983050847457
iron	oxygen	0.0003328270951356	0	1	0.6431935215825413	0.0006164448630162	0.0991023393127429
iron	ferroptosis	9.9151873118819e-05	0	4	0.0434987478385336	0.0002000691833159	0.0145859273752955
iron	hypoxia/drug therapy	0.0009389048097199	0	1	0.6431935215825413	0.0016398864293065	0.0991023393127429
iron	stroke/prevention & control	0.0	0	1	0.6431935215825413	0.0	0.0338983050847457
iron	hemin	2.786690866951602e-07	0	1	0.6431935215825413	7.200182711906234e-07	0.0338983050847457
iron	ferritins	2.701172618913006e-13	0	1	0.6431935215825413	1.2841769923866417e-12	0.0338983050847457
iron	photosensitizing agents/therapeutic use	0.0014262093564235	0	1	0.6431935215825413	0.0024114913927314	0.1304379101192554
iron	CD274	0.0062849942792518	0	1	0.6431935215825413	0.0096068937022567	0.1304379101192554
iron	HIF1A	2.786690866951602e-07	0	1	0.6431935215825413	7.200182711906234e-07	0.0338983050847457
iron	IDO1	2.786690866951602e-07	0	1	0.6431935215825413	7.200182711906234e-07	0.0338983050847457
iron	NCL	2.786690866951602e-07	0	1	0.6431935215825413	7.200182711906234e-07	0.0338983050847457
iron	NOC2L	2.786690866951602e-07	0	1	0.6431935215825413	7.200182711906234e-07	0.0338983050847457
iron	catalase	2.786690866951602e-07	0	1	0.6431935215825413	7.200182711906234e-07	0.0338983050847457
iron	hypoxia-inducible factor 1 alpha subunit	2.786690866951602e-07	0	1	0.6431935215825413	7.200182711906234e-07	0.0338983050847457
iron	chlorophyll	2.786690866951602e-07	0	1	0.6431935215825413	7.200182711906234e-07	0.0338983050847457
iron	urinary bladder neoplasms/drug therapy	2.786690866951602e-07	0	1	0.6431935215825413	7.200182711906234e-07	0.0338983050847457
bone neoplasms/drug therapy	photosensitizing agents/pharmacology	0.0001097950475641	0	1	0.6431935215825413	0.0002188266939795	0.1186440677966107
bone neoplasms/drug therapy	osteosarcoma/drug therapy	0.0	0	1	0.6431935215825413	0.0	0.0084745762711864
ferric compounds	tumor microenvironment	6.700055926733839e-07	0	2	0.3223370757289844	1.6786309784562467e-06	0.0112994350282485
ferric compounds	cd8-positive t-lymphocytes/metabolism	1.683175820943461e-11	0	1	0.6431935215825413	6.818051351169979e-11	0.0169491525423728
ferric compounds	urinary bladder neoplasms/drug therapy	1.683175820943461e-11	0	1	0.6431935215825413	6.818051351169979e-11	0.0169491525423728
ferric compounds	chlorophyll	1.683175820943461e-11	0	1	0.6431935215825413	6.818051351169979e-11	0.0169491525423728
ferric compounds	tissue distribution	2.5289116018401003e-05	0	1	0.6431935215825413	5.414493073711252e-05	0.0669274228596261
ferric compounds	neoplasms/diagnostic imaging	8.665466092794283e-06	0	1	0.6431935215825413	1.940570600651955e-05	0.0669274228596261
ferric compounds	photosensitizing agents/pharmacology	1.0978322877441826e-05	0	2	0.3223370757289844	2.431698517353365e-05	0.0131826741996232
ferric compounds	CD274	0.0002880744925515	0	1	0.6431935215825413	0.000541375627537	0.0669274228596261
ferric compounds	IDO1	1.683175820943461e-11	0	1	0.6431935215825413	6.818051351169979e-11	0.0169491525423728
ferric compounds	NOC2L	1.683175820943461e-11	0	1	0.6431935215825413	6.818051351169979e-11	0.0169491525423728
ferric compounds	SDHD	1.1102230246251563e-16	0	1	0.6431935215825413	8.259720303814333e-16	0.0169491525423728
tissue distribution	iron/metabolism	0.0014410068847887	0	2	0.3223370757289844	0.002435666510432	0.0685775756189703
tissue distribution	tumor microenvironment	7.525371253136459e-05	0	2	0.3223370757289844	0.0001536929342687	0.0595041462319685
tissue distribution	neoplasm metastasis	1.683175820943461e-11	0	1	0.6431935215825413	6.818051351169979e-11	0.0338983050847457
tissue distribution	cell proliferation	0.0005216203689482	0	1	0.6431935215825413	0.0009466875448359	0.0669274228596261
tissue distribution	doxorubicin	0.0	0	1	0.6431935215825413	0.0	0.0338983050847457
tissue distribution	oxides	0.0	0	1	0.6431935215825413	0.0	0.0338983050847457
tissue distribution	homeostasis	1.8651746813702633e-14	0	2	0.3223370757289844	1.2467758878350196e-13	0.0025775899533935
tissue distribution	ferroptosis/physiology	8.956939430038169e-05	0	1	0.6431935215825413	0.0001817117645402	0.0991023393127427
tissue distribution	neoplasms/diagnostic imaging	0.0003154877109791	0	1	0.6431935215825413	0.0005892570393258	0.1304379101192554
tissue distribution	covid-19/metabolism	2.287315892246511e-10	0	1	0.6431935215825413	8.330411317576418e-10	0.0338983050847457
tissue distribution	mitochondria/metabolism	1.683175820943461e-11	0	1	0.6431935215825413	6.818051351169979e-11	0.0338983050847457
tissue distribution	ceruloplasmin/metabolism	2.287315892246511e-10	0	1	0.6431935215825413	8.330411317576418e-10	0.0338983050847457
tissue distribution	ferroptosis	0.0021973803786964	0	3	0.1299847034619319	0.0036138489994558	0.1282813612750346
tissue distribution	inflammation/metabolism	2.287315892246511e-10	0	1	0.6431935215825413	8.330411317576418e-10	0.0338983050847457
tissue distribution	ferritins/chemistry	2.287315892246511e-10	0	1	0.6431935215825413	8.330411317576418e-10	0.0338983050847457
tissue distribution	neoplastic stem cells/metabolism	1.683175820943461e-11	0	1	0.6431935215825413	6.818051351169979e-11	0.0338983050847457
tissue distribution	neoplasms/diagnosis	2.287315892246511e-10	0	1	0.6431935215825413	8.330411317576418e-10	0.0338983050847457
tissue distribution	SDHD	1.683175820943461e-11	0	1	0.6431935215825413	6.818051351169979e-11	0.0338983050847457
tissue distribution	biomarkers/chemistry	2.287315892246511e-10	0	1	0.6431935215825413	8.330411317576418e-10	0.0338983050847457
tissue distribution	manganese compounds	0.0	0	1	0.6431935215825413	0.0	0.0338983050847457
neoplasms/diagnostic imaging	doxorubicin/administration & dosage	9.192074035269117e-08	0	1	0.6431935215825413	2.4816053614330416e-07	0.0669274228596261
neoplasms/diagnostic imaging	porphyrins/therapeutic use	0.0	0	1	0.6431935215825413	0.0	0.0338983050847457
neoplasms/diagnostic imaging	calreticulin/metabolism	1.2460033005368132e-12	0	1	0.6431935215825413	5.627223432359491e-12	0.0338983050847457
neoplasms/diagnostic imaging	iron compounds/administration & dosage	2.220446049250313e-16	0	1	0.6431935215825413	1.6369491071099513e-15	0.0338983050847457
neoplasms/diagnostic imaging	ascorbic acid/pharmacology	1.2460033005368132e-12	0	1	0.6431935215825413	5.627223432359491e-12	0.0338983050847457
neoplasms/diagnostic imaging	antibiotics antineoplastic/administration & dosage	2.220446049250313e-16	0	1	0.6431935215825413	1.6369491071099513e-15	0.0338983050847457
neoplasms/diagnostic imaging	ferric compounds/chemistry	8.665466092794283e-06	0	1	0.6431935215825413	1.940570600651955e-05	0.0669274228596261
neoplasms/diagnostic imaging	iron/therapeutic use	0.0	0	1	0.6431935215825413	0.0	0.0338983050847457
neoplasms/diagnostic imaging	photosensitizing agents/pharmacology	0.0002127682617329	0	2	0.3223370757289844	0.0004145620709415	0.0685775756189704
neoplasms/diagnostic imaging	t-lymphocytes cytotoxic/metabolism	1.2460033005368132e-12	0	1	0.6431935215825413	5.627223432359491e-12	0.0338983050847457
neoplasms/diagnostic imaging	carbon monoxide/administration & dosage	2.220446049250313e-16	0	1	0.6431935215825413	1.6369491071099513e-15	0.0338983050847457
neoplasms/diagnostic imaging	CALR	1.2460033005368132e-12	0	1	0.6431935215825413	5.627223432359491e-12	0.0338983050847457
neoplasms/diagnostic imaging	SDHD	1.2460033005368132e-12	0	1	0.6431935215825413	5.627223432359491e-12	0.0338983050847457
photosensitizing agents/pharmacology	neoplasms/drug therapy	0.004767357373147	0	4	0.0434987478385336	0.0073656729484291	0.1908426908294623
photosensitizing agents/pharmacology	tumor microenvironment	7.784175383607206e-05	0	4	0.0434987478385336	0.0001589119675086	0.047942214497929
photosensitizing agents/pharmacology	ferroptosis	2.828248746311601e-09	0	11	5.495235028225341e-07	9.564230493252207e-09	0.0006409815067119
photosensitizing agents/pharmacology	cell line tumor/drug effects	0.000309857999695	0	1	0.6431935215825413	0.0005791860500629	0.1186440677966107
photosensitizing agents/pharmacology	porphyrins/therapeutic use	4.136361622331108e-06	0	1	0.6431935215825413	9.539275998873398e-06	0.1186440677966107
photosensitizing agents/pharmacology	nih 3t3 cells	0.000309857999695	0	1	0.6431935215825413	0.0005791860500629	0.1186440677966107
photosensitizing agents/pharmacology	keloid/drug therapy	0.0001097950475641	0	1	0.6431935215825413	0.0002188266939795	0.1186440677966107
photosensitizing agents/pharmacology	cd8-positive t-lymphocytes/metabolism	0.0036351049700664	0	1	0.6431935215825413	0.0057699890941804	0.1186440677966107
photosensitizing agents/pharmacology	gallic acid/chemistry	0.0036351049700664	0	1	0.6431935215825413	0.0057699890941804	0.1186440677966107
photosensitizing agents/pharmacology	zeolites/chemistry	0.0036351049700664	0	1	0.6431935215825413	0.0057699890941804	0.1186440677966107
photosensitizing agents/pharmacology	urinary bladder neoplasms/drug therapy	0.0036351049700664	0	1	0.6431935215825413	0.0057699890941804	0.1186440677966107
photosensitizing agents/pharmacology	chlorophyll	0.0036351049700664	0	1	0.6431935215825413	0.0057699890941804	0.1186440677966107
photosensitizing agents/pharmacology	mitochondria	0.0013457411628009	0	1	0.6431935215825413	0.0022770127383086	0.2241054613935961
photosensitizing agents/pharmacology	glutathione	2.3513080371628803e-11	0	3	0.1299847034619319	9.469358731483235e-11	0.0050635699099602
photosensitizing agents/pharmacology	glypicans/therapeutic use	0.0001097950475641	0	1	0.6431935215825413	0.0002188266939795	0.1186440677966107
photosensitizing agents/pharmacology	lung neoplasms/drug therapy	0.000309857999695	0	1	0.6431935215825413	0.0005791860500629	0.1186440677966107
photosensitizing agents/pharmacology	chlorophyllides/pharmacology	0.000309857999695	0	1	0.6431935215825413	0.0005791860500629	0.1186440677966107
photosensitizing agents/pharmacology	tumor hypoxia/drug effects	0.0036351049700664	0	1	0.6431935215825413	0.0057699890941804	0.1186440677966107
photosensitizing agents/pharmacology	coordination complexes/pharmacology	2.7828753947689577e-05	0	1	0.6431935215825413	5.914065328700013e-05	0.1186440677966107
photosensitizing agents/pharmacology	immunogenic cell death	2.426232326158129e-07	0	1	0.6431935215825413	6.404675040828039e-07	0.1186440677966107
photosensitizing agents/pharmacology	azo compounds/chemistry	0.0036351049700664	0	1	0.6431935215825413	0.0057699890941804	0.1186440677966107
photosensitizing agents/pharmacology	iron/therapeutic use	4.136361622331108e-06	0	1	0.6431935215825413	9.539275998873398e-06	0.1186440677966107
photosensitizing agents/pharmacology	glucose oxidase/chemistry	0.0036351049700664	0	1	0.6431935215825413	0.0057699890941804	0.1186440677966107
photosensitizing agents/pharmacology	chlorophyllides/metabolism	0.000309857999695	0	1	0.6431935215825413	0.0005791860500629	0.1186440677966107
photosensitizing agents/pharmacology	aminolevulinic acid/pharmacology	0.0001097950475641	0	1	0.6431935215825413	0.0002188266939795	0.11864406779661
photosensitizing agents/pharmacology	porphyrins	0.000309857999695	0	1	0.6431935215825413	0.0005791860500629	0.11864406779661
photosensitizing agents/pharmacology	iridium/pharmacology	2.7828753947689577e-05	0	1	0.6431935215825413	5.914065328700013e-05	0.11864406779661
photosensitizing agents/pharmacology	hypoxia/drug therapy	0.0002885715331087	0	2	0.3223370757289844	0.0005421006479719	0.0368205727644652
photosensitizing agents/pharmacology	hypoxia	2.7828753947689577e-05	0	1	0.6431935215825413	5.914065328700013e-05	0.11864406779661
photosensitizing agents/pharmacology	carcinoma hepatocellular/diagnostic imaging	0.0001097950475641	0	1	0.6431935215825413	0.0002188266939795	0.11864406779661
photosensitizing agents/pharmacology	lipid peroxides	0.0001097950475641	0	1	0.6431935215825413	0.0002188266939795	0.11864406779661
photosensitizing agents/pharmacology	fibroblasts	0.0001097950475641	0	1	0.6431935215825413	0.0002188266939795	0.11864406779661
photosensitizing agents/pharmacology	osteosarcoma/drug therapy	0.0001097950475641	0	1	0.6431935215825413	0.0002188266939795	0.11864406779661
photosensitizing agents/pharmacology	oxygen/pharmacology	0.000309857999695	0	1	0.6431935215825413	0.0005791860500629	0.11864406779661
photosensitizing agents/pharmacology	IDO1	0.0036351049700664	0	1	0.6431935215825413	0.0057699890941804	0.11864406779661
photosensitizing agents/pharmacology	NOC2L	0.0036351049700664	0	1	0.6431935215825413	0.0057699890941804	0.11864406779661
photosensitizing agents/pharmacology	SDHD	0.000309857999695	0	1	0.6431935215825413	0.0005791860500629	0.11864406779661
ferroptosis	neoplasms/drug therapy	0.0001539992774125	0	9	2.3071580053367016e-05	0.0003021088884184	0.2372512553332346
ferroptosis	colitis/drug therapy	3.061511622437507e-06	0	1	0.6431935215825413	7.165584119182504e-06	0.3559322033898315
ferroptosis	gastritis	3.061511622437507e-06	0	1	0.6431935215825413	7.165584119182504e-06	0.3559322033898315
ferroptosis	tumor microenvironment	1.6986412276764895e-14	0	12	7.518963968454966e-08	1.1370163052840017e-13	1.2447591916269312e-05
ferroptosis	breast neoplasms/pathology	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898315
ferroptosis	porphyrins/therapeutic use	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898315
ferroptosis	cerebral hemorrhage	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898315
ferroptosis	photosensitizing agents	0.0001991486075938	0	2	0.3223370757289844	0.0003889583826873	0.1247283789656664
ferroptosis	doxorubicin	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898315
ferroptosis	mitochondria	8.45202817866264e-05	0	2	0.3223370757289844	0.0001721133861873	0.1247283789656664
ferroptosis	oxides	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898315
ferroptosis	glutathione	5.2063188760165247e-08	0	4	0.0434987478385336	1.4341657367342296e-07	0.0145859273752955
ferroptosis	hemin/pharmacology	0.0012673000382422	0	2	0.3223370757289844	0.0021683824039166	0.1247283789656664
ferroptosis	phospholipid hydroperoxide glutathione peroxidase	0.0011510004700587	0	1	0.6431935215825413	0.0019756341284242	0.3559322033898315
ferroptosis	neoplastic stem cells/pathology	0.0001554587450249	0	1	0.6431935215825413	0.0003044816979528	0.3559322033898315
ferroptosis	doxorubicin/pharmacology	0.0001554587450249	0	1	0.6431935215825413	0.0003044816979528	0.3559322033898315
ferroptosis	curcumin/pharmacology	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898315
ferroptosis	adenosine triphosphate	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898315
ferroptosis	manganese compounds	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898315
ferroptosis	immunogenic cell death	0.0011510004700587	0	1	0.6431935215825413	0.0019756341284242	0.3559322033898315
ferroptosis	lipid peroxides/therapeutic use	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898315
ferroptosis	deferoxamine	0.0011510004700587	0	1	0.6431935215825413	0.0019756341284242	0.3559322033898315
ferroptosis	singlet oxygen	0.0011510004700587	0	1	0.6431935215825413	0.0019756341284242	0.3559322033898315
ferroptosis	iron/therapeutic use	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898315
ferroptosis	carbonic anhydrase ix/metabolism	0.0001554587450249	0	1	0.6431935215825413	0.0003044816979528	0.3559322033898315
ferroptosis	oxygen	0.000379286112256	0	3	0.1299847034619319	0.0006982475349541	0.0430097858502306
ferroptosis	neoplasms	0.0011510004700587	0	1	0.6431935215825413	0.0019756341284242	0.3559322033898315
ferroptosis	erythrocytes	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898303
ferroptosis	autophagy	0.000407971358342	0	2	0.3223370757289844	0.0007493571161706	0.2881655651965419
ferroptosis	stroke/prevention & control	0.0011510004700587	0	1	0.6431935215825413	0.0019756341284242	0.3559322033898303
ferroptosis	biomarkers tumor/metabolism	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898303
ferroptosis	pharmaceutical preparations	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898303
ferroptosis	photosensitizing agents/therapeutic use	0.0021973803786964	0	3	0.1299847034619319	0.0036138489994558	0.1282813612750339
ferroptosis	HDAC1	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898303
ferroptosis	KEAP1	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898303
ferroptosis	MCU	0.0011510004700587	0	1	0.6431935215825413	0.0019756341284242	0.3559322033898303
ferroptosis	P4HB	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898303
ferroptosis	PADI1	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898303
ferroptosis	PCLAF	0.0011510004700587	0	1	0.6431935215825413	0.0019756341284242	0.3559322033898303
ferroptosis	PDCD1	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898303
ferroptosis	PDIA2	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898303
ferroptosis	SERPINB6	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898303
ferroptosis	doxorubicin/therapeutic use	0.0001554587450249	0	1	0.6431935215825413	0.0003044816979528	0.3559322033898315
ferroptosis	breast neoplasms/therapy	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898315
ferroptosis	hemorrhage	0.0011510004700587	0	1	0.6431935215825413	0.0019756341284242	0.3559322033898315
ferroptosis	covid-19	0.0039116091932672	0	1	0.6431935215825413	0.0061172245182257	0.3559322033898315
ferritins	reactive oxygen species/metabolism	0.0009513001672776	0	1	0.6431935215825413	0.0016561935388152	0.144067796610169
ferritins	photosensitizing agents/therapeutic use	6.8833827526759706e-15	0	1	0.6431935215825413	4.639380934134164e-14	0.0338983050847457
photosensitizing agents/therapeutic use	pyroptosis/drug effects	0.0001765303011255	0	1	0.6431935215825413	0.0003450590282329	0.0991023393127427
photosensitizing agents/therapeutic use	retinal drusen/genetics	4.157156320294675e-07	0	1	0.6431935215825413	1.0523544285088806e-06	0.0338983050847457
photosensitizing agents/therapeutic use	macular degeneration/genetics	4.157156320294675e-07	0	1	0.6431935215825413	1.0523544285088806e-06	0.0338983050847457
photosensitizing agents/therapeutic use	bevacizumab/therapeutic use	4.157156320294675e-07	0	1	0.6431935215825413	1.0523544285088806e-06	0.0338983050847457
photosensitizing agents/therapeutic use	verteporfin/therapeutic use	4.157156320294675e-07	0	1	0.6431935215825413	1.0523544285088806e-06	0.0338983050847457
photosensitizing agents/therapeutic use	lipid peroxides/therapeutic use	0.0	0	1	0.6431935215825413	0.0	0.0338983050847457
photosensitizing agents/therapeutic use	vascular endothelial growth factor a/antagonists & inhibitors	4.157156320294675e-07	0	1	0.6431935215825413	1.0523544285088806e-06	0.0338983050847457
photosensitizing agents/therapeutic use	aging/genetics	4.157156320294675e-07	0	1	0.6431935215825413	1.0523544285088806e-06	0.0338983050847457
photosensitizing agents/therapeutic use	oxygen	0.0001274847587391	0	1	0.6431935215825413	0.0002516132966123	0.0991023393127427
photosensitizing agents/therapeutic use	erythrocytes	0.0	0	1	0.6431935215825413	0.0	0.0338983050847457
photosensitizing agents/therapeutic use	ranibizumab/therapeutic use	4.157156320294675e-07	0	1	0.6431935215825413	1.0523544285088806e-06	0.0338983050847457
photosensitizing agents/therapeutic use	necroptosis/drug effects	0.0019772394864053	0	1	0.6431935215825413	0.0032705661973025	0.1304379101192554
photosensitizing agents/therapeutic use	RPE	4.157156320294675e-07	0	1	0.6431935215825413	1.0523544285088806e-06	0.0338983050847457
photosensitizing agents/therapeutic use	SERPINB6	0.0	0	1	0.6431935215825413	0.0	0.0338983050847457
photosensitizing agents/therapeutic use	retinal pigment epithelium/drug effects	4.157156320294675e-07	0	1	0.6431935215825413	1.0523544285088806e-06	0.0338983050847457
photosensitizing agents/therapeutic use	mcf-7 cells	8.956939430038169e-05	0	1	0.6431935215825413	0.0001817117645402	0.0991023393127427
photosensitizing agents/therapeutic use	breast neoplasms/therapy	0.0	0	1	0.6431935215825413	0.0	0.0338983050847457
photosensitizing agents/therapeutic use	epithelial cells/drug effects	0.0004092087658349	0	1	0.6431935215825413	0.0007499339285121	0.0669274228596261
SDHD	tumor microenvironment	5.1804063198046535e-05	0	1	0.6431935215825413	0.0001071482173022	0.1101694915254237
carcinoma hepatocellular/drug therapy	glutathione/metabolism	0.0063896485175681	0	1	0.6431935215825413	0.0097607389423541	0.146098397997872
carcinoma hepatocellular/drug therapy	antineoplastic agents/chemistry	0.0013300236387479	0	1	0.6431935215825413	0.0022512001360258	0.1228101724887232
carcinoma hepatocellular/drug therapy	oxidative stress/drug effects	0.0002317229095878	0	1	0.6431935215825413	0.0004428179366358	0.0991023393127427
carcinoma hepatocellular/drug therapy	sorafenib/pharmacology	9.192074035269117e-08	0	1	0.6431935215825413	2.4816053614330416e-07	0.0504128639721861
carcinoma hepatocellular/drug therapy	manganese compounds/chemistry	2.462782872525437e-06	0	1	0.6431935215825413	5.792056437170105e-06	0.0504128639721861
carcinoma hepatocellular/drug therapy	hemin/pharmacology	1.262072557572935e-09	0	1	0.6431935215825413	4.340211413587095e-09	0.0504128639721861
carcinoma hepatocellular/drug therapy	sorafenib/analogs & derivatives	3.0420110874729296e-14	0	1	0.6431935215825413	1.9764960039007447e-13	0.0254237288135593
carcinoma hepatocellular/drug therapy	sorafenib/administration & dosage	0.0	0	1	0.6431935215825413	0.0	0.0254237288135593
carcinoma hepatocellular/drug therapy	artesunate/administration & dosage	3.79209288414728e-08	0	1	0.6431935215825413	1.1527678493106485e-07	0.0504128639721861
carcinoma hepatocellular/drug therapy	phospholipid hydroperoxide glutathione peroxidase/metabolism	0.0002317229095878	0	1	0.6431935215825413	0.0004428179366358	0.0991023393127427
carcinoma hepatocellular/drug therapy	silicon dioxide/chemistry	2.462782872525437e-06	0	1	0.6431935215825413	5.792056437170105e-06	0.0504128639721861
carcinoma hepatocellular/drug therapy	hep g2 cells	4.0086966293984005e-05	0	1	0.6431935215825413	8.39827114146965e-05	0.0749711519729055
carcinoma hepatocellular/drug therapy	chlorides/chemistry	3.0420110874729296e-14	0	1	0.6431935215825413	1.9764960039007447e-13	0.0254237288135593
sorafenib/pharmacology	artemisinins/pharmacology	3.056738128559555e-05	0	1	0.6431935215825413	6.462249414520916e-05	0.0504128639721861
sorafenib/pharmacology	antineoplastic agents/pharmacology	0.0028023171301814	0	1	0.6431935215825413	0.0045187595550542	0.0832971171954223
sorafenib/pharmacology	hemin/pharmacology	5.145583958920952e-11	0	1	0.6431935215825413	2.0107803233217158e-10	0.0337534405331015
sorafenib/pharmacology	liver neoplasms/drug therapy	1.2460033005368132e-12	0	1	0.6431935215825413	5.627223432359491e-12	0.0169491525423728
sorafenib/pharmacology	energy metabolism/drug effects	1.2460033005368132e-12	0	1	0.6431935215825413	5.627223432359491e-12	0.0169491525423728
sorafenib/pharmacology	hep g2 cells	8.665466092794283e-06	0	1	0.6431935215825413	1.940570600651955e-05	0.0504128639721861
sorafenib/pharmacology	depression chemical	1.2460033005368132e-12	0	1	0.6431935215825413	5.627223432359491e-12	0.0169491525423728
sorafenib/pharmacology	GCLC	6.604701641632627e-05	0	1	0.6431935215825413	0.0001359725859724	0.0504128639721861
