KW	category	node_weight	occurrence	btw_cnt	cls_cnt	strength	qscore	Knode	ranking
carcinoma renal cell/chemically induced	MESH	0.0084745762711864	1	6.32973749995696	0.399344140468563	4.99529069784443	0.336126833545918	12.8698583400185	8
carcinoma renal cell/drug therapy	MESH	0.0169491525423728	2	1305.30447129468	0.463659846182783	3.56806478417459	0.60546875	11.5806481453441	57
carcinoma squamous cell/drug therapy	MESH	0.0084745762711864	1	0	0.47120002600123	2.49764534892221	0.146902901785714	7.65962937984406	211
catalase	MESH	0.0084745762711864	1	0	0.5425105217816	3.21125830575713	0.216318558673469	5.01617031932036	362
cation transport proteins	MESH	0.0084745762711864	1	0	1.55474202777969	0.713612956834918	1	0	1
cation transport proteins/genetics	MESH	0.0084745762711864	1	131.693141669849	0.498868761039137	3.56806478417459	0.45719068877551	9.74912472696721	137
cationic amino acid transporter 1/genetics	MESH	0.0084745762711864	1	6.32973749995696	0.399344140468563	4.99529069784443	0.336126833545918	12.8698583400185	16
cd4-positive t-lymphocytes	MESH	0.0084745762711864	1	0	0.331618495048953	0.713612956834918	0.0113002232142857	5.66023112413341	315
cd47 antigen/metabolism	MESH	0.0084745762711864	1	0	1.11053001984264	3.21125830575713	0.87890625	0.138320922851562	1
cd8-positive t-lymphocytes	MESH	0.0084745762711864	1	0	0.331618495048953	0.713612956834918	0.0113002232142857	5.66023112413341	314
cd8-positive t-lymphocytes/metabolism	MESH	0.0084745762711864	1	0	0.534322520038101	2.14083887050475	0.116230867346939	3.96083249786614	427
cell cycle checkpoints/drug effects	MESH	0.0084745762711864	1	0	0.489735686304569	3.21125830575713	0.216318558673469	11.6085917710862	53
cell cycle/drug effects	MESH	0.0084745762711864	1	409.251170282743	0.521191816393225	3.56806478417459	0.551409040178571	11.1962292111949	67
cell differentiation	MESH	0.0084745762711864	1	78	0.590519188232583	2.14083887050475	0.193000637755102	5.67177630868479	312
cell line	MESH	0.0423728813559322	5	2012.78112116282	0.520728219977996	9.43337077855709	0.879952566964286	11.3846742927111	60
cell line tumor/drug effects	MESH	0.0084745762711864	1	309.556554280327	0.590808702281586	2.14083887050475	0.240353954081633	5.92003574464688	299
cell line tumor/transplantation	MESH	0.0084745762711864	1	13.386346986347	0.468119854863496	4.28167774100951	0.371108697385204	10.5899532151094	102
cell membrane	MESH	0.0084745762711864	1	172.25	0.549804805860483	1.42722591366984	0.0898736447704082	3.58366136658158	435
cell membrane/drug effects	MESH	0.0084745762711864	1	0	1.55474202777969	2.14083887050475	1	0	6
cell movement/drug effects	MESH	0.0169491525423728	2	433.707575757576	0.580574890164694	5.9219100028412	0.720847616390306	11.5613023834595	58
cell movement/genetics	MESH	0.0084745762711864	1	11.0040237540237	0.422911344310134	3.92487126259205	0.324477838010204	12.1654234604506	33
cell movement/physiology	MESH	0.0084745762711864	1	0	0.397120557864304	1.78403239208729	0.0887874681122449	2.63319762802685	444
cell proliferation	MESH	0.0169491525423728	2	1731.86666666667	0.547097584576132	3.92487126259205	0.645727040816327	6.08343647798373	275
cell proliferation/drug effects	MESH	0.0338983050847457	4	2610.51172534036	0.598714326545582	8.77636183018087	0.885134327168367	11.7981337431023	41
cell proliferation/genetics	MESH	0.0169491525423728	2	2279.6939117396	0.497942929575977	6.74337305736782	0.845742984693877	11.3127472522308	66
cell survival/drug effects	MESH	0.059322033898305	7	7548.65127521678	0.576864690345785	11.5887955395574	0.960220025510204	6.91413956915332	228
cells cultured	MESH	0.0254237288135593	3	1741.29392176451	0.457600206615241	7.8497425251841	0.843142139668367	10.2019433633133	119
cerebral cortex/drug effects	MESH	0.0084745762711864	1	0	0.36400844602017	2.85445182733967	0.179996412627551	5.87970219076502	305
cerebral hemorrhage	MESH	0.0084745762711864	1	0	0.533512580763363	0.713612956834918	0.0113002232142857	4.04188947688048	416
cerebrovascular disorders/drug therapy	MESH	0.0084745762711864	1	0	0.477813959671406	1.42722591366984	0.0468152104591837	8.11988065799844	194
ceruloplasmin/metabolism	MESH	0.0084745762711864	1	0	0.541886217782656	3.21125830575713	0.216318558673469	5.18229497908958	351
cetuximab/administration & dosage	MESH	0.0084745762711864	1	111.371353156647	0.441297279887922	2.49764534892221	0.257533482142857	6.35691922639919	261
chemical and drug induced liver injury/etiology	MESH	0.0084745762711864	1	0	0.971713767362307	2.14083887050475	0.3515625	-0.1280517578125	14
chlorides/chemistry	MESH	0.0084745762711864	1	9.66833613743726	0.482591963136504	2.85445182733967	0.215551259566327	6.62084737341891	238
chlorophyll	MESH	0.0084745762711864	1	0	0.534322520038101	2.14083887050475	0.116230867346939	3.96083249786614	429
chlorophyllides	MESH	0.0254237288135593	3	3546.02165481577	0.676636328471651	5.28019711113408	0.81437838807398	4.8242379016601	371
chlorophyllides/administration & dosage	MESH	0.0084745762711864	1	0	0.558867144495768	2.14083887050475	0.116230867346939	5.20536776700655	344
chlorophyllides/chemistry	MESH	0.0084745762711864	1	0	0.423312414616484	2.85445182733967	0.179996412627551	5.42824011189604	318
chlorophyllides/metabolism	MESH	0.0084745762711864	1	309.556554280327	0.590808702281586	2.14083887050475	0.240353954081633	5.92003574464688	297
chlorophyllides/pharmacology	MESH	0.0084745762711864	1	0	0.534787943953301	1.78403239208729	0.0887874681122449	4.0758260797085	411
cisplatin/administration & dosage	MESH	0.0084745762711864	1	8.83815953438595	0.401576024872429	3.21125830575713	0.256377551020408	8.24979777154409	189
cisplatin/pharmacology	MESH	0.0338983050847457	4	7874.35457393484	0.636050874148894	9.41807472188798	0.942726602359694	9.78048138412932	126
coenzyme a ligases/genetics	MESH	0.0084745762711864	1	135.003543264524	0.427221496319189	1.78403239208729	0.163325095663265	12.5957238145642	21
colitis/drug therapy	MESH	0.0084745762711864	1	0	0.533512580763363	0.713612956834918	0.0113002232142857	4.04188947688048	418
colorectal neoplasms/drug therapy	MESH	0.0338983050847457	4	1318.54101486749	0.421017593162512	4.95934066528052	0.708675462372449	9.99991821321736	123
coordination complexes/pharmacology	MESH	0.0084745762711864	1	0	0.533692041644664	1.42722591366984	0.0468152104591837	4.13463266980206	407
covid-19	MESH	0.0084745762711864	1	196	0.549419553768993	0.713612956834918	0.0221121651785714	4.60659195703059	373
covid-19/metabolism	MESH	0.0084745762711864	1	0	0.541886217782656	3.21125830575713	0.216318558673469	5.18229497908958	352
covid-19/therapy	MESH	0.0084745762711864	1	0	1.55474202777969	0.356806478417459	1	0	1
crispr-cas systems	MESH	0.0084745762711864	1	24.9322344322344	0.479121975746167	2.14083887050475	0.15999681122449	13.3140942003518	5
curcumin/pharmacology	MESH	0.0084745762711864	1	0	0.533512580763363	0.713612956834918	0.0113002232142857	4.04188947688048	415
cyclin-dependent kinase inhibitor p15/genetics	MESH	0.0084745762711864	1	6.32973749995696	0.399344140468563	4.99529069784443	0.336126833545918	12.8698583400185	9
cyclin-dependent kinase inhibitor p16/genetics	MESH	0.0084745762711864	1	6.32973749995696	0.399344140468563	4.99529069784443	0.336126833545918	12.8698583400185	15
cyclin-dependent kinase inhibitor p21/antagonists & inhibitors	MESH	0.0084745762711864	1	71.0028870273896	0.458568448266888	2.85445182733967	0.291105309311225	12.5841860508036	26
cyclohexylamines/administration & dosage	MESH	0.0084745762711864	1	0	0.447244075571002	3.21125830575713	0.216318558673469	8.65921312314881	178
cyclohexylamines/pharmacology	MESH	0.0169491525423728	2	962.829557109557	0.445827700201419	5.67295362211544	0.763462611607143	7.73982408075524	203
cyclooxygenase 2	MESH	0.0084745762711864	1	0	1.55474202777969	0.713612956834918	1	0	2
cysteine/antagonists & inhibitors	MESH	0.0084745762711864	1	0	0.469511436588813	3.21125830575713	0.216318558673469	10.6755800331349	92
cystine/antagonists & inhibitors	MESH	0.0084745762711864	1	68.543825249398	0.535280828817535	3.56806478417459	0.392319036989796	6.5640601519246	245
cystine/metabolism	MESH	0.0084745762711864	1	0	0.376198685422721	1.78403239208729	0.0887874681122449	9.76942753327591	127
cytosol/metabolism	MESH	0.0084745762711864	1	315.93284368971	0.570289669484008	3.56806478417459	0.525151466836735	10.2523989869823	116
deferoxamine	MESH	0.0084745762711864	1	0	0.534116720377573	1.42722591366984	0.0468152104591837	3.94761792459581	430
deferoxamine/pharmacology	MESH	0.0084745762711864	1	130.240694126994	0.5178118231201	2.85445182733967	0.322215800382653	11.0634826206506	75
deoxycytidine/analogs & derivatives	MESH	0.0084745762711864	1	315.93284368971	0.570289669484008	3.56806478417459	0.525151466836735	10.2523989869823	117
depression chemical	MESH	0.0084745762711864	1	0	0.492240917349874	2.49764534892221	0.146902901785714	9.59932577838408	151
digestive system diseases/drug therapy	MESH	0.0084745762711864	1	0	0.419598811481247	1.78403239208729	0.0887874681122449	5.27574209385446	338
diosgenin/analogs & derivatives	MESH	0.0084745762711864	1	131.693141669849	0.498868761039137	3.56806478417459	0.45719068877551	9.74912472696721	139
disease progression	MESH	0.0084745762711864	1	0	0.397120557864304	1.78403239208729	0.0887874681122449	2.63319762802685	447
disease/etiology	MESH	0.0084745762711864	1	0	0.396214935077427	0.713612956834918	0.0113002232142857	2.88055187317298	442
diterpenes/pharmacology	MESH	0.0084745762711864	1	141.193625549939	0.428466562026868	2.49764534892221	0.27294921875	9.65365517491951	148
dna catalytic	MESH	0.0084745762711864	1	0	0.5425105217816	3.21125830575713	0.216318558673469	5.01617031932036	359
dna damage	MESH	0.0084745762711864	1	21.3611111111111	0.533923256272085	3.56806478417459	0.335170200892857	11.0112266016474	83
docetaxel/pharmacology	MESH	0.0084745762711864	1	172.106093669792	0.505449899409108	2.49764534892221	0.279296875	12.006153107335	36
dose-response relationship drug	MESH	0.0084745762711864	1	75.9680264180264	0.455128658246749	2.49764534892221	0.242117745535714	6.95441798508943	222
doxorubicin	MESH	0.0084745762711864	1	0	0.541816079542594	1.78403239208729	0.0887874681122449	4.22105145352635	400
doxorubicin/administration & dosage	MESH	0.0169491525423728	2	89.75	0.498875985847097	3.21125830575713	0.361866230867347	4.71377613871166	372
doxorubicin/pharmacology	MESH	0.0084745762711864	1	0	0.533105185065351	1.07041943525238	0.017757493622449	4.19832816815595	404
doxorubicin/therapeutic use	MESH	0.0084745762711864	1	0	0.533105185065351	1.07041943525238	0.017757493622449	4.19832816815595	403
drug resistance neoplasm	MESH	0.0423728813559322	5	929.622806639408	0.613336916360534	6.74337305736782	0.784159757653061	9.47925577777883	155
drug resistance neoplasm/drug effects	MESH	0.059322033898305	7	5867.74451848714	0.567547376996901	12.4522767120472	0.96452487244898	11.3809996607751	61
drug synergism	MESH	0.0677966101694915	8	4343.41338167165	0.581323715375134	11.4304095188062	0.947101203762755	13.3255583398892	2
edaravone/pharmacology	MESH	0.0084745762711864	1	0	0.365721711945149	1.42722591366984	0.0468152104591837	5.81776109023776	308
endocytosis/drug effects	MESH	0.0084745762711864	1	0	0.386872561661154	2.14083887050475	0.116230867346939	6.90158805190304	231
endometriosis/genetics	MESH	0.0084745762711864	1	11.0040237540237	0.422911344310134	3.92487126259205	0.324477838010204	12.1654234604506	29
endometrium/cytology	MESH	0.0084745762711864	1	11.0040237540237	0.422911344310134	3.92487126259205	0.324477838010204	12.1654234604506	34
endoplasmic reticulum stress/drug effects	MESH	0.0084745762711864	1	71.0028870273896	0.458568448266888	2.85445182733967	0.291105309311225	12.5841860508036	25
energy metabolism/drug effects	MESH	0.0084745762711864	1	0	0.492240917349874	2.49764534892221	0.146902901785714	9.59932577838408	152
enzyme inhibitors/chemistry	MESH	0.0084745762711864	1	0	1.55474202777969	2.49764534892221	1	0	1
epithelial cells/drug effects	MESH	0.0169491525423728	2	2126.85020905021	0.55994524780107	6.77932308993172	0.845723054846939	6.16098702092916	274
epithelial-mesenchymal transition/drug effects	MESH	0.0169491525423728	2	478.258241758242	0.487978525183173	4.63848421942697	0.651058274872449	9.36815988774208	160
erbb receptors/antagonists & inhibitors	MESH	0.0084745762711864	1	111.371353156647	0.441297279887922	2.49764534892221	0.257533482142857	6.35691922639919	260
erbb receptors/genetics	MESH	0.0084745762711864	1	8.83815953438595	0.401576024872429	3.21125830575713	0.256377551020408	8.24979777154409	185
erbb receptors/metabolism	MESH	0.0084745762711864	1	173.54073659733	0.486213701570668	2.85445182733967	0.349993024553571	11.3289661026409	64
erlotinib hydrochloride/pharmacology	MESH	0.0084745762711864	1	361.813110411597	0.545422911671107	3.92487126259205	0.561782525510204	10.2818480106704	109
erythrocytes	MESH	0.0084745762711864	1	0	0.538597655402897	1.42722591366984	0.0468152104591837	4.5005364028776	376
esters	MESH	0.0084745762711864	1	0	0.534185164292651	1.78403239208729	0.0887874681122449	4.07166533435905	413
etanercept/pharmacology	MESH	0.0084745762711864	1	101.435853115317	0.500980255335357	3.21125830575713	0.369878029336735	7.80305036769626	198
ethanol	MESH	0.0084745762711864	1	0	1.55474202777969	0.713612956834918	1	0	3
everolimus/administration & dosage	MESH	0.0084745762711864	1	16.9922077922078	0.45218245766917	1.78403239208729	0.117287149234694	10.8223316961655	88
exosomes/drug effects	MESH	0.0084745762711864	1	13.386346986347	0.468119854863496	4.28167774100951	0.371108697385204	10.5899532151094	99
exosomes/metabolism	MESH	0.0084745762711864	1	0	1.11053001984264	3.21125830575713	0.87890625	0.138320922851562	5
ferric compounds	MESH	0.0169491525423728	2	0	0.643717220602468	3.85297119746425	0.251026387117347	4.25922283936135	395
ferric compounds/adverse effects	MESH	0.0084745762711864	1	6.32973749995696	0.399344140468563	4.99529069784443	0.336126833545918	12.8698583400185	12
ferric compounds/chemistry	MESH	0.0169491525423728	2	495.911111111111	0.504167317232696	4.99529069784443	0.691137197066327	6.57671198217838	239
ferritins	MESH	0.0084745762711864	1	0	0.558549748287012	1.42722591366984	0.0468152104591837	5.10634072335357	357
ferritins/chemistry	MESH	0.0084745762711864	1	0	0.541886217782656	3.21125830575713	0.216318558673469	5.18229497908958	355
ferritins/genetics	MESH	0.0084745762711864	1	6.32973749995696	0.399344140468563	4.99529069784443	0.336126833545918	12.8698583400185	11
ferrocyanides/administration & dosage	MESH	0.0084745762711864	1	0	0.398337307373298	1.78403239208729	0.0887874681122449	9.71028764297051	143
ferroptosis	MESH	0.355932203389831	42	39540.5131975867	0.810337083313695	22.0818831647864	1	4.01064828471425	421
ferroptosis/drug effects	MESH	0.584745762711864	69	0	1.55474202777969	0.356806478417459	1	0	1
ferroptosis/genetics	MESH	0.0338983050847457	4	2394.0377955378	0.48142315438533	9.16911834116223	0.887117346938776	12.7779679828165	19
ferroptosis/physiology	MESH	0.0254237288135593	3	2749.66666666667	0.530907595014863	5.35209717626189	0.810008769132653	4.36792442365181	383
fibroblasts	MESH	0.0084745762711864	1	0	0.562433645354044	1.42722591366984	0.0468152104591837	4.30304639039573	390
fibroblasts/cytology	MESH	0.0084745762711864	1	101.435853115317	0.500980255335357	3.21125830575713	0.369878029336735	7.80305036769626	201
flavonoids/pharmacology	MESH	0.0084745762711864	1	315.93284368971	0.570289669484008	3.56806478417459	0.525151466836735	10.2523989869823	118
fluorescent dyes/metabolism	MESH	0.0084745762711864	1	0	1.11053001984264	3.21125830575713	0.87890625	0.138320922851562	6
fluorouracil/pharmacology	MESH	0.0169491525423728	2	809.582002208318	0.469381818627321	3.21125830575713	0.502072704081633	11.7992070452068	40
folic acid/analogs & derivatives	MESH	0.0084745762711864	1	0	0.423312414616484	2.85445182733967	0.179996412627551	5.42824011189604	323
friedreich ataxia/drug therapy	MESH	0.0084745762711864	1	369.397957442956	0.551415919895176	2.49764534892221	0.318289620535714	8.96500638639963	172
fusion regulatory protein 1 heavy chain/metabolism	MESH	0.0084745762711864	1	49.8835114625001	0.466551429769196	4.28167774100951	0.418596540178571	11.7565050938387	45
gallic acid/chemistry	MESH	0.0084745762711864	1	0	0.557755605858455	3.56806478417459	0.250219228316327	4.959296219774	367
gamma-glutamyltransferase/metabolism	MESH	0.0084745762711864	1	0	0.376198685422721	1.78403239208729	0.0887874681122449	9.76942753327591	130
gastritis	MESH	0.0084745762711864	1	0	0.533512580763363	0.713612956834918	0.0113002232142857	4.04188947688048	417
gene expression regulation neoplastic	MESH	0.0423728813559322	5	3384.56719865968	0.479050312021725	12.1314202661936	0.942487444196429	11.6788448118906	52
gene expression regulation neoplastic/drug effects	MESH	0.0254237288135593	3	2100.42390096983	0.57695415757493	6.77932308993172	0.841597576530612	10.099596846208	120
