KW	category	node_weight	occurrence	btw_cnt	cls_cnt	strength	qscore	Knode	ranking
EIF2S1	GENE	0.0169491525423728	2	0	0.749646959648216	0.356806478417459	0.0414201183431953	-0.146563495675922	13
ERBB2	GENE	0.0084745762711864	1	NA	NA	NA	NA	NA	NA
F9	GENE	0.0057142857142857	1	NA	NA	NA	NA	NA	NA
FKBP8	GENE	0.0084745762711864	1	0	1.10098548186045	2.14083887050475	0.331360946745562	0.717796995903505	8
FTH1	GENE	0.0228571428571428	4	58	0.498117101159492	2.74079859456994	0.574444444444444	8.17707870370373	1
FUNDC1	GENE	0.0084745762711864	1	0	1.10098548186045	2.14083887050475	0.331360946745562	0.717796995903505	7
FXN	GENE	0.0171428571428571	3	114	0.365644660821534	1.82172146871488	0.509166666666667	5.70013657407408	36
GAA	GENE	0.0114285714285714	2	0	0.332209548318815	1.49817471890814	0.34	4.70279629629631	45
GABPA	GENE	0.0228571428571428	4	8	1.92630548821399	3.63829809622562	0.585798816568047	0.909877105143377	5
GALNT14	GENE	0.0057142857142857	1	0	0.559140276151653	0.783085312734268	0.2	6.39290972222224	24
GCLC	GENE	0.0254237288135593	3	0	0.810434611128304	2.61809765606146	0.46	5.74742361111113	34
GCLM	GENE	0.0169491525423728	2	0	0.709241404883814	2.42574528379441	0.43	6.35414583333335	25
GGT1	GENE	0.0057142857142857	1	0	0.598691849012321	0.783085312734268	0.2	6.13157870370372	26
GLRX5	GENE	0.0057142857142857	1	0	0.46551319292067	0.391542656367134	0.07	7.69625462962965	4
GLS	GENE	0.0057142857142857	1	21.4047619047619	0.661137826196772	3.52388390730421	0.6	7.32226388888892	6
GPX4	GENE	0.125714285714286	22	789.5	0.928627119768536	4.41409504872704	0.95	4.94858564814817	44
GSC	GENE	0.0057142857142857	1	0	1.64350058465789	0.391542656367134	1	0	1
HDAC1	GENE	0.0084745762711864	1	NA	NA	NA	NA	NA	NA
HIF1A	GENE	0.0084745762711864	1	0	1.55474202777969	0.356806478417459	1	0	2
HMGCR	GENE	0.0084745762711864	1	0	1.55474202777969	0.356806478417459	1	0	1
HMOX1	GENE	0.0285714285714285	5	547.428571428571	0.896087520072903	7.50383681488816	0.933333333333333	5.5260115740741	38
HSPB1	GENE	0.0084745762711864	1	0	1.55474202777969	0.356806478417459	1	0	1
HSPB2	GENE	0.0084745762711864	1	0	1.55474202777969	0.356806478417459	1	0	2
IDH1	GENE	0.0057142857142857	1	0	1.64350058465789	0.783085312734268	1	0	3
IDH2	GENE	0.0057142857142857	1	0	1.64350058465789	0.783085312734268	1	0	2
IDO1	GENE	0.0084745762711864	1	0	0.446527098266772	0.713612956834918	0.12	3.40908101851853	56
IFNG	GENE	0.0228571428571428	4	584	0.70416253698774	2.60333033211019	0.7125	4.31309490740744	46
IL13	GENE	0.0084745762711864	1	0	0.364242533424197	1.07041943525238	0.21	2.42866898148149	60
IL1B	GENE	0.0114285714285714	2	168	0.468656882395982	2.31451976025313	0.595	3.48915972222224	55
IL6	GENE	0.0114285714285714	2	0	0.369577531089819	1.46343854095847	0.33	2.63252314814816	58
KDM5A	GENE	0.0057142857142857	1	0	0.600663908051437	0.783085312734268	0.2	6.04526620370372	29
KEAP1	GENE	0.0084745762711864	1	0	0.922550574937901	0.713612956834918	0.0828402366863905	0.380974055530268	12
LCN2	GENE	0.0057142857142857	1	364	0.673810061884475	1.1746279691014	0.435	6.67583564814817	18
MAPK1	GENE	0.0057142857142857	1	0	0.59701385627659	0.391542656367134	0.07	6.0346226851852	32
MAPK8	GENE	0.0084745762711864	1	NA	NA	NA	NA	NA	NA
MCU	GENE	0.0084745762711864	1	0	0.586045182205429	0.713612956834918	0.12	6.04939583333335	27
MIEF1	GENE	0.0057142857142857	1	0	1.06560444276638	1.95771328183567	0.207100591715976	0.658625398270369	9
MIR6516	GENE	0.0084745762711864	1	0	1.55474202777969	0.356806478417459	1	0	2
MMP2	GENE	0.0084745762711864	1	0	0.489831820502391	0.713612956834918	0.12	4.17451388888891	48
MMP9	GENE	0.0114285714285714	2	52.4761904761904	0.64883197274897	3.91542656367134	0.641666666666667	7.1859953703704	11
MMRN1	GENE	0.0057142857142857	1	0	1.06560444276638	1.95771328183567	0.207100591715976	0.658625398270369	10
MPC1	GENE	0.0057142857142857	1	0	0.600663908051437	0.783085312734268	0.2	6.04526620370372	30
MT-RNR2	GENE	0.0057142857142857	1	0	0.399190672569301	1.1746279691014	0.29	6.65022453703704	19
MTOR	GENE	0.0171428571428571	3	168	0.568983095642332	1.56617062546854	0.51	6.02561111111114	33
NCL	GENE	0.0084745762711864	1	0	1.55474202777969	0.356806478417459	1	0	1
NFE2L2	GENE	0.0514285714285714	9	32	1.98959684395514	5.21712891401751	1	0.975876194811106	4
NFKB1	GENE	0.0057142857142857	1	0	1.64350058465789	0.391542656367134	1	0	2
NGF	GENE	0.0057142857142857	1	0	0.342129252444522	0.391542656367134	0.07	3.99114814814816	51
NOC2L	GENE	0.0084745762711864	1	0	0.446527098266772	0.713612956834918	0.12	3.40908101851853	57
NOX1	GENE	0.0057142857142857	1	0	0.65013639590552	1.1746279691014	0.29	5.32342129629631	40
NTHL1	GENE	0.0057142857142857	1	0	1.09566705643859	0.391542656367134	0.444444444444444	-7.40148683083438e-17	3
P4HB	GENE	0.0084745762711864	1	0	1.55474202777969	0.713612956834918	1	0	2
PADI1	GENE	0.0084745762711864	1	0	1.55474202777969	0.713612956834918	1	0	1
PCLAF	GENE	0.0084745762711864	1	NA	NA	NA	NA	NA	NA
PDCD1	GENE	0.0057142857142857	1	0	0.506377766962563	0.783085312734268	0.2	4.28739583333336	47
PDIA2	GENE	0.0084745762711864	1	0	1.55474202777969	0.713612956834918	1	0	3
PEBP1	GENE	0.0084745762711864	1	0	1.55474202777969	0.356806478417459	1	0	2
PINK1	GENE	0.0084745762711864	1	0	1.10098548186045	2.14083887050475	0.331360946745562	0.717796995903505	6
POU5F1	GENE	0.0057142857142857	1	0	0.465183693837141	0.391542656367134	0.07	7.25875694444447	10
PPARGC1A	GENE	0.0057142857142857	1	0	1.09566705643859	0.391542656367134	0.444444444444444	-7.40148683083438e-17	2
PRKAA2	GENE	0.0084745762711864	1	NA	NA	NA	NA	NA	NA
PSTK	GENE	0.0057142857142857	1	0	0.59701385627659	0.391542656367134	0.07	6.0346226851852	31
RPE	GENE	0.0228571428571428	4	1	1.64350058465789	0.783085312734268	1	0.123456790123457	1
SDHD	GENE	0.0084745762711864	1	NA	NA	NA	NA	NA	NA
SELP	GENE	0.0084745762711864	1	NA	NA	NA	NA	NA	NA
SERPINB6	GENE	0.0057142857142857	1	NA	NA	NA	NA	NA	NA
SLC39A14	GENE	0.0084745762711864	1	0	0.605728527777814	1.42722591366984	0.31	6.51585648148147	23
SLC3A2	GENE	0.0084745762711864	1	NA	NA	NA	NA	NA	NA
SLC40A1	GENE	0.0057142857142857	1	21.4047619047619	0.661137826196772	3.52388390730421	0.6	7.32226388888892	8
SLC7A11	GENE	0.0571428571428571	10	702	0.928511275272493	5.27923920800338	0.950555555555555	4.96408333333336	42
SLC9A1	GENE	0.0171428571428571	3	0	0.73951071387041	1.10663206254101	0.22	5.66582638888891	37
SOD2	GENE	0.0114285714285714	2	58	0.430157951273471	1.1746279691014	0.354444444444444	5.2932939814815	41
SRF	GENE	0.0084745762711864	1	0	0.489831820502391	0.713612956834918	0.12	4.17451388888891	49
STAT3	GENE	0.0057142857142857	1	0	0.399190672569301	1.1746279691014	0.29	6.65022453703704	20
TCF7L2	GENE	0.0084745762711864	1	0	0.585116748944991	1.78403239208729	0.38	6.90260185185187	16
TF	GENE	0.0457142857142857	8	152	0.645151998973881	3.93288419157579	0.746666666666667	7.46073611111113	5
TFRC	GENE	0.0254237288135593	3	74	0.662091187272395	1.94043473179044	0.511111111111111	6.97167592592594	14
TNF	GENE	0.0171428571428571	3	0	0.369577531089819	1.46343854095847	0.33	2.63252314814816	59
TP53	GENE	0.0057142857142857	1	0	0.596965973332169	0.391542656367134	0.07	6.04893287037038	28
UTRN	GENE	0.0114285714285714	2	2	1.68896124935069	4.3903156228754	0.710059171597633	1.0150204824761	1
VDAC1	GENE	0.0084745762711864	1	0	0.605728527777814	1.42722591366984	0.31	6.51585648148147	22
VIM	GENE	0.0057142857142857	1	21.4047619047619	0.661137826196772	3.52388390730421	0.6	7.32226388888892	9
XAB2	GENE	0.0084745762711864	1	0	1.55474202777969	0.356806478417459	1	0	1
YAP1	GENE	0.0057142857142857	1	0	0.461958691480744	1.1746279691014	0.29	3.61853472222224	54
