c1	c2	weight	query
12	7	3.64356368222971	cell differentiation/drug effects_cell proliferation/drug effects_embryonal carcinoma stem cells/drug effects
12	7	3.38314981272151	F9_cell differentiation/drug effects_cell proliferation/drug effects
12	8	3.2411192094079	carcinoma ehrlich tumor/metabolism_cell line_glucose/pharmacology
12	8	3.10525904283761	drug synergism_myocardial infarction/metabolism_sorafenib/administration & dosage
12	9	3.90539187988457	homeostasis_iron/metabolism_mitochondria/drug effects
12	9	3.49731754266998	autophagy_iron/metabolism_mitochondria/drug effects
13	14	2.88057581129091	chlorides/chemistry_phospholipid hydroperoxide glutathione peroxidase/metabolism_sorafenib/analogs & derivatives
13	14	2.82121909046524	HDAC1_phospholipid hydroperoxide glutathione peroxidase/metabolism_sorafenib/analogs & derivatives
13	15	1.39948243336437	SLC3A2_drug resistance neoplasm/drug effects_pyroptosis/drug effects
13	15	1.28383584930161	drug resistance neoplasm/drug effects_pyroptosis/drug effects_skin neoplasms/drug therapy
13	2	3.98213857408495	carcinoma hepatocellular/drug therapy_hep g2 cells_phospholipid hydroperoxide glutathione peroxidase/metabolism
13	2	3.88216625655636	CD274_b7-h1 antigen/antagonists & inhibitors_hep g2 cells
13	3	2.1005706676024	b7-h1 antigen/antagonists & inhibitors_benzylidene compounds/pharmacology_tumor microenvironment/drug effects
13	3	1.98492408353964	b7-h1 antigen/antagonists & inhibitors_skin neoplasms/drug therapy_tumor microenvironment/drug effects
13	4	1.77975804840465	activating transcription factor 4/genetics_melanoma/drug therapy_skin neoplasms/drug therapy
13	4	1.5039574621572	melanoma/drug therapy_nf-e2-related factor 2/genetics_skin neoplasms/drug therapy
13	5	2.7973069862294	GGT1_amino acid transport system y+/metabolism_biological transport
13	5	2.74977976180043	antineoplastic agents/therapeutic use_neoplasms/drug therapy_skin neoplasms/drug therapy
13	6	3.1278090512567	docetaxel/pharmacology_piperazines/pharmacology_protein isoforms/genetics
13	6	2.50633476673666	docetaxel/pharmacology_piperazines/pharmacology_prostatic neoplasms castration-resistant/drug therapy
13	7	1.57621021776515	imidazoles/pharmacology_piperazines/pharmacology_pyridines/pharmacology
13	7	1.48732203806448	SLC3A2_drug resistance neoplasm/drug effects_rna interference
13	8	2.54947449115443	friedreich ataxia/drug therapy_iron-binding proteins/genetics_piperazines/pharmacology
13	8	2.28238538979817	friedreich ataxia/drug therapy_glutathione/biosynthesis_piperazines/pharmacology
13	9	2.54069191922249	arthritis rheumatoid/genetics_etanercept/pharmacology_piperazines/pharmacology
13	9	2.10355226534904	arthritis rheumatoid/genetics_fibroblasts/cytology_piperazines/pharmacology
14	15	1.71809019298624	HIF1A_oxygen_photosensitizing agents/therapeutic use
14	15	1.35967369070194	hypoxia/drug therapy_oxygen_photosensitizing agents/therapeutic use
14	2	17.1946805934206	ferroptosis_oxygen_tumor microenvironment
14	2	16.3149079447204	ferroptosis_hypoxia/drug therapy_tumor microenvironment
14	3	3.22066004047256	imidazoles/chemistry_ketones/chemistry_lipid metabolism/genetics
14	3	2.51424963345703	azo compounds/chemistry_imidazoles/chemistry_ketones/chemistry
14	4	4.06559077628664	GABPA_NFE2L2_chlorophyllides/chemistry
14	4	3.6936942787324	GABPA_NFE2L2_manganese compounds/chemistry
14	5	3.55775237485303	antineoplastic agents/therapeutic use_neoplasms/drug therapy_oxidants/chemistry
14	5	3.50385847760754	neoplasms/drug therapy_oxidants/chemistry_reactive oxygen species/chemistry
14	6	3.53104134543336	drug resistance neoplasm_oxidants/chemistry_reactive oxygen species/chemistry
14	6	3.07742897498845	antineoplastic agents/chemistry_cell survival/drug effects_iron/chemistry
14	7	1.88071615714814	antineoplastic agents/chemistry_embryonal carcinoma stem cells/drug effects_ketones/chemistry
14	7	1.83976912264031	glutathione/metabolism_imidazoles/pharmacology_mammary neoplasms animal/drug therapy
14	8	3.81664276265301	glutathione/biosynthesis_oxidants/chemistry_reactive oxygen species/chemistry
14	8	2.8699281650712	friedreich ataxia/drug therapy_glutathione/biosynthesis_oxidants/chemistry
14	9	2.50040965114985	arthritis rheumatoid/genetics_etanercept/pharmacology_glutathione/metabolism
14	9	2.3147602057417	glutathione/metabolism_ketones/pharmacology_mammary neoplasms animal/drug therapy
15	2	17.1509675001839	ferroptosis_photosensitizing agents/therapeutic use_tumor microenvironment
15	2	16.5948247188445	ferroptosis_lipid peroxides/therapeutic use_tumor microenvironment
15	3	3.54204170786404	SERPINB6_breast neoplasms/therapy_mcf-7 cells
15	3	3.4876260038087	breast neoplasms/drug therapy_pyroptosis/drug effects_tumor microenvironment/drug effects
15	4	4.19965716784759	GABPA_NFE2L2_aging/genetics
15	4	3.76163033467729	NFE2L2_aging/genetics_nf-e2-related factor 2/genetics
15	5	2.72375641227912	RPE_oxidative stress_receptors transferrin/genetics
15	5	2.68245871117552	aging/genetics_oxidative stress_receptors transferrin/genetics
15	6	3.35552254993192	lipids/chemistry_methylene blue/pharmacology_necroptosis/drug effects
15	6	2.9649929042311	RPE_oxidative stress_pancreatic neoplasms
15	7	3.50137364165275	RPE_oxidative stress_t-lymphocytes cytotoxic/metabolism
15	7	3.46007594054914	aging/genetics_oxidative stress_t-lymphocytes cytotoxic/metabolism
15	8	3.6745746173204	RPE_oxidative stress_rna messenger/genetics
15	8	3.63015746171952	RPE_aging/genetics_rna messenger/genetics
15	9	4.32238660072722	RPE_aging/genetics_retinal pigment epithelium/metabolism
15	9	3.9051360572359	RPE_aging/genetics_oxidative stress/genetics
2	3	16.344351096623	ferroptosis_hemolysis_tumor microenvironment
2	3	14.5516987382405	ferroptosis_hemolysis_photosensitizing agents/pharmacology
2	4	5.2177755250442	antineoplastic agents/pharmacology_mitochondrial proteins/metabolism_tumor microenvironment
2	4	4.67507364742085	ACSL4_GPX4_ferroptosis/genetics
2	5	26.1051278400115	ferroptosis_neoplasms/drug therapy_photosensitizing agents/pharmacology
2	5	24.9355484963316	ferroptosis_neoplasms/drug therapy_tumor microenvironment
2	6	8.77433714248882	ACSL4_GPX4_phospholipid hydroperoxide glutathione peroxidase/genetics
2	6	8.48224718003152	cell survival/drug effects_kidney_reactive oxygen species/metabolism
2	7	3.42204595238761	CALR_calreticulin/metabolism_neoplasms/diagnostic imaging
2	7	3.41557802473682	iron/therapeutic use_neoplasms/diagnostic imaging_t-lymphocytes cytotoxic/metabolism
2	8	1.90607469590321	hydrogen peroxide/pharmacology_photosensitizing agents_tumor microenvironment
2	8	1.81408722249711	CA2_hydrogen peroxide/pharmacology_photosensitizing agents
2	9	18.1277035227569	ferroptosis_tissue distribution_tumor microenvironment
2	9	16.697604107062	ferroptosis_neoplasm metastasis_tumor microenvironment
3	4	4.15445366508351	breast neoplasms/drug therapy_mitochondrial proteins/metabolism_tumor microenvironment/drug effects
3	4	3.68334574079441	actins/metabolism_breast neoplasms/drug therapy_cell membrane/metabolism
3	5	3.95829125976746	breast neoplasms/drug therapy_proto-oncogene proteins c-akt/biosynthesis_tumor microenvironment/drug effects
3	5	3.07985385793902	antineoplastic agents/administration & dosage_neoplasms/drug therapy_reactive oxygen species/antagonists & inhibitors
3	6	3.5674837781036	BLVRB_cerebrovascular disorders/drug therapy_neuroprotective agents/administration & dosage
3	6	3.42016279097219	lipids/chemistry_lysosomes/drug effects_methylene blue/pharmacology
3	7	3.56958874136458	CALR_calreticulin/metabolism_ferric compounds/chemistry
3	7	2.72394869052485	CALR_ascorbic acid/pharmacology_ferric compounds/chemistry
3	8	1.5491108526947	CA2_hydrogen peroxide/pharmacology_metal-organic frameworks/pharmacology
3	8	1.45825190565867	calcium/metabolism_hydrogen peroxide/pharmacology_metal-organic frameworks/pharmacology
3	9	4.01046400660748	breast neoplasms/drug therapy_dose-response relationship drug_tumor microenvironment/drug effects
3	9	3.41152246135944	breast neoplasms/drug therapy_cells cultured_tumor microenvironment/drug effects
4	5	2.58712567651789	antineoplastic agents/therapeutic use_melanoma/drug therapy_neoplasms/drug therapy
4	5	1.45215565603943	amino acid transport system y+/antagonists & inhibitors_antineoplastic agents/therapeutic use_melanoma/drug therapy
4	6	3.48570475787602	GABPA_NFE2L2_gene expression regulation neoplastic/drug effects
4	6	3.47901898975897	GABPA_NFE2L2_disease progression
4	9	4.70185424756832	GABPA_NFE2L2_retinal pigment epithelium/metabolism
4	9	3.8716703132642	disease/etiology_ferroptosis/physiology_inflammation/metabolism
5	6	7.00748606881581	antineoplastic agents/therapeutic use_neoplastic stem cells/drug effects_reactive oxygen species/metabolism
5	6	6.41454170132474	neoplastic stem cells/drug effects_proto-oncogene proteins c-akt/biosynthesis_reactive oxygen species/metabolism
5	8	1.77487990691431	friedreich ataxia/drug therapy_glutathione/biosynthesis_neoplasms/drug therapy
5	8	1.31523456047222	GAA_glutathione/biosynthesis_neoplasms/drug therapy
5	9	2.61869317455538	antineoplastic agents/therapeutic use_homeostasis_neoplasms/drug therapy
5	9	2.58201657351779	CDKN2A_oxidative stress/genetics_retinal pigment epithelium/metabolism
6	7	15.0179363470713	cell differentiation/drug effects_neoplastic stem cells/drug effects_reactive oxygen species/metabolism
6	7	14.2269420835347	cell differentiation/drug effects_cell survival/drug effects_reactive oxygen species/metabolism
6	8	2.41785584062861	cell line_ferrocyanides/administration & dosage_mebendazole/analogs & derivatives
6	8	2.24378986426818	cell line_ferrocyanides/administration & dosage_prostatic neoplasms castration-resistant/drug therapy
6	9	7.85412348840359	cell survival/drug effects_dose-response relationship drug_reactive oxygen species/metabolism
6	9	3.46424274020658	lung diseases/drug therapy_necrosis_reactive oxygen species/metabolism
7	8	2.89168703613923	imidazoles/pharmacology_myocardial infarction/metabolism_myocardial reperfusion injury/metabolism
7	8	2.33469942731712	BMI1_hydrogen peroxide/pharmacology_pyridines/pharmacology
7	9	2.56521717949963	arthritis rheumatoid/genetics_etanercept/pharmacology_imidazoles/pharmacology
7	9	2.23062396174379	cells cultured_fibroblasts/cytology_imidazoles/pharmacology
8	9	4.2880939497374	FXN_GAA_iron/metabolism
8	9	4.22189200961565	CASP3_FXN_iron/metabolism
