PMID	kw1	kw2	link	link_explicit	QuerySet
33649848	cell survival/drug effects	docetaxel/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33649848/"", ""33649848"")"	https://pubmed.ncbi.nlm.nih.gov/33649848	pmid-ferroptosi-set.txt
32155051	cell survival/drug effects	dose-response relationship drug	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32155051/"", ""32155051"")"	https://pubmed.ncbi.nlm.nih.gov/32155051	pmid-ferroptosi-set.txt
32155051	cell survival/drug effects	hemoglobins/chemistry	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32155051/"", ""32155051"")"	https://pubmed.ncbi.nlm.nih.gov/32155051	pmid-ferroptosi-set.txt
34473493	cell survival/drug effects	iron/chemistry	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34473493/"", ""34473493"")"	https://pubmed.ncbi.nlm.nih.gov/34473493	pmid-ferroptosi-set.txt
31613630	cell survival/drug effects	iron/chemistry	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31613630/"", ""31613630"")"	https://pubmed.ncbi.nlm.nih.gov/31613630	pmid-ferroptosi-set.txt
34473493	cell survival/drug effects	kidney	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34473493/"", ""34473493"")"	https://pubmed.ncbi.nlm.nih.gov/34473493	pmid-ferroptosi-set.txt
33878610	cell survival/drug effects	malondialdehyde/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33878610/"", ""33878610"")"	https://pubmed.ncbi.nlm.nih.gov/33878610	pmid-ferroptosi-set.txt
33197601	cell survival/drug effects	mebendazole/analogs & derivatives	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33197601/"", ""33197601"")"	https://pubmed.ncbi.nlm.nih.gov/33197601	pmid-ferroptosi-set.txt
33634378	cell survival/drug effects	mptp poisoning/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33634378/"", ""33634378"")"	https://pubmed.ncbi.nlm.nih.gov/33634378	pmid-ferroptosi-set.txt
32155051	cell survival/drug effects	oxygen/analysis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32155051/"", ""32155051"")"	https://pubmed.ncbi.nlm.nih.gov/32155051	pmid-ferroptosi-set.txt
33634378	cell survival/drug effects	pc12 cells	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33634378/"", ""33634378"")"	https://pubmed.ncbi.nlm.nih.gov/33634378	pmid-ferroptosi-set.txt
33634378	cell survival/drug effects	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33634378/"", ""33634378"")"	https://pubmed.ncbi.nlm.nih.gov/33634378	pmid-ferroptosi-set.txt
32155051	cell survival/drug effects	photosensitizing agents/analysis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32155051/"", ""32155051"")"	https://pubmed.ncbi.nlm.nih.gov/32155051	pmid-ferroptosi-set.txt
33649848	cell survival/drug effects	prostatic neoplasms castration-resistant/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33649848/"", ""33649848"")"	https://pubmed.ncbi.nlm.nih.gov/33649848	pmid-ferroptosi-set.txt
33197601	cell survival/drug effects	prostatic neoplasms castration-resistant/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33197601/"", ""33197601"")"	https://pubmed.ncbi.nlm.nih.gov/33197601	pmid-ferroptosi-set.txt
33649848	cell survival/drug effects	protein isoforms/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33649848/"", ""33649848"")"	https://pubmed.ncbi.nlm.nih.gov/33649848	pmid-ferroptosi-set.txt
29066898	cell survival/drug effects	reactive oxygen species/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/29066898/"", ""29066898"")"	https://pubmed.ncbi.nlm.nih.gov/29066898	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
33878610	cell survival/drug effects	reactive oxygen species/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33878610/"", ""33878610"")"	https://pubmed.ncbi.nlm.nih.gov/33878610	pmid-ferroptosi-set.txt
34473493	cell survival/drug effects	reactive oxygen species/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34473493/"", ""34473493"")"	https://pubmed.ncbi.nlm.nih.gov/34473493	pmid-ferroptosi-set.txt
24736663	cell survival/drug effects	reactive oxygen species/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/24736663/"", ""24736663"")"	https://pubmed.ncbi.nlm.nih.gov/24736663	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
33649848	cell survival/drug effects	reactive oxygen species/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33649848/"", ""33649848"")"	https://pubmed.ncbi.nlm.nih.gov/33649848	pmid-ferroptosi-set.txt
29431006	cell survival/drug effects	reactive oxygen species/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/29431006/"", ""29431006"")"	https://pubmed.ncbi.nlm.nih.gov/29431006	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
31613630	cell survival/drug effects	reactive oxygen species/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31613630/"", ""31613630"")"	https://pubmed.ncbi.nlm.nih.gov/31613630	pmid-ferroptosi-set.txt
31613630	cell survival/drug effects	receptor endothelin b/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31613630/"", ""31613630"")"	https://pubmed.ncbi.nlm.nih.gov/31613630	pmid-ferroptosi-set.txt
33649848	cell survival/drug effects	receptors androgen/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33649848/"", ""33649848"")"	https://pubmed.ncbi.nlm.nih.gov/33649848	pmid-ferroptosi-set.txt
33878610	cell survival/drug effects	rna small interfering	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33878610/"", ""33878610"")"	https://pubmed.ncbi.nlm.nih.gov/33878610	pmid-ferroptosi-set.txt
33634378	cell survival/drug effects	thioredoxins/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33634378/"", ""33634378"")"	https://pubmed.ncbi.nlm.nih.gov/33634378	pmid-ferroptosi-set.txt
33878610	cell survival/drug effects	transferrin/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33878610/"", ""33878610"")"	https://pubmed.ncbi.nlm.nih.gov/33878610	pmid-ferroptosi-set.txt
33197601	cell survival/drug effects	tumor suppressor protein p53/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33197601/"", ""33197601"")"	https://pubmed.ncbi.nlm.nih.gov/33197601	pmid-ferroptosi-set.txt
24736663	cell survival/drug effects	receptor trka/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/24736663/"", ""24736663"")"	https://pubmed.ncbi.nlm.nih.gov/24736663	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
29066898	cell survival/drug effects	antineoplastic agents/chemistry	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/29066898/"", ""29066898"")"	https://pubmed.ncbi.nlm.nih.gov/29066898	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
34473493	cell survival/drug effects	antineoplastic agents/chemistry	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34473493/"", ""34473493"")"	https://pubmed.ncbi.nlm.nih.gov/34473493	pmid-ferroptosi-set.txt
33649848	cell survival/drug effects	gene expression regulation neoplastic/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33649848/"", ""33649848"")"	https://pubmed.ncbi.nlm.nih.gov/33649848	pmid-ferroptosi-set.txt
24736663	cell survival/drug effects	gene expression regulation neoplastic/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/24736663/"", ""24736663"")"	https://pubmed.ncbi.nlm.nih.gov/24736663	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
24736663	cell survival/drug effects	protein isoforms/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/24736663/"", ""24736663"")"	https://pubmed.ncbi.nlm.nih.gov/24736663	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
29431006	cell survival/drug effects	leukemia myeloid/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/29431006/"", ""29431006"")"	https://pubmed.ncbi.nlm.nih.gov/29431006	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
29066898	cell survival/drug effects	cell differentiation/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/29066898/"", ""29066898"")"	https://pubmed.ncbi.nlm.nih.gov/29066898	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
29431006	cell survival/drug effects	cell differentiation/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/29431006/"", ""29431006"")"	https://pubmed.ncbi.nlm.nih.gov/29431006	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
24736663	cell survival/drug effects	cell differentiation/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/24736663/"", ""24736663"")"	https://pubmed.ncbi.nlm.nih.gov/24736663	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
24736663	cell survival/drug effects	superoxide dismutase/deficiency	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/24736663/"", ""24736663"")"	https://pubmed.ncbi.nlm.nih.gov/24736663	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
24736663	cell survival/drug effects	cell death/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/24736663/"", ""24736663"")"	https://pubmed.ncbi.nlm.nih.gov/24736663	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
24736663	cell survival/drug effects	phenotype	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/24736663/"", ""24736663"")"	https://pubmed.ncbi.nlm.nih.gov/24736663	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
29431006	cell survival/drug effects	cytostatic agents/chemistry	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/29431006/"", ""29431006"")"	https://pubmed.ncbi.nlm.nih.gov/29431006	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
29431006	cell survival/drug effects	hl-60 cells	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/29431006/"", ""29431006"")"	https://pubmed.ncbi.nlm.nih.gov/29431006	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
24736663	cell survival/drug effects	oncogene proteins/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/24736663/"", ""24736663"")"	https://pubmed.ncbi.nlm.nih.gov/24736663	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
24736663	cell survival/drug effects	neuroblastoma/pathology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/24736663/"", ""24736663"")"	https://pubmed.ncbi.nlm.nih.gov/24736663	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
29431006	cell survival/drug effects	acute disease	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/29431006/"", ""29431006"")"	https://pubmed.ncbi.nlm.nih.gov/29431006	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
24736663	cell survival/drug effects	spheroids cellular/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/24736663/"", ""24736663"")"	https://pubmed.ncbi.nlm.nih.gov/24736663	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
29066898	cell survival/drug effects	silver/chemistry	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/29066898/"", ""29066898"")"	https://pubmed.ncbi.nlm.nih.gov/29066898	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
29066898	cell survival/drug effects	F9	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/29066898/"", ""29066898"")"	https://pubmed.ncbi.nlm.nih.gov/29066898	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
24736663	cell survival/drug effects	NGF	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/24736663/"", ""24736663"")"	https://pubmed.ncbi.nlm.nih.gov/24736663	('cell differentiation', 'neoplastic stem cells/drug effects', 'reactive oxygen species/metabolism')
33634378	mptp poisoning/drug therapy	pc12 cells	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33634378/"", ""33634378"")"	https://pubmed.ncbi.nlm.nih.gov/33634378	pmid-ferroptosi-set.txt
33634378	mptp poisoning/drug therapy	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33634378/"", ""33634378"")"	https://pubmed.ncbi.nlm.nih.gov/33634378	pmid-ferroptosi-set.txt
33634378	mptp poisoning/drug therapy	thioredoxins/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33634378/"", ""33634378"")"	https://pubmed.ncbi.nlm.nih.gov/33634378	pmid-ferroptosi-set.txt
32884256	pc12 cells	MAPK8	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	pc12 cells	anthracenes/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	pc12 cells	cerebral cortex/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	pc12 cells	cyclohexylamines/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	pc12 cells	lung/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	pc12 cells	neurons/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	pc12 cells	neurotoxicity syndromes/etiology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	pc12 cells	phenylenediamines/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
33634378	pc12 cells	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33634378/"", ""33634378"")"	https://pubmed.ncbi.nlm.nih.gov/33634378	pmid-ferroptosi-set.txt
33634378	pc12 cells	thioredoxins/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33634378/"", ""33634378"")"	https://pubmed.ncbi.nlm.nih.gov/33634378	pmid-ferroptosi-set.txt
32884256	pc12 cells	zinc oxide/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
33634378	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	thioredoxins/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33634378/"", ""33634378"")"	https://pubmed.ncbi.nlm.nih.gov/33634378	pmid-ferroptosi-set.txt
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	hyperalgesia/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	morphine/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	oxidative stress/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	spiro compounds/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	neurons/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	receptors transferrin/biosynthesis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	superoxide dismutase/biosynthesis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	inflammation	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	malondialdehyde/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	gene expression regulation/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	iron overload/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	cyclooxygenase 2/biosynthesis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	cation transport proteins/biosynthesis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	quinoxalines/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	spinal cord/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
31682397	phospholipid hydroperoxide glutathione peroxidase/biosynthesis	drug tolerance/physiology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31682397/"", ""31682397"")"	https://pubmed.ncbi.nlm.nih.gov/31682397	('TFRC', 'iron overload/drug therapy', 'iron/metabolism')
34229160	ACSL4	GPX4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34229160/"", ""34229160"")"	https://pubmed.ncbi.nlm.nih.gov/34229160	pmid-ferroptosi-set.txt
35855531	ACSL4	GPX4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35855531/"", ""35855531"")"	https://pubmed.ncbi.nlm.nih.gov/35855531	pmid-ferroptosi-set.txt
33121683	ACSL4	GPX4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33121683/"", ""33121683"")"	https://pubmed.ncbi.nlm.nih.gov/33121683	pmid-ferroptosi-set.txt
34482070	ACSL4	GPX4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34482070/"", ""34482070"")"	https://pubmed.ncbi.nlm.nih.gov/34482070	pmid-ferroptosi-set.txt
37060026	ACSL4	GPX4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/37060026/"", ""37060026"")"	https://pubmed.ncbi.nlm.nih.gov/37060026	pmid-ferroptosi-set.txt
35855531	ACSL4	IFNG	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35855531/"", ""35855531"")"	https://pubmed.ncbi.nlm.nih.gov/35855531	pmid-ferroptosi-set.txt
34229160	ACSL4	MCU	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34229160/"", ""34229160"")"	https://pubmed.ncbi.nlm.nih.gov/34229160	pmid-ferroptosi-set.txt
35855531	ACSL4	NOX1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35855531/"", ""35855531"")"	https://pubmed.ncbi.nlm.nih.gov/35855531	pmid-ferroptosi-set.txt
37060026	ACSL4	SLC39A14	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/37060026/"", ""37060026"")"	https://pubmed.ncbi.nlm.nih.gov/37060026	pmid-ferroptosi-set.txt
37060026	ACSL4	TFRC	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/37060026/"", ""37060026"")"	https://pubmed.ncbi.nlm.nih.gov/37060026	pmid-ferroptosi-set.txt
