entity	category	node_weight	occurrence	repGM	repGT
cell survival	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
coenzyme a ligases/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
glutathione/metabolism	MESH	0.0909090909090909	3	3.3588779532026596	93.93939393939394
iron/metabolism	MESH	0.1212121212121212	4	3.3588779532026596	93.93939393939394
lymph/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
melanoma/blood	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
neoplasm metastasis/drug therapy	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
oleic acid/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
oxidative stress/drug effects	MESH	0.074074074074074	2	3.3588779532026596	93.93939393939394
phospholipid hydroperoxide glutathione peroxidase/metabolism	MESH	0.0606060606060606	2	3.3588779532026596	93.93939393939394
autophagy-related proteins/genetics	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
cell cycle/drug effects	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
flavonolignans/pharmacology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
glutathione peroxidase/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
host-pathogen interactions	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
iron chelating agents/pharmacology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
precursor cell lymphoblastic leukemia-lymphoma/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
tuberculosis/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
ferritins/blood	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
genetic variation	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
hemeproteins/toxicity	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
listeriosis/etiology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
liver x receptors/agonists	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
malaria/genetics	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
transferrin/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
tumor suppressor protein p53/genetics	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
cells cultured	MESH	0.0606060606060606	2	3.3588779532026596	93.93939393939394
autophagy/drug effects	MESH	0.0606060606060606	2	3.3588779532026596	93.93939393939394
macrophages/drug effects	MESH	0.1212121212121212	4	3.3588779532026596	93.93939393939394
bacterial toxins/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
endothelial cells/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
heart ventricles/diagnostic imaging	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
hemodynamics/drug effects	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
hmgb1 protein/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
hypertension pulmonary/chemically induced	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
inflammasomes/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
inflammation/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
lung/blood supply	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
macrophages/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
monocrotaline/toxicity	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
nlr family pyrin domain-containing 3 protein/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
toll-like receptor 4/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
cd8-positive t-lymphocytes/drug effects	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
endoplasmic reticulum/drug effects	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
neoplasms/drug therapy	MESH	0.0606060606060606	2	3.3588779532026596	93.93939393939394
antineoplastic agents/chemistry	MESH	0.0909090909090909	3	3.3588779532026596	93.93939393939394
biological products/chemistry	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
dichloroacetic acid/chemistry	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
drug synergism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
energy metabolism/drug effects	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
macrophages/cytology	MESH	0.0606060606060606	2	3.3588779532026596	93.93939393939394
protein kinase inhibitors/chemistry	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
pyruvate dehydrogenase acetyl-transferring kinase/antagonists &amp; inhibitors	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
saponins/chemistry	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
mitochondria/drug effects	MESH	0.074074074074074	2	3.3588779532026596	93.93939393939394
leukemia lymphocytic chronic b-cell/immunology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
heterografts/drug effects	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
vidarabine/analogs &amp; derivatives	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
trisaccharides/chemistry	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
tissue distribution	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
cytokines/metabolism	MESH	0.0606060606060606	2	3.3588779532026596	93.93939393939394
drug interactions	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
ileum/drug effects	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
necroptosis/drug effects	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
radiation-protective agents/pharmacology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
small molecule libraries/pharmacology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
adjuvants immunologic/chemistry	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
dextrans/chemistry	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
ferric compounds/chemistry	MESH	0.0909090909090909	3	3.3588779532026596	93.93939393939394
gels/chemistry	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
gold/chemistry	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
urinary bladder neoplasms/pathology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
actins/metabolism	MESH	0.0333333333333333	1	3.3588779532026596	93.93939393939394
amino acid transport system y+/metabolism	MESH	0.0606060606060606	2	3.3588779532026596	93.93939393939394
cell line	MESH	0.0333333333333333	1	3.3588779532026596	93.93939393939394
collagen type i/metabolism	MESH	0.0333333333333333	1	3.3588779532026596	93.93939393939394
hepatic stellate cells/drug effects	MESH	0.0333333333333333	1	3.3588779532026596	93.93939393939394
hepatocytes/drug effects	MESH	0.0333333333333333	1	3.3588779532026596	93.93939393939394
hypoxia-inducible factor 1 alpha subunit/metabolism	MESH	0.0333333333333333	1	3.3588779532026596	93.93939393939394
liver cirrhosis/drug therapy	MESH	0.0333333333333333	1	3.3588779532026596	93.93939393939394
sorafenib/pharmacology	MESH	0.0333333333333333	1	3.3588779532026596	93.93939393939394
cysteine/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
fusion regulatory protein 1 heavy chain/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
interferon-gamma/immunology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
melanoma/genetics	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
nivolumab/therapeutic use	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
cd8-positive t-lymphocytes/immunology	MESH	0.0909090909090909	3	3.3588779532026596	93.93939393939394
b7-h1 antigen/antagonists &amp; inhibitors	MESH	0.0606060606060606	2	3.3588779532026596	93.93939393939394
aniline compounds/chemistry	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
b7-h1 antigen/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
benzylidene compounds/chemistry	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
exosomes/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
immunogenic cell death/drug effects	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
interferon-gamma/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
metal-organic frameworks/chemistry	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
phenol/chemistry	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
programmed cell death 1 receptor/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
amino acid transport system y+/genetics	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
antineoplastic agents immunological/administration &amp; dosage	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
cell survival/drug effects	MESH	0.1111111111111111	3	3.3588779532026596	93.93939393939394
lipid metabolism/drug effects	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
sulfasalazine/administration &amp; dosage	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
gene expression	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
inflammation mediators/antagonists &amp; inhibitors	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
lipopolysaccharides/toxicity	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
microglia/drug effects	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
nf-e2-related factor 2/biosynthesis	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
raw 264.7 cells	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
antibodies monoclonal humanized/pharmacology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
cd36 antigens/antagonists &amp; inhibitors	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
fatty acids/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
tumor microenvironment	MESH	0.0606060606060606	2	3.3588779532026596	93.93939393939394
asparaginase	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
tumor suppressor protein p53/metabolism	MESH	0.0606060606060606	2	3.3588779532026596	93.93939393939394
cisplatin	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
diterpenes/pharmacology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
killer cells natural/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
lymphoma t-cell	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
aniline compounds/pharmacology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
benzylidene compounds/pharmacology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
exosomes/drug effects	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
hyaluronic acid/chemistry	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
immune checkpoint inhibitors/pharmacology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
immunologic memory	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
skin neoplasms/drug therapy	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
t-lymphocytes cytotoxic/drug effects	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
tumor escape/drug effects	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
cell line tumor/transplantation	MESH	0.0606060606060606	2	3.3588779532026596	93.93939393939394
colonic neoplasms/drug therapy	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
heme oxygenase-1/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
membrane proteins/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
myeloid-derived suppressor cells/immunology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
neutral ceramidase/antagonists &amp; inhibitors	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
t-lymphocytes/immunology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
tumor microenvironment/drug effects	MESH	0.1818181818181818	6	3.3588779532026596	93.93939393939394
biomarkers tumor	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
carcinoma pancreatic ductal/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
cell transformation neoplastic/genetics	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
diet	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
dna	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
macrophages	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
membrane proteins/genetics	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
pancreas/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
pancreatitis/genetics	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
phospholipid hydroperoxide glutathione peroxidase/genetics	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
proto-oncogene proteins p21(ras)/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
quinoxalines/pharmacology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
spiro compounds/pharmacology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
antibodies neutralizing/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
benzylamines	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
chemokine cxcl12/metabolism	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
cyclams	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
cytarabine/pharmacology	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
leukemia myeloid acute/drug therapy	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
receptors cxcr4/antagonists &amp; inhibitors	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
transforming growth factor beta/antagonists &amp; inhibitors	MESH	0.0303030303030303	1	3.3588779532026596	93.93939393939394
