kw1	kw2	pg	crit_p	edge_weight	inv_edge_weight	R1C1	iteration
antioxidants/pharmacology	cystine/antagonists &amp; inhibitors	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
antioxidants/pharmacology	dose-response relationship drug	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
antioxidants/pharmacology	folic acid antagonists/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
antioxidants/pharmacology	methotrexate/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
antioxidants/pharmacology	oxidative stress	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
antioxidants/pharmacology	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
antioxidants/pharmacology	piperazines/pharmacology	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
antioxidants/pharmacology	tetrahydrofolate dehydrogenase/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
antioxidants/pharmacology	vitamin e/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
biopterins/analogs &amp; derivatives	antineoplastic agents/pharmacology	0.0057503256328302	0.0086565539193184	0.0886075949367088	0.5839154963972442	1	2
biopterins/analogs &amp; derivatives	reactive oxygen species/metabolism	0.0047751294388702	0.0071792222967029	0.1029411764705882	0.5011717509037003	1	1
biopterins/analogs &amp; derivatives	jurkat cells	0.0012969225227602	0.0028666732591499	0.074074074074074	0.491090027111315	1	0
biopterins/analogs &amp; derivatives	carbolines/pharmacology	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
biopterins/analogs &amp; derivatives	cell proliferation/drug effects	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
biopterins/analogs &amp; derivatives	cystine/antagonists &amp; inhibitors	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
biopterins/analogs &amp; derivatives	dose-response relationship drug	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
biopterins/analogs &amp; derivatives	folic acid antagonists/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
biopterins/analogs &amp; derivatives	methotrexate/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
biopterins/analogs &amp; derivatives	oxidative stress	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
biopterins/analogs &amp; derivatives	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
biopterins/analogs &amp; derivatives	piperazines/pharmacology	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
biopterins/analogs &amp; derivatives	tetrahydrofolate dehydrogenase/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
biopterins/analogs &amp; derivatives	vitamin e/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
carbolines/pharmacology	cell survival/drug effects	0.0035798874138834	0.0054954767874054	0.0869183494293239	0.5011717509037003	1	1
carbolines/pharmacology	jurkat cells	6.858577486745787e-05	0.0001406852456997	0.0583845478489903	0.5011717509037003	1	1
carbolines/pharmacology	cell proliferation/drug effects	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
carbolines/pharmacology	cystine/antagonists &amp; inhibitors	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
carbolines/pharmacology	dose-response relationship drug	6.63710797654815e-07	3.54468013480472e-06	0.0028490028490028	0.178864212567384	2	0
carbolines/pharmacology	folic acid antagonists/pharmacology	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
carbolines/pharmacology	gene expression	5.14974610709151e-05	0.0001657520944568	0.074074074074074	0.491090027111315	1	0
carbolines/pharmacology	inflammation mediators/antagonists &amp; inhibitors	5.14974610709151e-05	0.0001657520944568	0.074074074074074	0.491090027111315	1	0
carbolines/pharmacology	lipopolysaccharides/toxicity	5.14974610709151e-05	0.0001657520944568	0.074074074074074	0.491090027111315	1	0
carbolines/pharmacology	methotrexate/pharmacology	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
carbolines/pharmacology	microglia/drug effects	5.14974610709151e-05	0.0001657520944568	0.074074074074074	0.491090027111315	1	0
carbolines/pharmacology	nf-e2-related factor 2/biosynthesis	5.14974610709151e-05	0.0001657520944568	0.074074074074074	0.491090027111315	1	0
carbolines/pharmacology	oxidative stress	1.8945319161467467e-05	4.176594968632339e-05	0.0583845478489903	0.5011717509037003	1	1
carbolines/pharmacology	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
carbolines/pharmacology	piperazines/pharmacology	1.8945319161467467e-05	4.176594968632339e-05	0.0583845478489903	0.5011717509037003	1	1
carbolines/pharmacology	raw 264.7 cells	5.14974610709151e-05	0.0001657520944568	0.074074074074074	0.491090027111315	1	0
carbolines/pharmacology	tetrahydrofolate dehydrogenase/genetics	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
carbolines/pharmacology	vitamin e/pharmacology	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
cell proliferation/drug effects	phenotype	0.0021227254844603	0.003419549010368	0.0583845478489903	0.5011717509037003	1	1
cell proliferation/drug effects	apoptosis/drug effects	0.0035478824308358	0.0054647911845691	0.0869183494293239	0.5011717509037003	1	1
cell proliferation/drug effects	jurkat cells	0.0012969225227602	0.0028666732591499	0.074074074074074	0.491090027111315	1	0
cell proliferation/drug effects	cystine/antagonists &amp; inhibitors	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
cell proliferation/drug effects	dose-response relationship drug	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
cell proliferation/drug effects	folic acid antagonists/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
cell proliferation/drug effects	methotrexate/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
cell proliferation/drug effects	oxidative stress	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
cell proliferation/drug effects	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
cell proliferation/drug effects	piperazines/pharmacology	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
cell proliferation/drug effects	tetrahydrofolate dehydrogenase/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
cell proliferation/drug effects	vitamin e/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
cystine/antagonists &amp; inhibitors	antineoplastic agents/pharmacology	0.0057503256328302	0.0086565539193184	0.0886075949367088	0.5839154963972442	1	2
cystine/antagonists &amp; inhibitors	reactive oxygen species/metabolism	0.0047751294388702	0.0071792222967029	0.1029411764705882	0.5011717509037003	1	1
cystine/antagonists &amp; inhibitors	jurkat cells	0.0012969225227602	0.0028666732591499	0.074074074074074	0.491090027111315	1	0
cystine/antagonists &amp; inhibitors	dose-response relationship drug	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
cystine/antagonists &amp; inhibitors	folic acid antagonists/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
cystine/antagonists &amp; inhibitors	methotrexate/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
cystine/antagonists &amp; inhibitors	oxidative stress	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
cystine/antagonists &amp; inhibitors	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
cystine/antagonists &amp; inhibitors	piperazines/pharmacology	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
cystine/antagonists &amp; inhibitors	tetrahydrofolate dehydrogenase/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
cystine/antagonists &amp; inhibitors	vitamin e/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
folic acid antagonists/pharmacology	antineoplastic agents/pharmacology	0.0057503256328302	0.0086565539193184	0.0886075949367088	0.5839154963972442	1	2
folic acid antagonists/pharmacology	reactive oxygen species/metabolism	0.0047751294388702	0.0071792222967029	0.1029411764705882	0.5011717509037003	1	1
folic acid antagonists/pharmacology	jurkat cells	0.0012969225227602	0.0028666732591499	0.074074074074074	0.491090027111315	1	0
folic acid antagonists/pharmacology	dose-response relationship drug	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
folic acid antagonists/pharmacology	methotrexate/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
folic acid antagonists/pharmacology	oxidative stress	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
folic acid antagonists/pharmacology	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
folic acid antagonists/pharmacology	piperazines/pharmacology	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
folic acid antagonists/pharmacology	tetrahydrofolate dehydrogenase/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
folic acid antagonists/pharmacology	vitamin e/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
methotrexate/pharmacology	antineoplastic agents/pharmacology	0.0057503256328302	0.0086565539193184	0.0886075949367088	0.5839154963972442	1	2
methotrexate/pharmacology	reactive oxygen species/metabolism	0.0047751294388702	0.0071792222967029	0.1029411764705882	0.5011717509037003	1	1
methotrexate/pharmacology	jurkat cells	0.0012969225227602	0.0028666732591499	0.074074074074074	0.491090027111315	1	0
methotrexate/pharmacology	dose-response relationship drug	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
methotrexate/pharmacology	oxidative stress	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
methotrexate/pharmacology	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
methotrexate/pharmacology	piperazines/pharmacology	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
methotrexate/pharmacology	tetrahydrofolate dehydrogenase/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
methotrexate/pharmacology	vitamin e/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
oxidative stress	ferric compounds/chemistry	9.999147524053507e-05	0.0002019839072854	0.0869183494293239	0.5011717509037003	1	1
oxidative stress	jurkat cells	2.6111905922165946e-05	5.628391872004912e-05	0.0583845478489903	0.5011717509037003	1	1
oxidative stress	dose-response relationship drug	0.0011968722590782	0.0020240640587102	0.0869183494293239	0.5011717509037003	1	1
oxidative stress	ascorbic acid/pharmacology	7.083931083951e-07	3.69485614090969e-06	0.074074074074074	0.491090027111315	1	0
oxidative stress	calreticulin/metabolism	7.083931083951e-07	3.69485614090969e-06	0.074074074074074	0.491090027111315	1	0
oxidative stress	neoplasms/diagnostic imaging	7.083931083951e-07	3.69485614090969e-06	0.074074074074074	0.491090027111315	1	0
oxidative stress	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
oxidative stress	piperazines/pharmacology	6.2961706775999104e-06	1.475144009361182e-05	0.0583845478489903	0.5011717509037003	1	1
oxidative stress	t-lymphocytes cytotoxic/metabolism	7.083931083951e-07	3.69485614090969e-06	0.074074074074074	0.491090027111315	1	0
oxidative stress	tetrahydrofolate dehydrogenase/genetics	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
oxidative stress	vitamin e/pharmacology	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	antineoplastic agents/pharmacology	0.0057503256328302	0.0086565539193184	0.0886075949367088	0.5839154963972442	1	2
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	reactive oxygen species/metabolism	0.0047751294388702	0.0071792222967029	0.1029411764705882	0.5011717509037003	1	1
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	jurkat cells	0.0012969225227602	0.0028666732591499	0.074074074074074	0.491090027111315	1	0
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	dose-response relationship drug	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	piperazines/pharmacology	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	tetrahydrofolate dehydrogenase/genetics	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	vitamin e/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
tetrahydrofolate dehydrogenase/genetics	antineoplastic agents/pharmacology	0.0057503256328302	0.0086565539193184	0.0886075949367088	0.5839154963972442	1	2
tetrahydrofolate dehydrogenase/genetics	reactive oxygen species/metabolism	0.0047751294388702	0.0071792222967029	0.1029411764705882	0.5011717509037003	1	1
tetrahydrofolate dehydrogenase/genetics	jurkat cells	0.0012969225227602	0.0028666732591499	0.074074074074074	0.491090027111315	1	0
tetrahydrofolate dehydrogenase/genetics	dose-response relationship drug	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
tetrahydrofolate dehydrogenase/genetics	piperazines/pharmacology	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
tetrahydrofolate dehydrogenase/genetics	vitamin e/pharmacology	1.90229000622821e-05	6.33368658790105e-05	0.037037037037037	0.491090027111315	1	0
vitamin e/pharmacology	antineoplastic agents/pharmacology	0.0057503256328302	0.0086565539193184	0.0886075949367088	0.5839154963972442	1	2
vitamin e/pharmacology	reactive oxygen species/metabolism	0.0047751294388702	0.0071792222967029	0.1029411764705882	0.5011717509037003	1	1
vitamin e/pharmacology	jurkat cells	0.0012969225227602	0.0028666732591499	0.074074074074074	0.491090027111315	1	0
vitamin e/pharmacology	dose-response relationship drug	0.0010636503730522	0.0023691137341409	0.074074074074074	0.491090027111315	1	0
vitamin e/pharmacology	piperazines/pharmacology	0.0005390447313372	0.0013092376221759	0.074074074074074	0.491090027111315	1	0
jurkat cells	glutathione/metabolism	0.0001918567172121	0.0003646346041525	0.0869183494293239	0.5011717509037003	1	1
jurkat cells	antineoplastic agents/pharmacology	0.0001806054803238	0.0003441636472961	0.0092186128182616	0.1868283063250888	2	1
jurkat cells	autophagy/drug effects	1.2099738516790914e-05	2.74687443616853e-05	0.0583845478489903	0.5011717509037003	1	1
jurkat cells	reactive oxygen species/metabolism	2.885827467058455e-05	6.207300557145242e-05	0.0092186128182616	0.1868283063250888	2	1
jurkat cells	autophagy-related proteins/genetics	0.0001347174188101	0.000411242646894	0.074074074074074	0.491090027111315	1	0
jurkat cells	cell cycle/drug effects	0.0001347174188101	0.000411242646894	0.074074074074074	0.491090027111315	1	0
jurkat cells	flavonolignans/pharmacology	0.0001347174188101	0.000411242646894	0.074074074074074	0.491090027111315	1	0
jurkat cells	glutathione peroxidase/metabolism	0.0001347174188101	0.000411242646894	0.074074074074074	0.491090027111315	1	0
jurkat cells	dose-response relationship drug	0.0026163058647299	0.0041447975536073	0.0869183494293239	0.5011717509037003	1	1
jurkat cells	piperazines/pharmacology	2.6111905922165946e-05	5.628391872004912e-05	0.0583845478489903	0.5011717509037003	1	1
jurkat cells	precursor cell lymphoblastic leukemia-lymphoma/metabolism	0.0001347174188101	0.000411242646894	0.074074074074074	0.491090027111315	1	0
colorectal neoplasms/metabolism	cytokines/metabolism	0.0027501892023392	0.0043310494425764	0.1470588235294117	0.5011717509037003	1	1
colorectal neoplasms/metabolism	macrophages/metabolism	0.001413355149255	0.0023329148675058	0.1029411764705882	0.5011717509037003	1	1
colorectal neoplasms/metabolism	hyperlipidemias	0.0	0.0	0.0147058823529411	0.5011717509037003	1	1
colorectal neoplasms/metabolism	lipoproteins ldl	0.0	0.0	0.0147058823529411	0.5011717509037003	1	1
colorectal neoplasms/metabolism	mannose receptor	0.0	0.0	0.0147058823529411	0.5011717509037003	1	1
colorectal neoplasms/metabolism	nitric oxide synthase type ii/metabolism	0.0	0.0	0.0147058823529411	0.5011717509037003	1	1
colorectal neoplasms/metabolism	scavenger receptors class e/genetics	0.0	0.0	0.0147058823529411	0.5011717509037003	1	1
cytokines/metabolism	hyperlipidemias	0.0027501892023392	0.0043310494425764	0.1470588235294117	0.5011717509037003	1	1
cytokines/metabolism	lipoproteins ldl	0.0027501892023392	0.0043310494425764	0.1470588235294117	0.5011717509037003	1	1
cytokines/metabolism	mannose receptor	0.0027501892023392	0.0043310494425764	0.1470588235294117	0.5011717509037003	1	1
cytokines/metabolism	nitric oxide synthase type ii/metabolism	0.0027501892023392	0.0043310494425764	0.1470588235294117	0.5011717509037003	1	1
cytokines/metabolism	scavenger receptors class e/genetics	0.0027501892023392	0.0043310494425764	0.1470588235294117	0.5011717509037003	1	1
cytokines/metabolism	antibodies monoclonal humanized/pharmacology	1.13608141667498e-05	4.7336725694791e-05	0.074074074074074	0.491090027111315	1	0
cytokines/metabolism	cd36 antigens/antagonists &amp; inhibitors	1.13608141667498e-05	4.7336725694791e-05	0.074074074074074	0.491090027111315	1	0
cytokines/metabolism	fatty acids/metabolism	1.13608141667498e-05	4.7336725694791e-05	0.074074074074074	0.491090027111315	1	0
cytokines/metabolism	multiple myeloma/drug therapy	1.13608141667498e-05	4.7336725694791e-05	0.074074074074074	0.491090027111315	1	0
cytokines/metabolism	apoptosis/drug effects	0.0005241692955735	0.0012925943513292	0.145299145299145	0.491090027111315	1	0
cytokines/metabolism	nf-kappa b/metabolism	0.0001822976772285	0.0003472959736036	0.0197541703248463	0.1868283063250888	2	1
cytokines/metabolism	cd8-positive t-lymphocytes/cytology	0.0032746267628741	0.0068319551167878	0.145299145299145	0.491090027111315	1	0
cytokines/metabolism	phenotype	0.0021439631343553	0.0034529851199831	0.0197541703248463	0.1868283063250888	2	1
cytokines/metabolism	bone marrow/drug effects	4.985667878543151e-09	4.50418593388634e-08	0.074074074074074	0.491090027111315	1	0
cytokines/metabolism	cancer-associated fibroblasts/pathology	0.0058604211555792	0.0086263377330122	0.1470588235294117	0.5011717509037003	1	1
cytokines/metabolism	drug interactions	4.985667878543151e-09	4.50418593388634e-08	0.074074074074074	0.491090027111315	1	0
cytokines/metabolism	ileum/drug effects	4.985667878543151e-09	4.50418593388634e-08	0.074074074074074	0.491090027111315	1	0
cytokines/metabolism	metabolic reprogramming	0.0058604211555792	0.0086263377330122	0.1470588235294117	0.5011717509037003	1	1
cytokines/metabolism	necroptosis/drug effects	4.985667878543151e-09	4.50418593388634e-08	0.074074074074074	0.491090027111315	1	0
cytokines/metabolism	radiation-protective agents/pharmacology	4.985667878543151e-09	4.50418593388634e-08	0.074074074074074	0.491090027111315	1	0
cytokines/metabolism	small molecule libraries/pharmacology	4.985667878543151e-09	4.50418593388634e-08	0.074074074074074	0.491090027111315	1	0
cytokines/metabolism	tumor microenvironment	0.0045084315169171	0.0090921080661055	0.145299145299145	0.491090027111315	1	0
cytokines/metabolism	diet high-fat	3.3522269418106987e-06	8.064924636440845e-06	0.0023944448878601	0.054769758680606	3	1
macrophages/metabolism	hyperlipidemias	0.001413355149255	0.0023329148675058	0.1029411764705882	0.5011717509037003	1	1
macrophages/metabolism	lipoproteins ldl	0.001413355149255	0.0023329148675058	0.1029411764705882	0.5011717509037003	1	1
macrophages/metabolism	mannose receptor	0.001413355149255	0.0023329148675058	0.1029411764705882	0.5011717509037003	1	1
macrophages/metabolism	nitric oxide synthase type ii/metabolism	0.001413355149255	0.0023329148675058	0.1029411764705882	0.5011717509037003	1	1
macrophages/metabolism	scavenger receptors class e/genetics	0.001413355149255	0.0023329148675058	0.1029411764705882	0.5011717509037003	1	1
macrophages/metabolism	cells cultured	0.0038613323464813	0.0078913768885101	0.074074074074074	0.491090027111315	1	0
macrophages/metabolism	toll-like receptor 4/metabolism	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0
macrophages/metabolism	bacterial toxins/metabolism	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0
macrophages/metabolism	endothelial cells/metabolism	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0
macrophages/metabolism	heart ventricles/diagnostic imaging	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0
