KW1	KW2	P.value	adj.P.value	FisherP.value	ztPois.cdf	Raw.CO.Occurrence	Expansion
antioxidants/pharmacology	mitochondria/drug effects	0.0004150563385957	0.000629943510003	0.09090909090909091	0.9090909090909091	1	2
antioxidants/pharmacology	nf-e2-related factor 2/genetics	1.5365486660812172e-13	4.262067288694583e-13	0.3333333333333333	0.6666666666666667	1	2
antioxidants/pharmacology	biopterin/analogs & derivatives	0.0001016664585374	0.0002975184902435	0.5	0.5	1	0
antioxidants/pharmacology	carbolines/pharmacology	0.0025132305533815	0.0049369209089099	0.2	0.8	1	0
antioxidants/pharmacology	cell proliferation/drug effects	0.0001016664585374	0.0002975184902435	0.029411764705882353	0.9705882352941176	1	0
antioxidants/pharmacology	cystine/antagonists & inhibitors	0.0001016664585374	0.0002975184902435	0.5	0.5	1	0
antioxidants/pharmacology	dose-response relationship drug	0.0025132305533815	0.0049369209089099	0.0625	0.9375	1	0
antioxidants/pharmacology	folic acid antagonists/pharmacology	0.0001016664585374	0.0002975184902435	0.5	0.5	1	0
antioxidants/pharmacology	methotrexate/pharmacology	0.0001016664585374	0.0002975184902435	0.5	0.5	1	0
antioxidants/pharmacology	oxidative stress	0.0013600466943911	0.0031878968894617	0.2	0.8	1	0
antioxidants/pharmacology	phospholipid hydroperoxide glutathione peroxidase/antagonists & inhibitors	0.0001016664585374	0.0002975184902435	0.5	0.5	1	0
antioxidants/pharmacology	piperazines/pharmacology	0.0016934650938131	0.0034552954731629	0.3333333333333333	0.6666666666666667	1	0
antioxidants/pharmacology	tetrahydrofolate dehydrogenase/genetics	0.0001016664585374	0.0002975184902435	0.5	0.5	1	0
antioxidants/pharmacology	vitamin e/pharmacology	0.0001016664585374	0.0002975184902435	0.5	0.5	1	0
antioxidants/pharmacology	oocytes/drug effects	0.0	0.0	0.5	0.5	1	2
antioxidants/pharmacology	palmitic acid/toxicity	0.0	0.0	0.5	0.5	1	2
antioxidants/pharmacology	chromans/pharmacology	0.0	0.0	0.5	0.5	1	2
antioxidants/pharmacology	blastocyst/drug effects	0.0	0.0	0.5	0.5	1	2
antioxidants/pharmacology	gene expression regulation developmental	0.0	0.0	0.5	0.5	1	2
antioxidants/pharmacology	mitochondrial proteins/genetics	0.0	0.0	0.5	0.5	1	2
biopterin/analogs & derivatives	ferroptosis/drug effects	0.0019779637384016	0.0027904934107762	0.034482758620689655	0.9655172413793104	1	2
biopterin/analogs & derivatives	jurkat cells	0.0030040974835994	0.0057160317609507	0.05555555555555555	0.9444444444444444	1	0
biopterin/analogs & derivatives	reactive oxygen species/metabolism	0.0006109974241211	0.0009120347068696	0.05	0.95	1	2
biopterin/analogs & derivatives	carbolines/pharmacology	0.0025132305533815	0.0049369209089099	0.25	0.75	1	0
biopterin/analogs & derivatives	cell proliferation/drug effects	0.0001016664585374	0.0002975184902435	0.030303030303030304	0.9696969696969697	1	0
biopterin/analogs & derivatives	cystine/antagonists & inhibitors	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
biopterin/analogs & derivatives	dose-response relationship drug	0.0025132305533815	0.0049369209089099	0.06666666666666667	0.9333333333333333	1	0
biopterin/analogs & derivatives	folic acid antagonists/pharmacology	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
biopterin/analogs & derivatives	methotrexate/pharmacology	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
biopterin/analogs & derivatives	oxidative stress	0.0013600466943911	0.0031878968894617	0.25	0.75	1	0
biopterin/analogs & derivatives	phospholipid hydroperoxide glutathione peroxidase/antagonists & inhibitors	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
biopterin/analogs & derivatives	piperazines/pharmacology	0.0016934650938131	0.0034552954731629	0.5	0.5	1	0
biopterin/analogs & derivatives	tetrahydrofolate dehydrogenase/genetics	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
biopterin/analogs & derivatives	vitamin e/pharmacology	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
biopterin/analogs & derivatives	antineoplastic agents/pharmacology	0.0023618464324739	0.0033019539340273	0.043478260869565216	0.9565217391304348	1	2
cell proliferation/drug effects	carcinoma non-small-cell lung/drug therapy	0.0002494554907392	0.0003881171089883	0.08823529411764706	0.9117647058823529	3	2
cell proliferation/drug effects	adaptor proteins signal transducing/metabolism	0.005905609968922	0.0078568559696672	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	antineoplastic agents phytogenic/pharmacology	7.083720052192266e-05	0.0001169405852076	0.06060606060606061	0.9393939393939394	2	2
cell proliferation/drug effects	cell cycle proteins/metabolism	0.005905609968922	0.0078568559696672	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	chalcones/pharmacology	0.005905609968922	0.0078568559696672	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	jurkat cells	0.0030040974835994	0.0057160317609507	0.0625	0.9375	1	0
cell proliferation/drug effects	adjuvants immunologic/administration & dosage	0.0042670356704456	0.0057883180396351	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	antigens neoplasm/immunology	0.0042670356704456	0.0057883180396351	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	cisplatin/administration & dosage	0.0042670356704456	0.0057883180396351	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	drug synergism	0.0075500903924231	0.0099031629399069	0.08333333333333333	0.9166666666666666	3	2
cell proliferation/drug effects	lymphocytes tumor-infiltrating/drug effects	0.0029799046070858	0.0041154415542561	0.058823529411764705	0.9411764705882353	2	2
cell proliferation/drug effects	cell movement/drug effects	0.0001331897944336	0.0002133445074344	0.20454545454545456	0.7954545454545454	9	2
cell proliferation/drug effects	tumor escape/drug effects	0.0034066915771452	0.0046800984479856	0.058823529411764705	0.9411764705882353	2	2
cell proliferation/drug effects	cytokines/metabolism	0.0013565669545264	0.0019539082470275	0.15217391304347827	0.8478260869565217	7	2
cell proliferation/drug effects	multiple myeloma/drug therapy	2.9019952610731536e-05	4.949476514991336e-05	0.08823529411764706	0.9117647058823529	3	2
cell proliferation/drug effects	tumor microenvironment	0.000881351923969	0.0012949002917335	0.17647058823529413	0.8235294117647058	9	2
cell proliferation/drug effects	ceramides/pharmacology	0.0004071595539919	0.0006190188912963	0.06060606060606061	0.9393939393939394	2	2
cell proliferation/drug effects	macrophages/drug effects	0.0073122223460365	0.0096006375855237	0.12195121951219512	0.8780487804878049	5	2
cell proliferation/drug effects	apoptosis/drug effects	0.0002272383754081	0.0003545505672665	0.22988505747126436	0.7701149425287357	20	2
cell proliferation/drug effects	carbolines/pharmacology	0.0025132305533815	0.0049369209089099	0.027777777777777776	0.9722222222222222	1	0
cell proliferation/drug effects	cystine/antagonists & inhibitors	0.0001016664585374	0.0002975184902435	0.030303030303030304	0.9696969696969697	1	0
cell proliferation/drug effects	dose-response relationship drug	0.0025132305533815	0.0049369209089099	0.11627906976744186	0.8837209302325582	1	0
cell proliferation/drug effects	folic acid antagonists/pharmacology	0.0001016664585374	0.0002975184902435	0.030303030303030304	0.9696969696969697	1	0
cell proliferation/drug effects	methotrexate/pharmacology	0.0001016664585374	0.0002975184902435	0.030303030303030304	0.9696969696969697	1	0
cell proliferation/drug effects	oxidative stress	0.0013600466943911	0.0031878968894617	0.027777777777777776	0.9722222222222222	1	0
cell proliferation/drug effects	phospholipid hydroperoxide glutathione peroxidase/antagonists & inhibitors	0.0001016664585374	0.0002975184902435	0.030303030303030304	0.9696969696969697	1	0
cell proliferation/drug effects	piperazines/pharmacology	0.0016934650938131	0.0034552954731629	0.029411764705882353	0.9705882352941176	1	0
cell proliferation/drug effects	tetrahydrofolate dehydrogenase/genetics	0.0001016664585374	0.0002975184902435	0.030303030303030304	0.9696969696969697	1	0
cell proliferation/drug effects	vitamin e/pharmacology	0.0001016664585374	0.0002975184902435	0.030303030303030304	0.9696969696969697	1	0
cell proliferation/drug effects	mitogens/toxicity	0.0019084075394015	0.0026995295460817	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	antineoplastic agents/pharmacology	0.0003401494624776	0.0005220828119609	0.19148936170212766	0.8085106382978724	9	2
cell proliferation/drug effects	killer cells natural/cytology	0.0019084075394015	0.0026995295460817	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	docosahexaenoic acids/pharmacology	0.0042670356704456	0.0057883180396351	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	propionates/adverse effects	0.0019084075394015	0.0026995295460817	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	drugs chinese herbal/pharmacology	0.005905609968922	0.0078568559696672	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	chemokine cxcl12/metabolism	0.0061522995038896	0.0081727788510954	0.058823529411764705	0.9411764705882353	2	2
cell proliferation/drug effects	drug resistance neoplasm	0.0042407482316374	0.0057553292969107	0.08333333333333333	0.9166666666666666	3	2
cell proliferation/drug effects	integrin alpha4beta1/antagonists & inhibitors	0.0029395987475534	0.0040601601789383	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	killer cells natural/drug effects	0.0022380942569516	0.0031382487247442	0.058823529411764705	0.9411764705882353	2	2
cell proliferation/drug effects	burkitt lymphoma/drug therapy	0.005905609968922	0.0078568559696672	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	breast neoplasms/metabolism	0.0011564437228122	0.0016786493544351	0.06060606060606061	0.9393939393939394	2	2
cell proliferation/drug effects	tumor microenvironment/drug effects	0.0007064277774739	0.0010477424261236	0.20967741935483872	0.7903225806451613	13	2
cell proliferation/drug effects	carcinoma pancreatic ductal/drug therapy	0.0042670356704456	0.0057883180396351	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	cell adhesion/drug effects	0.0052026580557663	0.0069653905630509	0.08333333333333333	0.9166666666666666	3	2
cell proliferation/drug effects	dendritic cells/drug effects	0.0004071595539919	0.0006190188912963	0.06060606060606061	0.9393939393939394	2	2
cell proliferation/drug effects	tumor cells cultured	0.0007662990011474	0.0011332634542693	0.15	0.85	6	2
cell proliferation/drug effects	cytokines/immunology	0.0007879883943303	0.0011635735076758	0.06060606060606061	0.9393939393939394	2	2
cell proliferation/drug effects	immunologic factors/adverse effects	0.0019084075394015	0.0026995295460817	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	t-lymphocytes cytotoxic/cytology	0.0019084075394015	0.0026995295460817	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	mesenchymal stem cells/cytology	0.0006276696632776	0.000935392907147	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	caffeic acids/adverse effects	0.0019084075394015	0.0026995295460817	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	coumaric acids/adverse effects	0.0019084075394015	0.0026995295460817	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	th1 cells/immunology	0.005905609968922	0.0078568559696672	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	oligopeptides/pharmacology	0.0001849892364651	0.0002917767535116	0.06060606060606061	0.9393939393939394	2	2
cell proliferation/drug effects	antioxidants/adverse effects	0.0019084075394015	0.0026995295460817	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	piperidines/chemistry	0.005905609968922	0.0078568559696672	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	doxorubicin/administration & dosage	0.0006276696632776	0.000935392907147	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	amidines/pharmacology	0.005905609968922	0.0078568559696672	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	spleen/cytology	0.0019084075394015	0.0026995295460817	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	macrophages peritoneal/cytology	0.0019084075394015	0.0026995295460817	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	proteasome endopeptidase complex/chemistry	0.005905609968922	0.0078568559696672	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	mesenchymal stem cells/drug effects	0.0001849892364651	0.0002917767535116	0.06060606060606061	0.9393939393939394	2	2
cell proliferation/drug effects	proteasome inhibitors/pharmacology	0.0004071595539919	0.0006190188912963	0.06060606060606061	0.9393939393939394	2	2
cell proliferation/drug effects	glycogen synthase kinase 3 beta/metabolism	0.0049270547485427	0.0066166478749491	0.06060606060606061	0.9393939393939394	2	2
cell proliferation/drug effects	receptors estrogen/metabolism	0.0061522995038896	0.0081727788510954	0.058823529411764705	0.9411764705882353	2	2
cell proliferation/drug effects	phagocytosis/drug effects	0.0001210541341359	0.0001947378110938	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	stomach neoplasms/drug therapy	0.0019084075394015	0.0026995295460817	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	carcinogenesis/drug effects	0.0029395987475534	0.0040601601789383	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	natalizumab/pharmacology	0.0029395987475534	0.0040601601789383	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	antibody-dependent cell cytotoxicity/drug effects	0.0001210541341359	0.0001947378110938	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	cell-derived microparticles/drug effects	0.0029395987475534	0.0040601601789383	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	bone marrow/pathology	0.0029395987475534	0.0040601601789383	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	antibodies monoclonal humanized/administration & dosage	0.0001210541341359	0.0001947378110938	0.030303030303030304	0.9696969696969697	1	2
cell proliferation/drug effects	abietanes/pharmacology	0.0019084075394015	0.0026995295460817	0.030303030303030304	0.9696969696969697	1	2
cystine/antagonists & inhibitors	ferroptosis/drug effects	0.0019779637384016	0.0027904934107762	0.034482758620689655	0.9655172413793104	1	2
cystine/antagonists & inhibitors	jurkat cells	0.0030040974835994	0.0057160317609507	0.05555555555555555	0.9444444444444444	1	0
cystine/antagonists & inhibitors	reactive oxygen species/metabolism	0.0006109974241211	0.0009120347068696	0.05	0.95	1	2
cystine/antagonists & inhibitors	carbolines/pharmacology	0.0025132305533815	0.0049369209089099	0.25	0.75	1	0
cystine/antagonists & inhibitors	dose-response relationship drug	0.0025132305533815	0.0049369209089099	0.06666666666666667	0.9333333333333333	1	0
cystine/antagonists & inhibitors	folic acid antagonists/pharmacology	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
cystine/antagonists & inhibitors	methotrexate/pharmacology	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
cystine/antagonists & inhibitors	oxidative stress	0.0013600466943911	0.0031878968894617	0.25	0.75	1	0
cystine/antagonists & inhibitors	phospholipid hydroperoxide glutathione peroxidase/antagonists & inhibitors	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
cystine/antagonists & inhibitors	piperazines/pharmacology	0.0016934650938131	0.0034552954731629	0.5	0.5	1	0
cystine/antagonists & inhibitors	tetrahydrofolate dehydrogenase/genetics	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
cystine/antagonists & inhibitors	vitamin e/pharmacology	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
cystine/antagonists & inhibitors	antineoplastic agents/pharmacology	0.0023618464324739	0.0033019539340273	0.043478260869565216	0.9565217391304348	1	2
folic acid antagonists/pharmacology	ferroptosis/drug effects	0.0019779637384016	0.0027904934107762	0.034482758620689655	0.9655172413793104	1	2
folic acid antagonists/pharmacology	jurkat cells	0.0030040974835994	0.0057160317609507	0.05555555555555555	0.9444444444444444	1	0
folic acid antagonists/pharmacology	reactive oxygen species/metabolism	0.0006109974241211	0.0009120347068696	0.05	0.95	1	2
folic acid antagonists/pharmacology	carbolines/pharmacology	0.0025132305533815	0.0049369209089099	0.25	0.75	1	0
folic acid antagonists/pharmacology	dose-response relationship drug	0.0025132305533815	0.0049369209089099	0.06666666666666667	0.9333333333333333	1	0
folic acid antagonists/pharmacology	methotrexate/pharmacology	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
folic acid antagonists/pharmacology	oxidative stress	0.0013600466943911	0.0031878968894617	0.25	0.75	1	0
folic acid antagonists/pharmacology	phospholipid hydroperoxide glutathione peroxidase/antagonists & inhibitors	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
folic acid antagonists/pharmacology	piperazines/pharmacology	0.0016934650938131	0.0034552954731629	0.5	0.5	1	0
folic acid antagonists/pharmacology	tetrahydrofolate dehydrogenase/genetics	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
folic acid antagonists/pharmacology	vitamin e/pharmacology	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
folic acid antagonists/pharmacology	antineoplastic agents/pharmacology	0.0023618464324739	0.0033019539340273	0.043478260869565216	0.9565217391304348	1	2
methotrexate/pharmacology	ferroptosis/drug effects	0.0019779637384016	0.0027904934107762	0.034482758620689655	0.9655172413793104	1	2
methotrexate/pharmacology	jurkat cells	0.0030040974835994	0.0057160317609507	0.05555555555555555	0.9444444444444444	1	0
methotrexate/pharmacology	reactive oxygen species/metabolism	0.0006109974241211	0.0009120347068696	0.05	0.95	1	2
methotrexate/pharmacology	carbolines/pharmacology	0.0025132305533815	0.0049369209089099	0.25	0.75	1	0
methotrexate/pharmacology	dose-response relationship drug	0.0025132305533815	0.0049369209089099	0.06666666666666667	0.9333333333333333	1	0
methotrexate/pharmacology	oxidative stress	0.0013600466943911	0.0031878968894617	0.25	0.75	1	0
methotrexate/pharmacology	phospholipid hydroperoxide glutathione peroxidase/antagonists & inhibitors	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
methotrexate/pharmacology	piperazines/pharmacology	0.0016934650938131	0.0034552954731629	0.5	0.5	1	0
methotrexate/pharmacology	tetrahydrofolate dehydrogenase/genetics	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
methotrexate/pharmacology	vitamin e/pharmacology	0.0001016664585374	0.0002975184902435	1.0	0.0	1	0
