c1	c2	weight	query
13	3	9.67715526138883	b-lymphocytes/metabolism_BDKRB2_GPX4_phospholipid hydroperoxide glutathione peroxidase/metabolism
3	5	7.49985574136849	host-pathogen interactions_iron chelating agents/pharmacology_macrophages/drug effects_tuberculosis/metabolism
3	5	7.01691652738871	host-pathogen interactions_iron chelating agents/pharmacology_iron/metabolism_macrophages/drug effects
3	5	6.14548701058584	host-pathogen interactions_iron/metabolism_macrophages/drug effects_phospholipid hydroperoxide glutathione peroxidase/metabolism
3	6	7.49734524462168	cells cultured_host-pathogen interactions_iron chelating agents/pharmacology_tuberculosis/metabolism
3	6	6.31989146811138	cells cultured_host-pathogen interactions_iron chelating agents/pharmacology_phospholipid hydroperoxide glutathione peroxidase/metabolism
3	6	5.09423726270706	bacterial toxins/metabolism_cells cultured_host-pathogen interactions_iron chelating agents/pharmacology
3	7	6.16952747024445	antibodies monoclonal humanized/pharmacology_CD36_cd36 antigens/antagonists & inhibitors_tumor microenvironment
3	7	5.5186141246727	antibodies monoclonal humanized/pharmacology_CD36_cytokines/metabolism_tumor microenvironment
3	7	5.41502826453917	antibodies monoclonal humanized/pharmacology_CD36_cd8-positive t-lymphocytes/cytology_tumor microenvironment
3	8	5.60804734222773	bortezomib/pharmacology_GCLM_gene silencing/drug effects_glutathione/metabolism
4	5	7.35071247193752	cd8-positive t-lymphocytes/immunology_CD8A_endoplasmic reticulum/drug effects_SLC9A1
4	5	6.41286632381962	amino acid transport system y+/genetics_cd8-positive t-lymphocytes/immunology_CD8A_endoplasmic reticulum/drug effects
4	5	6.40726244630162	cd8-positive t-lymphocytes/immunology_CD8A_endoplasmic reticulum/drug effects_sulfasalazine/administration & dosage
4	7	8.89455342956666	adjuvants immunologic/chemistry_dextrans/chemistry_ferric compounds/chemistry_gels/chemistry
4	7	7.67039944328146	adjuvants immunologic/chemistry_ascorbic acid/pharmacology_ferric compounds/chemistry_gels/chemistry
4	7	7.62048429530684	cytokines/metabolism_drug interactions_ileum/drug effects_necroptosis/drug effects
4	9	7.48369324739242	bone marrow/drug effects_drug interactions_ileum/drug effects_necroptosis/drug effects
4	9	6.73974693566401	bone marrow/drug effects_drug interactions_multiple myeloma/genetics_mutant proteins/metabolism
4	9	6.52335820624138	bone marrow/drug effects_drug interactions_ileum/drug effects_multiple myeloma/genetics
5	7	7.24568796456451	cd8-positive t-lymphocytes/immunology_CD8A_fatty acids/metabolism_SLC9A1
5	7	6.3078418164466	amino acid transport system y+/genetics_cd8-positive t-lymphocytes/immunology_CD8A_fatty acids/metabolism
5	7	6.3022379389286	cd8-positive t-lymphocytes/immunology_CD8A_fatty acids/metabolism_sulfasalazine/administration & dosage
5	8	6.1522422277298	b7-h1 antigen/antagonists & inhibitors_cysteine/metabolism_fusion regulatory protein 1 heavy chain/metabolism_interferon-gamma/immunology
5	8	6.12313243646398	amino acid transport system y+/metabolism_bortezomib/pharmacology_gene silencing/drug effects_glutamate-cysteine ligase/genetics
5	8	5.4273830757176	b7-h1 antigen/antagonists & inhibitors_cysteine/metabolism_fusion regulatory protein 1 heavy chain/metabolism_SLC9A1
7	8	5.11996887285555	aniline compounds/pharmacology_benzylidene compounds/pharmacology_CD274_exosomes/drug effects
7	8	4.56289048737088	CD274_exosomes/drug effects_PDCD1_phenol/chemistry
7	8	4.54382748132138	aniline compounds/chemistry_CD274_exosomes/drug effects_PDCD1
7	9	5.64437884369587	bone marrow/drug effects_cytokines/metabolism_multiple myeloma/genetics_mutant proteins/metabolism
7	9	4.34504650966224	antibodies neutralizing/metabolism_bone marrow/drug effects_cytokines/metabolism_multiple myeloma/genetics
7	9	4.17500773049076	antibodies neutralizing/metabolism_benzylamines_bone marrow/drug effects_cytokines/metabolism
8	9	8.16888027510868	drug resistance neoplasm/drug effects_multiple myeloma/genetics_mutant proteins/metabolism_osteoprotegerin/genetics
8	9	6.35193861876416	bortezomib/pharmacology_drug resistance neoplasm/drug effects_multiple myeloma/genetics_mutant proteins/metabolism
8	9	6.35136255677627	basic-leucine zipper transcription factors/analysis_GGT1_HLF_tumor microenvironment/drug effects
