KW1	KW2	P.value	adj.P.value	FisherP.value	ztPois.cdf	Raw.CO.Occurrence	Expansion	PMIDlist
antioxidants/pharmacology	gene expression regulation neoplastic	0.000860920973641	0.0020021417991653	0.074074074074074	0.491090027111315	1	0	[32778843]
biopterins/analogs &amp; derivatives	gene expression regulation neoplastic	0.000860920973641	0.0020021417991653	0.074074074074074	0.491090027111315	1	0	[32778843]
carbolines/pharmacology	gene expression regulation neoplastic	0.0062713289823422	0.009135490816351	0.142669007901668	0.5011717509037	1	1	[32778843]
cell proliferation/drug effects	gene expression regulation neoplastic	0.000860920973641	0.0020021417991653	0.074074074074074	0.491090027111315	1	0	[32778843]
cystine/antagonists &amp; inhibitors	gene expression regulation neoplastic	0.000860920973641	0.0020021417991653	0.074074074074074	0.491090027111315	1	0	[32778843]
folic acid antagonists/pharmacology	gene expression regulation neoplastic	0.000860920973641	0.0020021417991653	0.074074074074074	0.491090027111315	1	0	[32778843]
gene expression regulation neoplastic	glioblastoma/genetics	1.62808224802857e-05	6.33368658790105e-05	0.074074074074074	0.491090027111315	1	0	[34062295]
gene expression regulation neoplastic	heat-shock proteins/genetics	1.62808224802857e-05	6.33368658790105e-05	0.074074074074074	0.491090027111315	1	0	[34062295]
gene expression regulation neoplastic	HSPB1	1.62808224802857e-05	6.33368658790105e-05	0.074074074074074	0.491090027111315	1	0	[34062295]
gene expression regulation neoplastic	hyaluronan receptors/genetics	1.62808224802857e-05	6.33368658790105e-05	0.074074074074074	0.491090027111315	1	0	[34062295]
gene expression regulation neoplastic	methotrexate/pharmacology	0.000860920973641	0.0020021417991653	0.074074074074074	0.491090027111315	1	0	[32778843]
gene expression regulation neoplastic	oxidative stress	0.0038089167063769	0.0058405019329489	0.142669007901668	0.5011717509037	1	1	[32778843]
gene expression regulation neoplastic	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	0.000860920973641	0.0020021417991653	0.074074074074074	0.491090027111315	1	0	[32778843]
gene expression regulation neoplastic	SLC40A1	1.62808224802857e-05	6.33368658790105e-05	0.074074074074074	0.491090027111315	1	0	[34062295]
gene expression regulation neoplastic	t-lymphocytes cytotoxic/immunology	1.62808224802857e-05	6.33368658790105e-05	0.074074074074074	0.491090027111315	1	0	[34062295]
gene expression regulation neoplastic	tetrahydrofolate dehydrogenase/genetics	0.000860920973641	0.0020021417991653	0.074074074074074	0.491090027111315	1	0	[32778843]
gene expression regulation neoplastic	vitamin e/pharmacology	0.000860920973641	0.0020021417991653	0.074074074074074	0.491090027111315	1	0	[32778843]
gene expression regulation neoplastic	jurkat cells	0.0035436383975111	0.0056105293672193	0.123336579032782	0.583915496397244	1	2	[32778843]
glioblastoma/genetics	heat-shock proteins/genetics	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
glioblastoma/genetics	HSPB1	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
glioblastoma/genetics	hyaluronan receptors/genetics	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
glioblastoma/genetics	SLC40A1	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
glioblastoma/genetics	t-lymphocytes cytotoxic/immunology	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
heat-shock proteins/genetics	HSPB1	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
heat-shock proteins/genetics	hyaluronan receptors/genetics	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
heat-shock proteins/genetics	SLC40A1	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
heat-shock proteins/genetics	t-lymphocytes cytotoxic/immunology	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
HSPB1	hyaluronan receptors/genetics	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
HSPB1	SLC40A1	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
HSPB1	t-lymphocytes cytotoxic/immunology	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
hyaluronan receptors/genetics	SLC40A1	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
hyaluronan receptors/genetics	t-lymphocytes cytotoxic/immunology	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
SLC40A1	t-lymphocytes cytotoxic/immunology	1.51878509768721e-12	3.21494655714812e-11	0.037037037037037	0.491090027111315	1	0	[34062295]
ACSL3	cell survival	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[32814895]
ACSL3	coenzyme a ligases/metabolism	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[32814895]
ACSL3	glutathione/metabolism	0.0001487376673323	0.0004423992156552	0.111111111111111	0.491090027111315	1	0	[32814895]
ACSL3	GPX4	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[32814895]
ACSL3	iron/metabolism	0.0021974525656576	0.0046720032554304	0.148148148148148	0.491090027111315	1	0	[32814895]
ACSL3	lymph/metabolism	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[32814895]
ACSL3	melanoma/blood	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[32814895]
ACSL3	neoplasm metastasis/drug therapy	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[32814895]
ACSL3	oleic acid/metabolism	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[32814895]
ACSL3	oxidative stress/drug effects	0.0009252229168602	0.0021093918702002	0.074074074074074	0.491090027111315	1	0	[32814895]
ACSL3	phospholipid hydroperoxide glutathione peroxidase/metabolism	1.13100478793537e-06	5.82577954709163e-06	0.074074074074074	0.491090027111315	1	0	[32814895]
cell survival	coenzyme a ligases/metabolism	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[32814895]
cell survival	glutathione/metabolism	0.0001487376673323	0.0004423992156552	0.111111111111111	0.491090027111315	1	0	[32814895]
cell survival	iron/metabolism	0.0021974525656576	0.0046720032554304	0.148148148148148	0.491090027111315	1	0	[32814895]
cell survival	lymph/metabolism	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[32814895]
cell survival	melanoma/blood	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[32814895]
cell survival	neoplasm metastasis/drug therapy	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[32814895]
cell survival	oleic acid/metabolism	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[32814895]
cell survival	oxidative stress/drug effects	0.0009252229168602	0.0021093918702002	0.074074074074074	0.491090027111315	1	0	[32814895]
cell survival	phospholipid hydroperoxide glutathione peroxidase/metabolism	1.13100478793537e-06	5.82577954709163e-06	0.074074074074074	0.491090027111315	1	0	[32814895]
cell survival	S100A8	4.68547710480438e-05	9.82469701876331e-05	0.0583845478489903	0.5011717509037	1	1	[26208571]
coenzyme a ligases/metabolism	glutathione/metabolism	0.0001487376673323	0.0004423992156552	0.111111111111111	0.491090027111315	1	0	[32814895]
coenzyme a ligases/metabolism	GPX4	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[32814895]
coenzyme a ligases/metabolism	iron/metabolism	0.0021974525656576	0.0046720032554304	0.148148148148148	0.491090027111315	1	0	[32814895]
coenzyme a ligases/metabolism	lymph/metabolism	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[32814895]
coenzyme a ligases/metabolism	melanoma/blood	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[32814895]
coenzyme a ligases/metabolism	neoplasm metastasis/drug therapy	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[32814895]
coenzyme a ligases/metabolism	oleic acid/metabolism	9.44154754378701e-11	1.14562710782353e-09	0.037037037037037	0.491090027111315	1	0	[32814895]
coenzyme a ligases/metabolism	oxidative stress/drug effects	0.0009252229168602	0.0021093918702002	0.074074074074074	0.491090027111315	1	0	[32814895]
coenzyme a ligases/metabolism	phospholipid hydroperoxide glutathione peroxidase/metabolism	1.13100478793537e-06	5.82577954709163e-06	0.074074074074074	0.491090027111315	1	0	[32814895]
ATG5	glutathione/metabolism	0.0002752353370022	0.000788717862951	0.111111111111111	0.491090027111315	1	0	[33926261]
autophagy-related proteins/genetics	glutathione/metabolism	0.0002752353370022	0.000788717862951	0.111111111111111	0.491090027111315	1	0	[33926261]
autophagy/drug effects	glutathione/metabolism	3.02581601189233e-05	6.44266885241603e-05	0.0869183494293239	0.5011717509037	1	1	[33926261]
cell cycle/drug effects	glutathione/metabolism	0.0002752353370022	0.000788717862951	0.111111111111111	0.491090027111315	1	0	[33926261]
cells cultured	glutathione/metabolism	0.0019364221367503	0.0031229382209923	0.1284220608189	0.5011717509037	1	1	[39276841,30787033,40570981,39700767]
flavonolignans/pharmacology	glutathione/metabolism	0.0002752353370022	0.000788717862951	0.111111111111111	0.491090027111315	1	0	[33926261]
glutathione peroxidase/metabolism	glutathione/metabolism	0.0002752353370022	0.000788717862951	0.111111111111111	0.491090027111315	1	0	[33926261]
glutathione/metabolism	GPX4	3.50683136773888e-06	8.40865186101859e-06	0.0032923617208077	0.054769758680606	3	1	[39287745,40570981,38581191,39276841,32814895,39212400,40451026,40724917,40136245,33926261,40703032,30787033,40752796,39700767]
glutathione/metabolism	host-pathogen interactions	1.06124954789566e-05	4.50603761185566e-05	0.111111111111111	0.491090027111315	1	0	[30787033]
glutathione/metabolism	iron chelating agents/pharmacology	1.06124954789566e-05	4.50603761185566e-05	0.111111111111111	0.491090027111315	1	0	[30787033]
glutathione/metabolism	iron/metabolism	0.000623406723278	0.0015015610444405	0.0485470085470085	0.178864212567384	2	0	[39276841,30787033,40724917,32814895]
glutathione/metabolism	jurkat cells	0.0001918567172121	0.0003646346041525	0.0869183494293239	0.5011717509037	1	1	[33926261]
glutathione/metabolism	lymph/metabolism	0.0001487376673323	0.0004423992156552	0.111111111111111	0.491090027111315	1	0	[32814895]
glutathione/metabolism	melanoma/blood	0.0001487376673323	0.0004423992156552	0.111111111111111	0.491090027111315	1	0	[32814895]
glutathione/metabolism	neoplasm metastasis/drug therapy	0.0001487376673323	0.0004423992156552	0.111111111111111	0.491090027111315	1	0	[32814895]
glutathione/metabolism	oleic acid/metabolism	0.0001487376673323	0.0004423992156552	0.111111111111111	0.491090027111315	1	0	[32814895]
glutathione/metabolism	oxidative stress/drug effects	0.0019364221367503	0.0031229382209923	0.0869183494293239	0.5011717509037	1	1	[39287745,40570981,38581191,39276841,32814895,39212400,40451026,40724917,40136245,40703032,40752796,39700767]
glutathione/metabolism	phospholipid hydroperoxide glutathione peroxidase/metabolism	1.7149710207498e-08	1.53028183389982e-07	0.0085470085470085	0.178864212567384	2	0	[39287745,40570981,38581191,39276841,32814895,39212400,40451026,40724917,40703032,30787033,40752796,39700767]
glutathione/metabolism	precursor cell lymphoblastic leukemia-lymphoma/metabolism	0.0002752353370022	0.000788717862951	0.111111111111111	0.491090027111315	1	0	[33926261]
glutathione/metabolism	ROS1	0.0054933084553607	0.0081766441743656	0.168648734934951	0.5011717509037	1	1	[38581191,40451026,33926261,40752796,39700767]
glutathione/metabolism	tuberculosis/metabolism	1.06124954789566e-05	4.50603761185566e-05	0.111111111111111	0.491090027111315	1	0	[30787033]
glutathione/metabolism	reactive oxygen species/metabolism	0.0048084262220007	0.0073509066023435	0.0213153124507828	0.0067152084716297	5	2	[39276841,40451026,40136245,33926261,40724917]
ferroptosis/drug effects	glutathione/metabolism	0.000198042045892	0.0003889131890287	7.77154414179434e-06	1.71642201257002e-10	14	2	[39287745,40570981,38581191,39276841,32814895,39212400,40451026,40724917,40136245,33926261,40703032,30787033,40752796,39700767]
amino acid transport system y+/metabolism	glutathione/metabolism	2.66831054727135e-05	6.01132353847219e-05	0.0002480883409579	0.0014456026634706	6	2	[39276841,39212400,40451026,40724917,40703032,40752796]
cell line	glutathione/metabolism	0.0037730379392946	0.0059123365498235	0.0165886693826971	0.0270361376697864	4	2	[40703032,39287745,40752796,40724917]
FTH1	glutathione/metabolism	0.0008154083869933	0.0014568461585879	0.0029757939151676	0.0270361376697864	4	2	[39212400,39287745,40724917,38581191]
glutathione/metabolism	SLC7A11	3.51772410415174e-05	7.78814479058911e-05	0.0002721038917847	0.0002743086977019	7	2	[38581191,39276841,39212400,40451026,40724917,40703032,40752796]
glutathione/metabolism	selenomethionine/pharmacology	0.0029973473846041	0.0047764867314111	0.177215189873418	0.583915496397244	1	2	[39700767]
glutathione/metabolism	malondialdehyde/metabolism	0.0037145975947627	0.0058218896748017	0.0295358649789029	0.260219474110676	2	2	[39212400,40451026]
chondrocytes/drug effects	glutathione/metabolism	0.0029973473846041	0.0047764867314111	0.177215189873418	0.583915496397244	1	2	[39700767]
dna-(apurinic or apyrimidinic site) lyase/metabolism	glutathione/metabolism	0.000829892876911	0.0014781495125232	0.177215189873418	0.583915496397244	1	2	[40136245]
glutathione/metabolism	neurons/drug effects	0.0001583597610047	0.0003127334380937	0.004602991944764	0.0923383282746833	3	2	[39287745,40570981,39276841]
glutathione/metabolism	selenium/chemistry	0.0003354062041671	0.0006386469217424	0.177215189873418	0.583915496397244	1	2	[40570981]
cartilage articular/drug effects	glutathione/metabolism	0.0029973473846041	0.0047764867314111	0.177215189873418	0.583915496397244	1	2	[39700767]
glutathione/metabolism	t-2 toxin/toxicity	0.0029973473846041	0.0047764867314111	0.177215189873418	0.583915496397244	1	2	[39700767]
APEX1	glutathione/metabolism	0.000829892876911	0.0014781495125232	0.177215189873418	0.583915496397244	1	2	[40136245]
glutathione/metabolism	TFRC	0.0037145975947627	0.0058218896748017	0.0295358649789029	0.260219474110676	2	2	[39276841,40451026]
ACSL4	GPX4	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[39212400,33277233]
AIFM2	GPX4	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[33277233]
ATL1	GPX4	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[33277233]
autophagy/drug effects	GPX4	0.0002843846043515	0.0005222097000736	0.0241439859525899	0.186828306325089	2	1	[33277233,33926261]
b-lymphocytes/metabolism	GPX4	0.0025208193798305	0.004006811376191	0.161764705882353	0.5011717509037	1	1	[31775041]
BBS9	GPX4	0.0025208193798305	0.004006811376191	0.161764705882353	0.5011717509037	1	1	[31775041]
BDKRB2	GPX4	0.0025208193798305	0.004006811376191	0.161764705882353	0.5011717509037	1	1	[31775041]
carbolines/pharmacology	GPX4	0.0011311547431495	0.0019215420820461	0.0241439859525899	0.186828306325089	2	1	[32778843,34717678]
CCK	GPX4	0.0064896251289224	0.0094515633608997	0.0658472344161545	0.186828306325089	2	1	[35778693,34717678]
cd8-positive t-lymphocytes/drug effects	GPX4	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[33277233]
cytoskeletal proteins/metabolism	GPX4	0.0025208193798305	0.004006811376191	0.161764705882353	0.5011717509037	1	1	[31775041]
endoplasmic reticulum/drug effects	GPX4	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[33277233]
gene expression	GPX4	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[34717678]
glutathione peroxidase/therapeutic use	GPX4	0.0025208193798305	0.004006811376191	0.161764705882353	0.5011717509037	1	1	[31775041]
GPX4	host-pathogen interactions	0.001395833240859	0.0023077132265828	0.161764705882353	0.5011717509037	1	1	[30787033]
GPX4	inflammation mediators/antagonists &amp; inhibitors	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[34717678]
GPX4	iron chelating agents/pharmacology	0.001395833240859	0.0023077132265828	0.161764705882353	0.5011717509037	1	1	[30787033]
GPX4	iron/metabolism	0.0003042071340232	0.0005570394812326	0.0119538056324711	0.054769758680606	3	1	[39276841,32814895,40724917,30787033,33311482]
GPX4	jurkat cells	0.0014150480324677	0.0023351713674179	0.0241439859525899	0.186828306325089	2	1	[32778843,33926261]
GPX4	lipopolysaccharides/toxicity	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[34717678]
GPX4	lymph/metabolism	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[32814895]
GPX4	melanoma/blood	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[32814895]
GPX4	microglia/drug effects	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[34717678]
GPX4	MS4A1	0.0025208193798305	0.004006811376191	0.161764705882353	0.5011717509037	1	1	[31775041]
GPX4	neoplasm metastasis/drug therapy	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[32814895]
GPX4	nf-e2-related factor 2/biosynthesis	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[34717678]
GPX4	oleic acid/metabolism	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[32814895]
GPX4	phospholipid hydroperoxide glutathione peroxidase/metabolism	5.94635623585305e-05	0.0001233860311012	0.0241439859525899	0.186828306325089	2	1	[39287745,40570981,38581191,39276841,32814895,39212400,40451026,40724917,40703032,30787033,40752796,39700767]
GPX4	PLEKHM1	0.0025208193798305	0.004006811376191	0.161764705882353	0.5011717509037	1	1	[31775041]
GPX4	ROS1	0.0005010411794058	0.0008963959392915	0.0119538056324711	0.054769758680606	3	1	[31775041,38581191,40451026,33926261,34811833,40752796,39700767]
GPX4	S100A4	0.0061819179218259	0.0090162404854958	0.161764705882353	0.5011717509037	1	1	[33277233]
GPX4	SPANXB1	0.0025208193798305	0.004006811376191	0.161764705882353	0.5011717509037	1	1	[31775041]
GPX4	tuberculosis/metabolism	0.001395833240859	0.0023077132265828	0.161764705882353	0.5011717509037	1	1	[30787033]
GPX4	oxidative stress/drug effects	2.43027996948975e-06	6.06519222774757e-06	1.41540247463948e-07	1.5116732719636e-08	12	2	[39287745,40570981,38581191,39276841,32814895,39212400,40451026,40724917,40136245,40703032,40752796,39700767]
amino acid transport system y+/metabolism	GPX4	0.0006109710259275	0.0011030511305899	0.0003848695369416	0.0002743086977019	7	2	[39276841,39212400,40451026,40724917,40703032,34811833,40752796]
GPX4	SLC7A11	0.0001576149442091	0.0003113386370458	9.20047470351473e-05	7.12183331991239e-06	9	2	[35778693,38581191,39276841,39212400,40451026,40724917,40703032,34811833,40752796]
cells cultured	GPX4	0.0009191134489655	0.0016248864102145	0.0056685702255322	0.0067152084716297	5	2	[35197507,40570981,39276841,30787033,39700767]
FTH1	GPX4	0.0028705888051375	0.0045953304545001	0.0011684518013631	0.0067152084716297	5	2	[39287745,35197507,38581191,39212400,40724917]
ferroptosis/drug effects	GPX4	0.0001294721602272	0.0002584035010718	8.50450196951436e-06	1.46849112666229e-08	11	1	[35778693,40752796,39700767,39276841,32814895,33277233,40724917,40136245,40703032,34811833,31775041,39287745,35197507,38581191,40451026,30787033,32778843,40570981,34717678,39212400,33926261,33311482]
GPX4	reactive oxygen species/metabolism	0.0050866644294855	0.007754260564926	0.0085818891805739	0.0002743086977019	7	2	[35778693,39276841,40451026,40136245,33926261,40724917,32778843]
GPX4	selenium/chemistry	0.0060478533588005	0.0090656099040005	0.278481012658228	0.583915496397244	1	2	[40570981]
ferritins/blood	iron/metabolism	0.0021974525656576	0.0046720032554304	0.148148148148148	0.491090027111315	1	0	[31980600]
genetic variation	iron/metabolism	0.0021974525656576	0.0046720032554304	0.148148148148148	0.491090027111315	1	0	[31980600]
hemeproteins/toxicity	iron/metabolism	0.0021974525656576	0.0046720032554304	0.148148148148148	0.491090027111315	1	0	[31980600]
host-pathogen interactions	iron/metabolism	0.0003621740428354	0.0010297105139439	0.148148148148148	0.491090027111315	1	0	[30787033]
iron chelating agents/pharmacology	iron/metabolism	0.0003621740428354	0.0010297105139439	0.148148148148148	0.491090027111315	1	0	[30787033]
iron/metabolism	listeriosis/etiology	0.0021974525656576	0.0046720032554304	0.148148148148148	0.491090027111315	1	0	[31980600]
iron/metabolism	liver x receptors/agonists	0.0021974525656576	0.0046720032554304	0.148148148148148	0.491090027111315	1	0	[31980600]
iron/metabolism	lymph/metabolism	0.0021974525656576	0.0046720032554304	0.148148148148148	0.491090027111315	1	0	[32814895]
iron/metabolism	malaria/genetics	0.0021974525656576	0.0046720032554304	0.148148148148148	0.491090027111315	1	0	[31980600]
iron/metabolism	melanoma/blood	0.0021974525656576	0.0046720032554304	0.148148148148148	0.491090027111315	1	0	[32814895]
iron/metabolism	neoplasm metastasis/drug therapy	0.0021974525656576	0.0046720032554304	0.148148148148148	0.491090027111315	1	0	[32814895]
iron/metabolism	oleic acid/metabolism	0.0021974525656576	0.0046720032554304	0.148148148148148	0.491090027111315	1	0	[32814895]
iron/metabolism	phospholipid hydroperoxide glutathione peroxidase/metabolism	6.32554567225885e-06	2.72167395393927e-05	0.017094017094017	0.178864212567384	2	0	[39276841,30787033,40724917,32814895]
iron/metabolism	TF	0.0021974525656576	0.0046720032554304	0.148148148148148	0.491090027111315	1	0	[31980600]
iron/metabolism	transferrin/metabolism	0.0021974525656576	0.0046720032554304	0.148148148148148	0.491090027111315	1	0	[31980600]
iron/metabolism	tuberculosis/metabolism	0.0003621740428354	0.0010297105139439	0.148148148148148	0.491090027111315	1	0	[30787033]
