PMID	QuerySet
24058533	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
28161108	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
18497859	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
26595647	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
31824869	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
25287922	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
26844659	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
23716698	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
22879937	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
29140241	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
20974832	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
25552580	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
26111644	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
29600196	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
30872531	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
30872533	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
19542001	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
29021973	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
23235831	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
26043674	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
28980823	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
24722928	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
29183333	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
33037203	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
33992647	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
29184850	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
29937390	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
23144805	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
31218775	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
21805864	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
22174687	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
23729477	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
24327340	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
20482230	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
25538194	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
31380296	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
22080193	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
33591245	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
21654154	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
28811347	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
30348825	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
32828915	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
22419537	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
21746858	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
20169203	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
24211871	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
28218671	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
32283626	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
30181275	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
34046027	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
23405031	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
21626303	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
34861271	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
26650353	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
32238569	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
32277055	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
35102528	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
34022140	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
24039929	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
25389180	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
33139570	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
29902442	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
31237474	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
19681908	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
34635501	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
22452361	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
19584282	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
24278450	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
21994253	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
30531960	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
27892542	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
22966047	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
21088052	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
26641098	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
26153406	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
28976590	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
18509107	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
23387933	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
20046221	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
20944240	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
26496724	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
25871797	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
30003063	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
19709124	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
30445439	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
20829608	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
21570909	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
22815868	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
22533473	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
24069284	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
19438518	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
27703274	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
31010630	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
28993610	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
30521380	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
18760477	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
34612674	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
20553907	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
31709831	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
21339824	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
24763227	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
26658919	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
21858177	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
22072970	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
28377614	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
24470577	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
29075619	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
25719452	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
19650828	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
33376222	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
21075194	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
24439896	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
32223302	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
19556613	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
27242973	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
28325766	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
28545143	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
20172045	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
17582418	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
20433927	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
28451521	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
25610812	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
31974369	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
24058462	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
26731096	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
30673154	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
25480294	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
32396840	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
18369477	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
26780191	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
22420783	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
24034615	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
29518189	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
28911869	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
26558717	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
21737679	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
19013513	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
25605768	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
26618479	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
30610172	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
22915070	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
29922279	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
30792174	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
25737084	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
32390150	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
33498438	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
18757097	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
28132836	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
21220348	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
24989342	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
32123346	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
32209465	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
20300064	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
25537831	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
22216004	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
28808162	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
22321539	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
32532972	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
25409235	('bacterial toxins/metabolism', 'cells cultured', 'host-pathogen interactions')
21923653	('antibodies monoclonal humanized/pharmacology', 'multiple myeloma/drug therapy', 'tumor microenvironment')
29654064	('antibodies monoclonal humanized/pharmacology', 'multiple myeloma/drug therapy', 'tumor microenvironment')
31586190	('antibodies monoclonal humanized/pharmacology', 'multiple myeloma/drug therapy', 'tumor microenvironment')
19846588	('cell cycle/drug effects', 'IL4', 'jurkat cells')
11390463	('cell cycle/drug effects', 'IL4', 'jurkat cells')
14519443	('cell cycle/drug effects', 'IL4', 'jurkat cells')
11801653	('cell cycle/drug effects', 'IL4', 'jurkat cells')
33573714	('mitochondria/drug effects', 'mitochondrial proteins/metabolism', 'NFE2L2')
29870751	('mitochondria/drug effects', 'mitochondrial proteins/metabolism', 'NFE2L2')
33378713	('mitochondria/drug effects', 'mitochondrial proteins/metabolism', 'NFE2L2')
30715550	('mitochondria/drug effects', 'mitochondrial proteins/metabolism', 'NFE2L2')
32603696	('mitochondria/drug effects', 'mitochondrial proteins/metabolism', 'NFE2L2')
23364915	('adenosine triphosphate/metabolism', 'cell line', 't-lymphocytes cytotoxic/drug effects')
7759860	('adenosine triphosphate/metabolism', 'cell line', 't-lymphocytes cytotoxic/drug effects')
33715980	('adenosine triphosphate/metabolism', 'cell line', 't-lymphocytes cytotoxic/drug effects')
