entity	category	node_weight	occurrence
ileum/drug effects	MESH	0.037037037037037	1
necroptosis/drug effects	MESH	0.037037037037037	1
radiation-protective agents/pharmacology	MESH	0.037037037037037	1
small molecule libraries/pharmacology	MESH	0.037037037037037	1
ASAH2	GENE	0.037037037037037	1
colonic neoplasms/drug therapy	MESH	0.037037037037037	1
heme oxygenase-1/metabolism	MESH	0.037037037037037	1
HMOX1	GENE	0.037037037037037	1
lymphocytes tumor-infiltrating/immunology	MESH	0.037037037037037	1
membrane proteins/metabolism	MESH	0.037037037037037	1
myeloid-derived suppressor cells/immunology	MESH	0.037037037037037	1
neutral ceramidase/antagonists & inhibitors	MESH	0.037037037037037	1
t-lymphocytes/immunology	MESH	0.037037037037037	1
TP53	GENE	0.1111111111111111	3
tumor suppressor protein p53/metabolism	MESH	0.074074074074074	2
ascorbic acid/pharmacology	MESH	0.037037037037037	1
CALR	GENE	0.037037037037037	1
calreticulin/metabolism	MESH	0.037037037037037	1
neoplasms/diagnostic imaging	MESH	0.037037037037037	1
t-lymphocytes cytotoxic/metabolism	MESH	0.037037037037037	1
asparaginase	MESH	0.037037037037037	1
cisplatin	MESH	0.037037037037037	1
diterpenes/pharmacology	MESH	0.037037037037037	1
killer cells natural/metabolism	MESH	0.037037037037037	1
lymphoma t-cell	MESH	0.037037037037037	1
ATG5	GENE	0.037037037037037	1
autophagy-related proteins/genetics	MESH	0.037037037037037	1
cell cycle/drug effects	MESH	0.037037037037037	1
flavonolignans/pharmacology	MESH	0.037037037037037	1
glutathione peroxidase/metabolism	MESH	0.037037037037037	1
precursor cell lymphoblastic leukemia-lymphoma/metabolism	MESH	0.037037037037037	1
b-lymphocytes/metabolism	MESH	0.037037037037037	1
BDKRB2	GENE	0.037037037037037	1
cytoskeletal proteins/metabolism	MESH	0.037037037037037	1
glutathione peroxidase/therapeutic use	MESH	0.037037037037037	1
bacterial toxins/metabolism	MESH	0.037037037037037	1
endothelial cells/metabolism	MESH	0.037037037037037	1
FTH1	GENE	0.037037037037037	1
heart ventricles/diagnostic imaging	MESH	0.037037037037037	1
hemodynamics/drug effects	MESH	0.037037037037037	1
HMGB1	GENE	0.037037037037037	1
hmgb1 protein/metabolism	MESH	0.037037037037037	1
hypertension pulmonary/chemically induced	MESH	0.037037037037037	1
inflammasomes/metabolism	MESH	0.037037037037037	1
inflammation/metabolism	MESH	0.037037037037037	1
lung/blood supply	MESH	0.037037037037037	1
macrophages/metabolism	MESH	0.037037037037037	1
monocrotaline/toxicity	MESH	0.037037037037037	1
nlr family pyrin domain-containing 3 protein/metabolism	MESH	0.037037037037037	1
NLRP3	GENE	0.037037037037037	1
NOX4	GENE	0.037037037037037	1
toll-like receptor 4/metabolism	MESH	0.037037037037037	1
basic-leucine zipper transcription factors/analysis	MESH	0.037037037037037	1
drug resistance neoplasm	MESH	0.037037037037037	1
GGT1	GENE	0.037037037037037	1
HLF	GENE	0.037037037037037	1
IL6	GENE	0.037037037037037	1
JAK2	GENE	0.037037037037037	1
STAT3	GENE	0.037037037037037	1
TGFB1	GENE	0.037037037037037	1
triple negative breast neoplasms/drug therapy	MESH	0.037037037037037	1
tumor-associated macrophages/drug effects	MESH	0.037037037037037	1
biomarkers tumor	MESH	0.037037037037037	1
carcinoma pancreatic ductal/metabolism	MESH	0.037037037037037	1
cell transformation neoplastic/genetics	MESH	0.037037037037037	1
diet	MESH	0.037037037037037	1
dna	MESH	0.037037037037037	1
KDM8	GENE	0.037037037037037	1
macrophages	MESH	0.037037037037037	1
membrane proteins/genetics	MESH	0.037037037037037	1
pancreas/metabolism	MESH	0.037037037037037	1
pancreatitis/genetics	MESH	0.037037037037037	1
phospholipid hydroperoxide glutathione peroxidase/genetics	MESH	0.037037037037037	1
proto-oncogene proteins p21(ras)/metabolism	MESH	0.037037037037037	1
quinoxalines/pharmacology	MESH	0.037037037037037	1
spiro compounds/pharmacology	MESH	0.037037037037037	1
STING1	GENE	0.037037037037037	1
gene expression	MESH	0.037037037037037	1
inflammation mediators/antagonists & inhibitors	MESH	0.037037037037037	1
lipopolysaccharides/toxicity	MESH	0.037037037037037	1
microglia/drug effects	MESH	0.037037037037037	1
nf-e2-related factor 2/biosynthesis	MESH	0.037037037037037	1
raw 264.7 cells	MESH	0.037037037037037	1
PDCD1	GENE	0.1111111111111111	3
cd8-positive t-lymphocytes/immunology	MESH	0.1111111111111111	3
CD8A	GENE	0.1851851851851851	5
tumor microenvironment/drug effects	MESH	0.1481481481481481	4
NFE2L2	GENE	0.074074074074074	2
cells cultured	MESH	0.074074074074074	2
host-pathogen interactions	MESH	0.037037037037037	1
iron chelating agents/pharmacology	MESH	0.037037037037037	1
tuberculosis/metabolism	MESH	0.037037037037037	1
ferritins/blood	MESH	0.037037037037037	1
genetic variation	MESH	0.037037037037037	1
hemeproteins/toxicity	MESH	0.037037037037037	1
listeriosis/etiology	MESH	0.037037037037037	1
liver x receptors/agonists	MESH	0.037037037037037	1
malaria/genetics	MESH	0.037037037037037	1
TF	GENE	0.037037037037037	1
transferrin/metabolism	MESH	0.037037037037037	1
tumor suppressor protein p53/genetics	MESH	0.037037037037037	1
glutathione	MESH	0.037037037037037	1
iron/blood	MESH	0.037037037037037	1
kidney	MESH	0.037037037037037	1
liver/pathology	MESH	0.037037037037037	1
malondialdehyde/blood	MESH	0.037037037037037	1
phospholipid hydroperoxide glutathione peroxidase	MESH	0.037037037037037	1
spleen/pathology	MESH	0.037037037037037	1
iron/metabolism	MESH	0.1481481481481481	4
macrophages/drug effects	MESH	0.1481481481481481	4
tretinoin/pharmacology	MESH	0.0277777777777777	1
bortezomib/pharmacology	MESH	0.0277777777777777	1
rna messenger/genetics	MESH	0.0277777777777777	1
gene silencing/drug effects	MESH	0.0277777777777777	1
protein subunits/genetics	MESH	0.0277777777777777	1
neuroblastoma/genetics	MESH	0.0277777777777777	1
glutamate-cysteine ligase/genetics	MESH	0.0277777777777777	1
proteasome endopeptidase complex/metabolism	MESH	0.0277777777777777	1
antineoplastic agents/pharmacology	MESH	0.1666666666666666	6
genes reporter	MESH	0.0555555555555555	2
transcriptional activation	MESH	0.0277777777777777	1
isoindoles	MESH	0.0277777777777777	1
hepatoblastoma/metabolism	MESH	0.0277777777777777	1
thioredoxin-disulfide reductase/metabolism	MESH	0.0277777777777777	1
organoselenium compounds/pharmacology	MESH	0.0277777777777777	1
luciferases/metabolism	MESH	0.0277777777777777	1
glutathione/analysis	MESH	0.0277777777777777	1
azoles/pharmacology	MESH	0.0277777777777777	1
CD274	GENE	0.0833333333333333	3
GCLM	GENE	0.0555555555555555	2
GPX4	GENE	0.3055555555555556	11
tor serine-threonine kinases/metabolism	MESH	0.0277777777777777	1
iron/chemistry	MESH	0.0277777777777777	1
cell movement/drug effects	MESH	0.0277777777777777	1
glycogen synthase kinase 3/metabolism	MESH	0.0277777777777777	1
allografts	MESH	0.0277777777777777	1
lung neoplasms/drug therapy	MESH	0.0277777777777777	1
BTRC	GENE	0.0277777777777777	1
CTLA4	GENE	0.0277777777777777	1
GSK3B	GENE	0.0277777777777777	1
MTOR	GENE	0.0277777777777777	1
PRKAA2	GENE	0.0277777777777777	1
reactive oxygen species	MESH	0.0277777777777777	1
ovarian neoplasms/metabolism	MESH	0.0277777777777777	1
membrane potential mitochondrial/drug effects	MESH	0.0277777777777777	1
4-butyrolactone/analogs & derivatives	MESH	0.0277777777777777	1
epigenesis genetic	MESH	0.0277777777777777	1
nf-e2-related factor 2/genetics	MESH	0.1111111111111111	4
GABPA	GENE	0.1111111111111111	4
antioxidants/metabolism	MESH	0.0277777777777777	1
tamoxifen/pharmacology	MESH	0.0277777777777777	1
biomarkers	MESH	0.0277777777777777	1
ceramides/metabolism	MESH	0.0277777777777777	1
jnk mitogen-activated protein kinases/metabolism	MESH	0.0277777777777777	1
antineoplastic agents hormonal/pharmacology	MESH	0.0277777777777777	1
breast neoplasms/drug therapy	MESH	0.0277777777777777	1
estrogen receptor alpha/genetics	MESH	0.0277777777777777	1
ABCC1	GENE	0.0277777777777777	1
ABCC3	GENE	0.0277777777777777	1
ESR1	GENE	0.0277777777777777	1
heme oxygenase-1/genetics	MESH	0.1111111111111111	4
sulfhydryl compounds/metabolism	MESH	0.0277777777777777	1
antineoplastic agents alkylating/pharmacology	MESH	0.0277777777777777	1
homeostasis/drug effects	MESH	0.0277777777777777	1
endoplasmic reticulum stress/drug effects	MESH	0.0277777777777777	1
eif-2 kinase/metabolism	MESH	0.0277777777777777	1
neoplasms/genetics	MESH	0.0277777777777777	1
mutation	MESH	0.0277777777777777	1
GCLC	GENE	0.0277777777777777	1
cell line tumor/radiation effects	MESH	0.0277777777777777	1
luciferases renilla/biosynthesis	MESH	0.0277777777777777	1
aniline compounds/administration & dosage	MESH	0.0277777777777777	1
small molecule libraries	MESH	0.0277777777777777	1
apoptosis	MESH	0.0277777777777777	1
radiation tolerance	MESH	0.0277777777777777	1
hydroquinones/pharmacology	MESH	0.0277777777777777	1
radiation-sensitizing agents/administration & dosage	MESH	0.0277777777777777	1
lung neoplasms/radiotherapy	MESH	0.0277777777777777	1
CASP3	GENE	0.0277777777777777	1
PARP1	GENE	0.0277777777777777	1
dexamethasone/pharmacology	MESH	0.025	1
estrogen receptor beta/antagonists & inhibitors	MESH	0.025	1
cd4-positive t-lymphocytes/cytology	MESH	0.025	1
estrogen receptor alpha/antagonists & inhibitors	MESH	0.025	1
autophagy-related protein 5/agonists	MESH	0.025	1
receptors g-protein-coupled/agonists	MESH	0.025	1
ESR2	GENE	0.025	1
GPER1	GENE	0.025	1
leukemia myeloid acute/drug therapy	MESH	0.025	1
antibodies neutralizing/metabolism	MESH	0.025	1
chemokine cxcl12/metabolism	MESH	0.025	1
receptors cxcr4/antagonists & inhibitors	MESH	0.025	1
cyclams	MESH	0.025	1
benzylamines	MESH	0.025	1
cytarabine/pharmacology	MESH	0.025	1
transforming growth factor beta/antagonists & inhibitors	MESH	0.025	1
CXCL12	GENE	0.025	1
CXCR4	GENE	0.025	1
cytokines/blood	MESH	0.025	1
rna interference	MESH	0.025	1
spondylitis ankylosing/metabolism	MESH	0.025	1
sirolimus/pharmacology	MESH	0.025	1
tor serine-threonine kinases/antagonists & inhibitors	MESH	0.025	1
brain/metabolism	MESH	0.025	1
micrornas/antagonists & inhibitors	MESH	0.025	1
ras homolog enriched in brain protein/antagonists & inhibitors	MESH	0.025	1
IL17A	GENE	0.025	1
IL23A	GENE	0.025	1
RHEB	GENE	0.025	1
TNF	GENE	0.025	1
tnf-related apoptosis-inducing ligand/genetics	MESH	0.025	1
mutant proteins/metabolism	MESH	0.025	1
multiple myeloma/genetics	MESH	0.025	1
osteoprotegerin/genetics	MESH	0.025	1
recombinant proteins/metabolism	MESH	0.025	1
TNFRSF11B	GENE	0.025	1
KEAP1	GENE	0.075	3
