kw1	kw2	inv_edge_weight	edge_weight	R1C1	iteration	crit_p	pg
cation transport proteins/genetics	HSPB1	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
cation transport proteins/genetics	hyaluronan receptors/genetics	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
cation transport proteins/genetics	SLC40A1	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
cation transport proteins/genetics	t-lymphocytes cytotoxic/immunology	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
CD44	gene expression regulation neoplastic	0.491090027111315	0.074074074074074	1	0	6.33368658790105e-05	1.62808224802857e-05
CD44	glioblastoma/genetics	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
CD44	heat-shock proteins/genetics	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
CD44	HSPB1	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
CD44	hyaluronan receptors/genetics	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
CD44	SLC40A1	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
CD44	t-lymphocytes cytotoxic/immunology	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
CD44	lipoproteins ldl	0.5011717509037003	0.0294117647058823	1	1	7.719142717563566e-13	1.2612133559741778e-13
CD44	nitric oxide synthase type ii/metabolism	0.5011717509037003	0.0294117647058823	1	1	7.719142717563566e-13	1.2612133559741778e-13
CD44	mannose receptor	0.5011717509037003	0.0294117647058823	1	1	7.719142717563566e-13	1.2612133559741778e-13
CD44	colorectal neoplasms/metabolism	0.5011717509037003	0.0294117647058823	1	1	7.719142717563566e-13	1.2612133559741778e-13
CD44	hyperlipidemias	0.5011717509037003	0.0294117647058823	1	1	7.719142717563566e-13	1.2612133559741778e-13
CD44	diet high-fat/adverse effects	0.5011717509037003	0.0869183494293239	1	1	0.0004320658416946	0.0002328224195095
CD44	scavenger receptors class e/genetics	0.5011717509037003	0.0294117647058823	1	1	7.719142717563566e-13	1.2612133559741778e-13
CD44	PROM1	0.5011717509037003	0.0294117647058823	1	1	7.719142717563566e-13	1.2612133559741778e-13
CD44	MRC1	0.5011717509037003	0.0583845478489903	1	1	5.513139538360779e-06	2.2707950212419448e-06
gene expression regulation neoplastic	antioxidants/pharmacology	0.491090027111315	0.074074074074074	1	0	0.0020021417991653	0.000860920973641
gene expression regulation neoplastic	biopterins/analogs &amp; derivatives	0.491090027111315	0.074074074074074	1	0	0.0020021417991653	0.000860920973641
gene expression regulation neoplastic	cell proliferation/drug effects	0.491090027111315	0.074074074074074	1	0	0.0020021417991653	0.000860920973641
gene expression regulation neoplastic	cystine/antagonists &amp; inhibitors	0.491090027111315	0.074074074074074	1	0	0.0020021417991653	0.000860920973641
gene expression regulation neoplastic	folic acid antagonists/pharmacology	0.491090027111315	0.074074074074074	1	0	0.0020021417991653	0.000860920973641
gene expression regulation neoplastic	glioblastoma/genetics	0.491090027111315	0.074074074074074	1	0	6.33368658790105e-05	1.62808224802857e-05
gene expression regulation neoplastic	heat-shock proteins/genetics	0.491090027111315	0.074074074074074	1	0	6.33368658790105e-05	1.62808224802857e-05
gene expression regulation neoplastic	HSPB1	0.491090027111315	0.074074074074074	1	0	6.33368658790105e-05	1.62808224802857e-05
gene expression regulation neoplastic	hyaluronan receptors/genetics	0.491090027111315	0.074074074074074	1	0	6.33368658790105e-05	1.62808224802857e-05
gene expression regulation neoplastic	methotrexate/pharmacology	0.491090027111315	0.074074074074074	1	0	0.0020021417991653	0.000860920973641
gene expression regulation neoplastic	phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	0.491090027111315	0.074074074074074	1	0	0.0020021417991653	0.000860920973641
gene expression regulation neoplastic	SLC40A1	0.491090027111315	0.074074074074074	1	0	6.33368658790105e-05	1.62808224802857e-05
gene expression regulation neoplastic	t-lymphocytes cytotoxic/immunology	0.491090027111315	0.074074074074074	1	0	6.33368658790105e-05	1.62808224802857e-05
gene expression regulation neoplastic	tetrahydrofolate dehydrogenase/genetics	0.491090027111315	0.074074074074074	1	0	0.0020021417991653	0.000860920973641
gene expression regulation neoplastic	vitamin e/pharmacology	0.491090027111315	0.074074074074074	1	0	0.0020021417991653	0.000860920973641
gene expression regulation neoplastic	cytokines/analysis	0.5011717509037003	0.0735294117647058	1	1	7.379981167050204e-07	2.7678790814889e-07
gene expression regulation neoplastic	carcinoma pancreatic ductal/genetics	0.5011717509037003	0.1426690079016681	1	1	0.0008701160661257	0.0004855021834012
gene expression regulation neoplastic	endostatins/genetics	0.5011717509037003	0.0735294117647058	1	1	0.0004059890096335	0.0002169579889628
gene expression regulation neoplastic	pten phosphohydrolase/deficiency	0.5011717509037003	0.0735294117647058	1	1	7.379981167050204e-07	2.7678790814889e-07
gene expression regulation neoplastic	lipocalin-2/genetics	0.5011717509037003	0.0735294117647058	1	1	1.453533629100291e-07	4.826859267836881e-08
gene expression regulation neoplastic	carcinoma renal cell/blood	0.5011717509037003	0.0735294117647058	1	1	0.0004059890096335	0.0002169579889628
gene expression regulation neoplastic	inflammation mediators/blood	0.5011717509037003	0.0735294117647058	1	1	1.453533629100291e-07	4.826859267836881e-08
gene expression regulation neoplastic	cytokines/blood	0.1868283063250888	0.0127703727352542	2	1	1.2691761444120975e-06	4.951327612356948e-07
gene expression regulation neoplastic	docosahexaenoic acids/analysis	0.5011717509037003	0.0735294117647058	1	1	7.379981167050204e-07	2.7678790814889e-07
gene expression regulation neoplastic	tumor suppressor protein p53/deficiency	0.5011717509037003	0.0735294117647058	1	1	7.379981167050204e-07	2.7678790814889e-07
gene expression regulation neoplastic	nih 3t3 cells	0.5011717509037003	0.0735294117647058	1	1	0.0004059890096335	0.0002169579889628
gene expression regulation neoplastic	angiogenesis inducing agents/metabolism	0.5011717509037003	0.0735294117647058	1	1	0.0004059890096335	0.0002169579889628
gene expression regulation neoplastic	rna small interfering/genetics	0.5011717509037003	0.0735294117647058	1	1	1.453533629100291e-07	4.826859267836881e-08
gene expression regulation neoplastic	anti-inflammatory agents/metabolism	0.5011717509037003	0.0735294117647058	1	1	0.0004059890096335	0.0002169579889628
gene expression regulation neoplastic	cell polarity	0.5011717509037003	0.0735294117647058	1	1	0.0004059890096335	0.0002169579889628
gene expression regulation neoplastic	IL4	0.5011717509037003	0.0735294117647058	1	1	0.0004059890096335	0.0002169579889628
gene expression regulation neoplastic	ARG1	0.5011717509037003	0.0735294117647058	1	1	0.0004059890096335	0.0002169579889628
gene expression regulation neoplastic	IL13	0.5011717509037003	0.0735294117647058	1	1	0.0004059890096335	0.0002169579889628
gene expression regulation neoplastic	CD209	0.5011717509037003	0.0735294117647058	1	1	0.0004059890096335	0.0002169579889628
gene expression regulation neoplastic	PTEN	0.5011717509037003	0.0735294117647058	1	1	7.379981167050204e-07	2.7678790814889e-07
gene expression regulation neoplastic	LCN2	0.5011717509037003	0.0735294117647058	1	1	1.453533629100291e-07	4.826859267836881e-08
gene expression regulation neoplastic	SLC22A17	0.5011717509037003	0.0735294117647058	1	1	1.453533629100291e-07	4.826859267836881e-08
gene expression regulation neoplastic	MRC1	0.5011717509037003	0.1426690079016681	1	1	0.0080106086089991	0.0053694661305472
gene expression regulation neoplastic	carbolines/pharmacology	0.5011717509037003	0.1426690079016681	1	1	0.009135490816351	0.0062713289823422
gene expression regulation neoplastic	piperazines/pharmacology	0.5011717509037003	0.1426690079016681	1	1	0.0058405019329489	0.0038089167063769
gene expression regulation neoplastic	oxidative stress	0.5011717509037003	0.1426690079016681	1	1	0.0058405019329489	0.0038089167063769
gene expression regulation neoplastic	jurkat cells	0.5839154963972442	0.1233365790327815	1	2	0.0056105293672193	0.0035436383975111
glioblastoma/genetics	heat-shock proteins/genetics	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
glioblastoma/genetics	HSPB1	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
glioblastoma/genetics	hyaluronan receptors/genetics	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
glioblastoma/genetics	SLC40A1	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
glioblastoma/genetics	t-lymphocytes cytotoxic/immunology	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
heat-shock proteins/genetics	HSPB1	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
heat-shock proteins/genetics	hyaluronan receptors/genetics	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
heat-shock proteins/genetics	SLC40A1	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
heat-shock proteins/genetics	t-lymphocytes cytotoxic/immunology	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
HSPB1	hyaluronan receptors/genetics	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
HSPB1	SLC40A1	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
HSPB1	t-lymphocytes cytotoxic/immunology	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
hyaluronan receptors/genetics	SLC40A1	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
hyaluronan receptors/genetics	t-lymphocytes cytotoxic/immunology	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
SLC40A1	t-lymphocytes cytotoxic/immunology	0.491090027111315	0.037037037037037	1	0	3.21494655714812e-11	1.51878509768721e-12
ACSL3	cell survival	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
ACSL3	coenzyme a ligases/metabolism	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
ACSL3	glutathione/metabolism	0.491090027111315	0.111111111111111	1	0	0.0004423992156552	0.0001487376673323
ACSL3	iron/metabolism	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
ACSL3	lymph/metabolism	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
ACSL3	melanoma/blood	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
ACSL3	neoplasm metastasis/drug therapy	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
ACSL3	oleic acid/metabolism	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
ACSL3	oxidative stress/drug effects	0.491090027111315	0.074074074074074	1	0	0.0021093918702002	0.0009252229168602
ACSL3	phospholipid hydroperoxide glutathione peroxidase/metabolism	0.491090027111315	0.074074074074074	1	0	5.82577954709163e-06	1.13100478793537e-06
ACSL3	GPX4	0.5011717509037003	0.1617647058823529	1	1	0.0090162404854958	0.0061819179218259
cell survival	coenzyme a ligases/metabolism	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
cell survival	glutathione/metabolism	0.491090027111315	0.111111111111111	1	0	0.0004423992156552	0.0001487376673323
cell survival	iron/metabolism	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
cell survival	lymph/metabolism	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
cell survival	melanoma/blood	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
cell survival	neoplasm metastasis/drug therapy	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
cell survival	oleic acid/metabolism	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
cell survival	oxidative stress/drug effects	0.491090027111315	0.074074074074074	1	0	0.0021093918702002	0.0009252229168602
cell survival	phospholipid hydroperoxide glutathione peroxidase/metabolism	0.491090027111315	0.074074074074074	1	0	5.82577954709163e-06	1.13100478793537e-06
cell survival	capillary permeability	0.5011717509037003	0.0294117647058823	1	1	4.1458859116240205e-09	1.0551270968051083e-09
cell survival	inflammation mediators/metabolism	0.5011717509037003	0.0869183494293239	1	1	0.0005107952631277	0.0002780972675769
cell survival	vascular endothelial growth factor a/genetics	0.5011717509037003	0.0294117647058823	1	1	4.1458859116240205e-09	1.0551270968051083e-09
cell survival	calgranulin a/genetics	0.5011717509037003	0.0294117647058823	1	1	4.1458859116240205e-09	1.0551270968051083e-09
cell survival	lung neoplasms/metabolism	0.5011717509037003	0.0583845478489903	1	1	3.0355795216919427e-05	1.3451933250863137e-05
cell survival	calgranulin b/genetics	0.5011717509037003	0.0294117647058823	1	1	4.1458859116240205e-09	1.0551270968051083e-09
cell survival	angiopoietin-2/genetics	0.5011717509037003	0.0294117647058823	1	1	4.1458859116240205e-09	1.0551270968051083e-09
cell survival	transforming growth factor beta/metabolism	0.5011717509037003	0.0583845478489903	1	1	3.913837526700399e-06	1.5989558083129296e-06
cell survival	ANGPT2	0.5011717509037003	0.0294117647058823	1	1	4.1458859116240205e-09	1.0551270968051083e-09
cell survival	S100A8	0.5011717509037003	0.0583845478489903	1	1	9.82469701876331e-05	4.685477104804381e-05
cell survival	S100A9	0.5011717509037003	0.0294117647058823	1	1	4.1458859116240205e-09	1.0551270968051083e-09
coenzyme a ligases/metabolism	glutathione/metabolism	0.491090027111315	0.111111111111111	1	0	0.0004423992156552	0.0001487376673323
coenzyme a ligases/metabolism	iron/metabolism	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
coenzyme a ligases/metabolism	lymph/metabolism	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
coenzyme a ligases/metabolism	melanoma/blood	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
coenzyme a ligases/metabolism	neoplasm metastasis/drug therapy	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
coenzyme a ligases/metabolism	oleic acid/metabolism	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
coenzyme a ligases/metabolism	oxidative stress/drug effects	0.491090027111315	0.074074074074074	1	0	0.0021093918702002	0.0009252229168602
coenzyme a ligases/metabolism	phospholipid hydroperoxide glutathione peroxidase/metabolism	0.491090027111315	0.074074074074074	1	0	5.82577954709163e-06	1.13100478793537e-06
coenzyme a ligases/metabolism	GPX4	0.5011717509037003	0.1617647058823529	1	1	0.0090162404854958	0.0061819179218259
glutathione/metabolism	ATG5	0.491090027111315	0.111111111111111	1	0	0.000788717862951	0.0002752353370022
glutathione/metabolism	autophagy-related proteins/genetics	0.491090027111315	0.111111111111111	1	0	0.000788717862951	0.0002752353370022
glutathione/metabolism	cell cycle/drug effects	0.491090027111315	0.111111111111111	1	0	0.000788717862951	0.0002752353370022
glutathione/metabolism	flavonolignans/pharmacology	0.491090027111315	0.111111111111111	1	0	0.000788717862951	0.0002752353370022
glutathione/metabolism	glutathione peroxidase/metabolism	0.491090027111315	0.111111111111111	1	0	0.000788717862951	0.0002752353370022
glutathione/metabolism	host-pathogen interactions	0.491090027111315	0.111111111111111	1	0	4.50603761185566e-05	1.06124954789566e-05
glutathione/metabolism	iron chelating agents/pharmacology	0.491090027111315	0.111111111111111	1	0	4.50603761185566e-05	1.06124954789566e-05
glutathione/metabolism	iron/metabolism	0.178864212567384	0.0485470085470085	2	0	0.0015015610444405	0.000623406723278
glutathione/metabolism	lymph/metabolism	0.491090027111315	0.111111111111111	1	0	0.0004423992156552	0.0001487376673323
glutathione/metabolism	melanoma/blood	0.491090027111315	0.111111111111111	1	0	0.0004423992156552	0.0001487376673323
glutathione/metabolism	neoplasm metastasis/drug therapy	0.491090027111315	0.111111111111111	1	0	0.0004423992156552	0.0001487376673323
glutathione/metabolism	oleic acid/metabolism	0.491090027111315	0.111111111111111	1	0	0.0004423992156552	0.0001487376673323
glutathione/metabolism	phospholipid hydroperoxide glutathione peroxidase/metabolism	0.178864212567384	0.0085470085470085	2	0	1.53028183389982e-07	1.7149710207498e-08
glutathione/metabolism	precursor cell lymphoblastic leukemia-lymphoma/metabolism	0.491090027111315	0.111111111111111	1	0	0.000788717862951	0.0002752353370022
glutathione/metabolism	tuberculosis/metabolism	0.491090027111315	0.111111111111111	1	0	4.50603761185566e-05	1.06124954789566e-05
glutathione/metabolism	cells cultured	0.5011717509037003	0.1284220608189001	1	1	0.0031229382209923	0.0019364221367503
glutathione/metabolism	oxidative stress/drug effects	0.5011717509037003	0.0869183494293239	1	1	0.0031229382209923	0.0019364221367503
glutathione/metabolism	autophagy/drug effects	0.5011717509037003	0.0869183494293239	1	1	6.442668852416033e-05	3.025816011892335e-05
glutathione/metabolism	jurkat cells	0.5011717509037003	0.0869183494293239	1	1	0.0003646346041525	0.0001918567172121
glutathione/metabolism	GPX4	0.054769758680606	0.0032923617208077	3	1	8.408651861018593e-06	3.506831367738883e-06
glutathione/metabolism	ROS1	0.5011717509037003	0.1686487349349509	1	1	0.0081766441743656	0.0054933084553607
glutathione/metabolism	reactive oxygen species/metabolism	0.0067152084716297	0.0213153124507828	5	2	0.0073509066023435	0.0048084262220007
glutathione/metabolism	ferroptosis/drug effects	1.716422012570018e-10	7.771544141794344e-06	14	2	0.0003889131890287	0.000198042045892
glutathione/metabolism	amino acid transport system y+/metabolism	0.0014456026634706	0.0002480883409579	6	2	6.011323538472192e-05	2.6683105472713464e-05
glutathione/metabolism	cell line	0.0270361376697864	0.0165886693826971	4	2	0.0059123365498235	0.0037730379392946
glutathione/metabolism	FTH1	0.0270361376697864	0.0029757939151676	4	2	0.0014568461585879	0.0008154083869933
glutathione/metabolism	SLC7A11	0.0002743086977019	0.0002721038917847	7	2	7.788144790589106e-05	3.5177241041517426e-05
glutathione/metabolism	selenomethionine/pharmacology	0.5839154963972442	0.1772151898734177	1	2	0.0047764867314111	0.0029973473846041
glutathione/metabolism	malondialdehyde/metabolism	0.2602194741106761	0.0295358649789029	2	2	0.0058218896748017	0.0037145975947627
glutathione/metabolism	chondrocytes/drug effects	0.5839154963972442	0.1772151898734177	1	2	0.0047764867314111	0.0029973473846041
glutathione/metabolism	dna-(apurinic or apyrimidinic site) lyase/metabolism	0.5839154963972442	0.1772151898734177	1	2	0.0014781495125232	0.000829892876911
glutathione/metabolism	neurons/drug effects	0.0923383282746833	0.004602991944764	3	2	0.0003127334380937	0.0001583597610047
glutathione/metabolism	selenium/chemistry	0.5839154963972442	0.1772151898734177	1	2	0.0006386469217424	0.0003354062041671
glutathione/metabolism	cartilage articular/drug effects	0.5839154963972442	0.1772151898734177	1	2	0.0047764867314111	0.0029973473846041
glutathione/metabolism	t-2 toxin/toxicity	0.5839154963972442	0.1772151898734177	1	2	0.0047764867314111	0.0029973473846041
glutathione/metabolism	APEX1	0.5839154963972442	0.1772151898734177	1	2	0.0014781495125232	0.000829892876911
glutathione/metabolism	TFRC	0.2602194741106761	0.0295358649789029	2	2	0.0058218896748017	0.0037145975947627
iron/metabolism	ferritins/blood	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
iron/metabolism	genetic variation	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
iron/metabolism	hemeproteins/toxicity	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
iron/metabolism	host-pathogen interactions	0.491090027111315	0.148148148148148	1	0	0.0010297105139439	0.0003621740428354
iron/metabolism	iron chelating agents/pharmacology	0.491090027111315	0.148148148148148	1	0	0.0010297105139439	0.0003621740428354
iron/metabolism	listeriosis/etiology	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
iron/metabolism	liver x receptors/agonists	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
iron/metabolism	lymph/metabolism	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
iron/metabolism	malaria/genetics	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
iron/metabolism	melanoma/blood	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
iron/metabolism	neoplasm metastasis/drug therapy	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
iron/metabolism	oleic acid/metabolism	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
iron/metabolism	phospholipid hydroperoxide glutathione peroxidase/metabolism	0.178864212567384	0.017094017094017	2	0	2.72167395393927e-05	6.32554567225885e-06
iron/metabolism	TF	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
iron/metabolism	transferrin/metabolism	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
iron/metabolism	tuberculosis/metabolism	0.491090027111315	0.148148148148148	1	0	0.0010297105139439	0.0003621740428354
iron/metabolism	tumor suppressor protein p53/genetics	0.491090027111315	0.148148148148148	1	0	0.0046720032554304	0.0021974525656576
iron/metabolism	membrane proteins/genetics	0.5011717509037003	0.0588235294117647	1	1	0.0001257224765577	6.120353295802072e-05
iron/metabolism	dna	0.5011717509037003	0.0588235294117647	1	1	0.0001257224765577	6.120353295802072e-05
iron/metabolism	macrophages	0.5011717509037003	0.0588235294117647	1	1	0.0001257224765577	6.120353295802072e-05
iron/metabolism	quinoxalines/pharmacology	0.5011717509037003	0.0588235294117647	1	1	0.0001257224765577	6.120353295802072e-05
iron/metabolism	biomarkers tumor	0.5011717509037003	0.0588235294117647	1	1	0.0001257224765577	6.120353295802072e-05
iron/metabolism	cell transformation neoplastic/genetics	0.5011717509037003	0.0588235294117647	1	1	0.0001257224765577	6.120353295802072e-05
iron/metabolism	carcinoma pancreatic ductal/metabolism	0.5011717509037003	0.0588235294117647	1	1	0.0001257224765577	6.120353295802072e-05
iron/metabolism	diet	0.5011717509037003	0.0588235294117647	1	1	0.0001257224765577	6.120353295802072e-05
iron/metabolism	spiro compounds/pharmacology	0.5011717509037003	0.0588235294117647	1	1	0.0001257224765577	6.120353295802072e-05
iron/metabolism	proto-oncogene proteins p21(ras)/metabolism	0.5011717509037003	0.0588235294117647	1	1	0.0001257224765577	6.120353295802072e-05
iron/metabolism	ferroptosis/drug effects	0.0131605085751639	0.0215500039907414	4	1	0.0099684556826216	0.0068723509875587
iron/metabolism	pancreatitis/genetics	0.5011717509037003	0.0588235294117647	1	1	0.0001257224765577	6.120353295802072e-05
iron/metabolism	pancreas/metabolism	0.5011717509037003	0.0588235294117647	1	1	0.0001257224765577	6.120353295802072e-05
iron/metabolism	macrophages/drug effects	0.1868283063250888	0.0247610159813847	2	1	0.001397871204315	0.0008029908955162
iron/metabolism	phospholipid hydroperoxide glutathione peroxidase/genetics	0.5011717509037003	0.0588235294117647	1	1	0.0001257224765577	6.120353295802072e-05
iron/metabolism	GPX4	0.054769758680606	0.0119538056324711	3	1	0.0005570394812326	0.0003042071340232
iron/metabolism	KDM8	0.5011717509037003	0.0588235294117647	1	1	0.0001257224765577	6.120353295802072e-05
iron/metabolism	STING1	0.5011717509037003	0.0588235294117647	1	1	0.0001257224765577	6.120353295802072e-05
iron/metabolism	cells cultured	0.2602194741106761	0.063354651362646	2	2	0.0051956291419098	0.0032732270710881
iron/metabolism	receptors transferrin/metabolism	0.5839154963972442	0.0759493670886075	1	2	0.0009620518512371	0.0005265629672097
iron/metabolism	aging/metabolism	0.5839154963972442	0.0759493670886075	1	2	0.0004166921382691	0.0002135798585213
iron/metabolism	antioxidants/metabolism	0.5839154963972442	0.0759493670886075	1	2	0.0004166921382691	0.0002135798585213
iron/metabolism	neurons/metabolism	0.5839154963972442	0.0759493670886075	1	2	0.0004166921382691	0.0002135798585213
iron/metabolism	folic acid/pharmacology	0.5839154963972442	0.0759493670886075	1	2	0.0004166921382691	0.0002135798585213
iron/metabolism	spiral ganglion/drug effects	0.5839154963972442	0.0759493670886075	1	2	0.0009620518512371	0.0005265629672097
iron/metabolism	cystine/metabolism	0.5839154963972442	0.0759493670886075	1	2	0.0004166921382691	0.0002135798585213
iron/metabolism	organometallic compounds/toxicity	0.5839154963972442	0.0759493670886075	1	2	0.0009620518512371	0.0005265629672097
lymph/metabolism	melanoma/blood	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
lymph/metabolism	neoplasm metastasis/drug therapy	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
lymph/metabolism	oleic acid/metabolism	0.491090027111315	0.037037037037037	1	0	1.14562710782353e-09	9.441547543787007e-11
