KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank	PMIDlist
inflammation mediators/antagonists &amp; inhibitors	MESH	0.037037037037037	1	151.666666666667	0.359758423344008	4.07127978310948	0.334197271260208	0.202320968251696	34	[34717678]
inflammation/drug therapy	MESH	0.037037037037037	1	0	2.03628651528965	4.58018975599817	0.8	-0.00800000000000005	10	[30830879]
inflammation/metabolism	MESH	0.037037037037037	1	0	0.334043603202898	6.61582964755291	0.352095456990562	0.190448158820779	62	[35197507]
interferon-gamma/immunology	MESH	0.037037037037037	1	46.8	0.71311211952417	3.05345983733211	0.2475	0.211353906250001	25	[31043744]
interferon-gamma/metabolism	MESH	0.037037037037037	1	105.234941739872	0.384643898224507	5.08909972888685	0.384957699643014	0.192641389853488	46	[34985903]
iron chelating agents/pharmacology	MESH	0.037037037037037	1	46.3333333333332	0.409564709874123	3.5623698102208	0.204508777935351	0.177534852130048	72	[30787033]
iron/blood	MESH	0.037037037037037	1	0	0.348065880785523	3.5623698102208	0.149640569220989	0.212610947029542	31	[34396451]
iron/metabolism	MESH	0.148148148148148	4	1081.33333333333	0.460581693213558	10.2937411139729	0.916083916083916	0.170989428079981	75	[32814895,31980600,30787033]
jurkat cells	MESH	0.074074074074074	2	3032.59120589364	0.524072986643633	7.12473962044159	0.916621839698763	0.252990570504343	1	[32778843,33926261]
kidney	MESH	0.037037037037037	1	0	0.348065880785523	3.5623698102208	0.149640569220989	0.212610947029542	29	[34396451]
killer cells natural/metabolism	MESH	0.037037037037037	1	0	0.463429149094083	2.54454986444343	0.0525	0.0759578125000007	29	[35778693]
lipid metabolism/drug effects	MESH	0.037037037037037	1	27.4000000000002	0.27208192487902	3.05345983733211	0.0888552007433126	0.130875730504962	128	[31554642]
lipopolysaccharides/toxicity	MESH	0.037037037037037	1	151.666666666667	0.359758423344008	4.07127978310948	0.334197271260208	0.202320968251696	39	[34717678]
listeriosis/etiology	MESH	0.037037037037037	1	0	0.379565632355143	4.07127978310948	0.196586630153064	0.151921235350348	98	[31980600]
liver cirrhosis/drug therapy	MESH	0.037037037037037	1	0	0.495217541035164	4.07127978310948	0.2275	-0.0583515624999993	37	[34811833]
liver x receptors/agonists	MESH	0.037037037037037	1	0	0.379565632355143	4.07127978310948	0.196586630153064	0.151921235350348	99	[31980600]
liver/pathology	MESH	0.037037037037037	1	0	0.348065880785523	3.5623698102208	0.149640569220989	0.212610947029542	25	[34396451]
lung/blood supply	MESH	0.037037037037037	1	0	0.334043603202898	6.61582964755291	0.352095456990562	0.190448158820779	61	[35197507]
lymph/metabolism	MESH	0.037037037037037	1	22.6666666666666	0.403281290336305	4.58018975599817	0.26416939703653	0.17029607173328	81	[32814895]
lymphocytes tumor-infiltrating/immunology	MESH	0.037037037037037	1	23.1428571428571	0.688386528624669	4.07127978310948	0.50375	0.332235156250001	14	[33547170]
lymphoma t-cell	MESH	0.037037037037037	1	0	0.463429149094083	2.54454986444343	0.0525	0.0759578125000007	30	[35778693]
macrophages	MESH	0.037037037037037	1	0	0.307040479451983	6.61582964755291	0.352095456990562	0.138132420245826	118	[33311482]
macrophages/cytology	MESH	0.074074074074074	2	618.603162690967	0.449175324407628	7.63364959333028	0.780478262995746	0.122408293534344	141	[33236624,31509699]
macrophages/drug effects	MESH	0.148148148148148	4	0	0.34219252682974	1.52672991866606	0.00880238642476405	0.164028992226858	87	[30787033]
macrophages/metabolism	MESH	0.037037037037037	1	0	0.334043603202898	6.61582964755291	0.352095456990562	0.190448158820779	63	[35197507]
malaria/genetics	MESH	0.037037037037037	1	0	0.379565632355143	4.07127978310948	0.196586630153064	0.151921235350348	95	[31980600]
malondialdehyde/blood	MESH	0.037037037037037	1	0	0.348065880785523	3.5623698102208	0.149640569220989	0.212610947029542	24	[34396451]
melanoma/blood	MESH	0.037037037037037	1	22.6666666666666	0.403281290336305	4.58018975599817	0.26416939703653	0.17029607173328	80	[32814895]
melanoma/genetics	MESH	0.037037037037037	1	46.8	0.71311211952417	3.05345983733211	0.2475	0.211353906250001	23	[31043744]
membrane proteins/genetics	MESH	0.037037037037037	1	0	0.307040479451983	6.61582964755291	0.352095456990562	0.138132420245826	119	[33311482]
membrane proteins/metabolism	MESH	0.037037037037037	1	23.1428571428571	0.688386528624669	4.07127978310948	0.50375	0.332235156250001	20	[33547170]
metal-organic frameworks/chemistry	MESH	0.037037037037037	1	105.234941739872	0.384643898224507	5.08909972888685	0.384957699643014	0.192641389853488	50	[34985903]
methotrexate/pharmacology	MESH	0.037037037037037	1	453.550340923563	0.501355997616945	7.12473962044159	0.742334588488435	0.215283617110504	11	[32778843]
microglia/drug effects	MESH	0.037037037037037	1	151.666666666667	0.359758423344008	4.07127978310948	0.334197271260208	0.202320968251696	37	[34717678]
mitochondria/drug effects	MESH	0.074074074074074	2	0	0.362919184708905	4.07127978310948	0.196586630153064	0.11955104887787	142	[31509699]
monocrotaline/toxicity	MESH	0.037037037037037	1	0	0.334043603202898	6.61582964755291	0.352095456990562	0.190448158820779	58	[35197507]
multiple myeloma/drug therapy	MESH	0.037037037037037	1	153.772972972973	0.375649200122157	3.05345983733211	0.119223433908749	0.165875393231048	84	[33691090]
myeloid-derived suppressor cells/immunology	MESH	0.037037037037037	1	23.1428571428571	0.688386528624669	4.07127978310948	0.50375	0.332235156250001	17	[33547170]
myocardial reperfusion injury/drug therapy	MESH	0.037037037037037	1	0	2.03628651528965	4.58018975599817	0.8	-0.00800000000000005	5	[30830879]
myocardium/immunology	MESH	0.037037037037037	1	0	2.03628651528965	4.58018975599817	0.8	-0.00800000000000005	6	[30830879]
necroptosis/drug effects	MESH	0.037037037037037	1	0	0.393008662827203	3.5623698102208	0.149640569220989	0.13089414683009	127	[32134361]
neoplasm metastasis/drug therapy	MESH	0.037037037037037	1	22.6666666666666	0.403281290336305	4.58018975599817	0.26416939703653	0.17029607173328	76	[32814895]
neoplasms/diagnostic imaging	MESH	0.037037037037037	1	457.988817252958	0.449175324407628	2.54454986444343	0.046554843757641	0.218511613169377	7	[32686685]
neoplasms/drug therapy	MESH	0.074074074074074	2	2648.75242329586	0.499623423701028	6.61582964755291	0.821556066311311	0.14601320124561	106	[31509699,33277233]
neutral ceramidase/antagonists &amp; inhibitors	MESH	0.037037037037037	1	23.1428571428571	0.688386528624669	4.07127978310948	0.50375	0.332235156250001	16	[33547170]
neutrophil infiltration	MESH	0.037037037037037	1	0	2.03628651528965	4.58018975599817	0.8	-0.00800000000000005	4	[30830879]
neutrophils/immunology	MESH	0.037037037037037	1	0	2.03628651528965	4.58018975599817	0.8	-0.00800000000000005	3	[30830879]
nf-e2-related factor 2/biosynthesis	MESH	0.037037037037037	1	151.666666666667	0.359758423344008	4.07127978310948	0.334197271260208	0.202320968251696	36	[34717678]
nivolumab/therapeutic use	MESH	0.037037037037037	1	46.8	0.71311211952417	3.05345983733211	0.2475	0.211353906250001	21	[31043744]
nlr family pyrin domain-containing 3 protein/metabolism	MESH	0.037037037037037	1	0	0.334043603202898	6.61582964755291	0.352095456990562	0.190448158820779	59	[35197507]
oleic acid/metabolism	MESH	0.037037037037037	1	22.6666666666666	0.403281290336305	4.58018975599817	0.26416939703653	0.17029607173328	78	[32814895]
oxidative stress	MESH	0.074074074074074	2	2111.24757670414	0.471131254067318	6.61582964755291	0.809819551078292	0.245060186671706	2	[32778843,32686685]
oxidative stress/drug effects	MESH	0.074074074074074	2	0	0.338983218254549	3.05345983733211	0.0674849625898577	0.156580087323703	89	[32814895]
pancreas/metabolism	MESH	0.037037037037037	1	0	0.307040479451983	6.61582964755291	0.352095456990562	0.138132420245826	110	[33311482]
pancreatitis/genetics	MESH	0.037037037037037	1	0	0.307040479451983	6.61582964755291	0.352095456990562	0.138132420245826	109	[33311482]
phenol/chemistry	MESH	0.037037037037037	1	105.234941739872	0.384643898224507	5.08909972888685	0.384957699643014	0.192641389853488	51	[34985903]
phenylenediamines/pharmacology	MESH	0.074074074074074	2	0	2.19106877888029	4.8924155705421	1	0.0479999999999999	1	[30830879,35197507]
phospholipid hydroperoxide glutathione peroxidase	MESH	0.037037037037037	1	0	0.348065880785523	3.5623698102208	0.149640569220989	0.212610947029542	33	[34396451]
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	MESH	0.037037037037037	1	453.550340923563	0.501355997616945	7.12473962044159	0.742334588488435	0.215283617110504	14	[32778843]
phospholipid hydroperoxide glutathione peroxidase/genetics	MESH	0.037037037037037	1	0	0.307040479451983	6.61582964755291	0.352095456990562	0.138132420245826	111	[33311482]
phospholipid hydroperoxide glutathione peroxidase/metabolism	MESH	0.074074074074074	2	1745.33333333333	0.462190537761328	6.73137130375208	0.804733727810651	0.183034249957349	71	[32814895,30787033]
piperazines/pharmacology	MESH	0.074074074074074	2	945	0.415603767680603	8.14255956621896	0.858232676414495	0.234813157796379	5	[32778843,34396451]
precursor cell lymphoblastic leukemia-lymphoma/metabolism	MESH	0.037037037037037	1	909.586089054777	0.551038601825015	3.5623698102208	0.319233214338109	0.198593591093504	42	[33926261]
programmed cell death 1 receptor/metabolism	MESH	0.037037037037037	1	105.234941739872	0.384643898224507	5.08909972888685	0.384957699643014	0.192641389853488	49	[34985903]
protein kinase inhibitors/chemistry	MESH	0.037037037037037	1	16.75	0.436298004408005	5.59800970177554	0.302606484424666	0.128239675455039	133	[31509699]
proto-oncogene proteins p21(ras)/metabolism	MESH	0.037037037037037	1	0	0.307040479451983	6.61582964755291	0.352095456990562	0.138132420245826	120	[33311482]
pyruvate dehydrogenase acetyl-transferring kinase/antagonists &amp; inhibitors	MESH	0.037037037037037	1	16.75	0.436298004408005	5.59800970177554	0.302606484424666	0.128239675455039	135	[31509699]
quinoxalines/pharmacology	MESH	0.037037037037037	1	0	0.307040479451983	6.61582964755291	0.352095456990562	0.138132420245826	115	[33311482]
radiation-protective agents/pharmacology	MESH	0.037037037037037	1	0	0.393008662827203	3.5623698102208	0.149640569220989	0.13089414683009	126	[32134361]
raw 264.7 cells	MESH	0.037037037037037	1	151.666666666667	0.359758423344008	4.07127978310948	0.334197271260208	0.202320968251696	38	[34717678]
saponins/chemistry	MESH	0.037037037037037	1	16.75	0.436298004408005	5.59800970177554	0.302606484424666	0.128239675455039	138	[31509699]
skin neoplasms/drug therapy	MESH	0.037037037037037	1	22.5	0.841581429058168	5.59800970177554	0.54	0.387936718750001	11	[34593794]
small molecule libraries/pharmacology	MESH	0.037037037037037	1	0	0.393008662827203	3.5623698102208	0.149640569220989	0.13089414683009	123	[32134361]
sorafenib/pharmacology	MESH	0.037037037037037	1	0	0.495217541035164	4.07127978310948	0.2275	-0.0583515624999993	38	[34811833]
spiro compounds/pharmacology	MESH	0.037037037037037	1	0	0.307040479451983	6.61582964755291	0.352095456990562	0.138132420245826	116	[33311482]
spleen/pathology	MESH	0.037037037037037	1	0	0.348065880785523	3.5623698102208	0.149640569220989	0.212610947029542	32	[34396451]
sulfasalazine/administration &amp; dosage	MESH	0.037037037037037	1	27.4000000000002	0.27208192487902	3.05345983733211	0.0888552007433126	0.130875730504962	129	[31554642]
t-lymphocytes cytotoxic/drug effects	MESH	0.037037037037037	1	22.5	0.841581429058168	5.59800970177554	0.54	0.387936718750001	6	[34593794]
t-lymphocytes cytotoxic/immunology	MESH	0.037037037037037	1	0	0.348065880785523	3.5623698102208	0.149640569220989	0.212610947029542	20	[34062295]
t-lymphocytes cytotoxic/metabolism	MESH	0.037037037037037	1	457.988817252958	0.449175324407628	2.54454986444343	0.046554843757641	0.218511613169377	10	[32686685]
t-lymphocytes/immunology	MESH	0.037037037037037	1	23.1428571428571	0.688386528624669	4.07127978310948	0.50375	0.332235156250001	19	[33547170]
tetrahydrofolate dehydrogenase/genetics	MESH	0.037037037037037	1	453.550340923563	0.501355997616945	7.12473962044159	0.742334588488435	0.215283617110504	13	[32778843]
toll-like receptor 4/genetics	MESH	0.037037037037037	1	0	2.03628651528965	4.58018975599817	0.8	-0.00800000000000005	9	[30830879]
toll-like receptor 4/metabolism	MESH	0.037037037037037	1	0	0.334043603202898	6.61582964755291	0.352095456990562	0.190448158820779	55	[35197507]
transferrin/metabolism	MESH	0.037037037037037	1	0	0.379565632355143	4.07127978310948	0.196586630153064	0.151921235350348	94	[31980600]
triple negative breast neoplasms/drug therapy	MESH	0.037037037037037	1	0	2.03628651528965	1.52672991866606	1	0	2	[34991659]
tuberculosis/metabolism	MESH	0.037037037037037	1	46.3333333333332	0.409564709874123	3.5623698102208	0.204508777935351	0.177534852130048	73	[30787033]
tumor escape/drug effects	MESH	0.037037037037037	1	22.5	0.841581429058168	5.59800970177554	0.54	0.387936718750001	10	[34593794]
tumor microenvironment	MESH	0.074074074074074	2	1677	0.355774589858462	9.16037951199633	0.937454154237371	0.148678254653993	100	[33691090,33311482]
tumor microenvironment/drug effects	MESH	0.148148148148148	4	0	0.727214999410916	0.821135787432616	0.00875	0.398499218750001	2	[33547170,34593794]
