kw1	kw2	inv_edge_weight	iteration	crit_p	R1C1	pg	edge_weight
apoptosis	photosensitizing agents/pharmacology	0.1066711817498276	1	2.577751374648982e-07	3	1.1638113295298069e-07	0.0146255224432385
apoptosis	aniline compounds/pharmacology	0.6084573436328657	1	0.000162625503631	1	9.752624471148774e-05	0.0786206896551817
apoptosis	ferroptosis	0.0086865126117781	1	1.5902137500471756e-08	5	6.3160827679098475e-09	0.0092750864745525
apoptosis	iridium/pharmacology	0.6084573436328657	1	9.866995513759769e-16	1	2.220446049250313e-16	0.0400000000000063
apoptosis	hypoxia	0.6084573436328657	1	9.866995513759769e-16	1	2.220446049250313e-16	0.0400000000000063
apoptosis	osteosarcoma/drug therapy	0.6084573436328657	1	9.218274883554625e-14	1	2.4646951146678475e-14	0.0400000000000063
apoptosis	CASP3	0.6084573436328657	1	0.0024132917236434	1	0.0016459887140747	0.115901933426371
apoptosis	CDKN2A	0.6084573436328657	1	0.0005979193107828	1	0.0003793736401246	0.0786206896551817
apoptosis	intracellular signaling peptides and proteins/biosynthesis	0.6084573436328657	1	1.6604228876637302e-08	1	6.623325887744613e-09	0.0400000000000063
apoptosis	mitochondrial membranes/drug effects	0.6084573436328657	1	1.6604228876637302e-08	1	6.623325887744613e-09	0.0400000000000063
apoptosis	mitochondrial proteins/metabolism	0.6084573436328657	1	0.0020993565934945	1	0.0014156144108571	0.0786206896551817
apoptosis	gene expression regulation developmental	0.6084573436328657	1	1.6604228876637302e-08	1	6.623325887744613e-09	0.0400000000000063
apoptosis	cellular senescence/genetics	0.6084573436328657	1	1.6604228876637302e-08	1	6.623325887744613e-09	0.0400000000000063
apoptosis	recombinant fusion proteins/metabolism	0.6084573436328657	1	1.6604228876637302e-08	1	6.623325887744613e-09	0.0400000000000063
apoptosis	oxidative stress/genetics	0.6084573436328657	1	2.4117545523724554e-05	1	1.340591167975358e-05	0.0786206896551817
apoptosis	retinal pigment epithelium/metabolism	0.6084573436328657	1	0.0009072353164921	1	0.000583932957352	0.115901933426371
apoptosis	sulfonamides/pharmacology	0.6084573436328657	1	1.6604228876637302e-08	1	6.623325887744613e-09	0.0400000000000063
apoptosis	rna/genetics	0.6084573436328657	1	1.6604228876637302e-08	1	6.623325887744613e-09	0.0400000000000063
apoptosis	proto-oncogene proteins c-bcl-2/antagonists & inhibitors	0.6084573436328657	1	1.6604228876637302e-08	1	6.623325887744613e-09	0.0400000000000063
apoptosis	BCL2	0.6084573436328657	1	1.6604228876637302e-08	1	6.623325887744613e-09	0.0400000000000063
apoptosis	MT-RNR2	0.6084573436328657	1	1.6604228876637302e-08	1	6.623325887744613e-09	0.0400000000000063
apoptosis	STAT3	0.6084573436328657	1	1.6604228876637302e-08	1	6.623325887744613e-09	0.0400000000000063
esters	bone neoplasms/drug therapy	0.6084573436328657	1	0.0	1	0.0	0.0057142857142865
esters	photosensitizing agents/pharmacology	0.6084573436328657	1	3.966877706144654e-07	1	1.8348554498004432e-07	0.0857142857142979
esters	ferroptosis	0.6084573436328657	1	0.000722642101492	1	0.0004625054777271	0.2400000000000326
esters	osteosarcoma/drug therapy	0.6084573436328657	1	0.0	1	0.0	0.0057142857142865
cell line tumor	hemin/pharmacology	0.284910593826126	1	0.0084894905397954	2	0.0062358701250081	0.1366174055829387
cell line tumor	mitochondria	0.284910593826126	1	0.0011624951204348	2	0.0007573459914829	0.1366174055829387
cell line tumor	ferroptosis/drug effects	0.0	1	0.0030429053116667	33	0.0021032610469982	0.019165137014037
cell line tumor	tumor microenvironment	2.9567084774015305e-08	1	0.0015077595833393	12	0.0010007763710028	0.0241740503168849
cell line tumor	immunogenic cell death	0.6084573436328657	1	0.0065715077493822	1	0.0047602958096077	0.3714285714286295
cell line tumor	photosensitizing agents/administration & dosage	0.1066711817498276	1	0.008413682388554	3	0.0061759559011005	0.0497508471198014
cell line tumor	carbonic anhydrase ix/metabolism	0.6084573436328657	1	0.0014967117267478	1	0.0009931423514136	0.3714285714286295
cell line tumor	neoplasms/diagnostic imaging	0.0330281424449647	1	0.0002322756881998	4	0.0001410937589155	0.0179334448920195
cell line tumor	photosensitizing agents/pharmacology	1.7260108705814683e-06	1	0.0001964521079889	10	0.0001184836343607	0.0153807260901538
cell line tumor	ferroptosis	2.4718511638379668e-15	1	8.689761866374253e-06	19	4.587355434737539e-06	0.1442169489739074
iron	glutathione/metabolism	0.6084573436328657	1	0.003111173872501	1	0.0021570179840014	0.1313222485410083
iron	dna catalytic	0.6084573436328657	1	7.521395712183624e-13	1	2.218225603201063e-13	0.0228571428571464
iron	hypoxia-inducible factor 1 alpha subunit	0.6084573436328657	1	7.521395712183624e-13	1	2.218225603201063e-13	0.0228571428571464
iron	chlorophyll	0.6084573436328657	1	7.521395712183624e-13	1	2.218225603201063e-13	0.0228571428571464
iron	urinary bladder neoplasms/drug therapy	0.6084573436328657	1	7.521395712183624e-13	1	2.218225603201063e-13	0.0228571428571464
iron	deferoxamine	0.6084573436328657	1	0.0	1	0.0	0.0228571428571464
iron	hydrogen peroxide	0.6084573436328657	1	7.521395712183624e-13	1	2.218225603201063e-13	0.0228571428571464
iron	ferric compounds	0.6084573436328657	1	3.5440822254164514e-08	1	1.5184851043237302e-08	0.0453201970443339
iron	photosensitizing agents/chemistry	0.6084573436328657	1	0.0005036229065555	1	0.0003160493272813	0.1103902545299673
iron	hemorrhage	0.6084573436328657	1	0.0	1	0.0	0.0228571428571464
iron	oxygen	0.6084573436328657	1	5.374320418811817e-07	1	2.520985897813688e-07	0.0673937184999667
iron	ferroptosis	0.0330281424449647	1	4.626505402284853e-09	4	1.7775643179618326e-09	0.0029648033894066
iron	hypoxia/drug therapy	0.6084573436328657	1	3.7159747547964593e-06	1	1.8966604178327628e-06	0.0673937184999667
iron	stroke/prevention & control	0.6084573436328657	1	0.0	1	0.0	0.0228571428571464
iron	hemin	0.6084573436328657	1	7.521395712183624e-13	1	2.218225603201063e-13	0.0228571428571464
iron	ferritins	0.6084573436328657	1	0.0	1	0.0	0.0228571428571464
iron	photosensitizing agents/therapeutic use	0.6084573436328657	1	8.099900675895316e-06	1	4.266192030200067e-06	0.089082236674379
iron	CD274	0.6084573436328657	1	0.0048150698751317	1	0.0034347014272684	0.1518826686938823
iron	HIF1A	0.6084573436328657	1	7.521395712183624e-13	1	2.218225603201063e-13	0.0228571428571464
iron	IDO1	0.6084573436328657	1	7.521395712183624e-13	1	2.218225603201063e-13	0.0228571428571464
iron	NCL	0.6084573436328657	1	7.521395712183624e-13	1	2.218225603201063e-13	0.0228571428571464
iron	NOC2L	0.6084573436328657	1	7.521395712183624e-13	1	2.218225603201063e-13	0.0228571428571464
iron	cd8-positive t-lymphocytes/metabolism	0.6084573436328657	1	7.521395712183624e-13	1	2.218225603201063e-13	0.0228571428571464
iron	catalase	0.6084573436328657	1	7.521395712183624e-13	1	2.218225603201063e-13	0.0228571428571464
bone neoplasms/drug therapy	photosensitizing agents/pharmacology	0.6084573436328657	1	3.966877706144654e-07	1	1.8348554498004432e-07	0.0857142857142979
bone neoplasms/drug therapy	ferroptosis	0.6084573436328657	1	0.000722642101492	1	0.0004625054777271	0.2400000000000326
bone neoplasms/drug therapy	osteosarcoma/drug therapy	0.6084573436328657	1	0.0	1	0.0	0.0057142857142865
ferric compounds	photosensitizing agents/pharmacology	0.284910593826126	1	4.187761641013008e-09	2	1.600571342130763e-09	0.0068965517241392
ferric compounds	tumor microenvironment	0.284910593826126	1	3.189489013514716e-06	2	1.6115819299056255e-06	0.0124794745484414
ferric compounds	cd8-positive t-lymphocytes/metabolism	0.6084573436328657	1	0.0	1	0.0	0.0114285714285725
ferric compounds	chlorophyll	0.6084573436328657	1	0.0	1	0.0	0.0114285714285725
ferric compounds	tissue distribution	0.6084573436328657	1	1.907601284678749e-06	1	9.410449374191998e-07	0.0564860426929543
ferric compounds	neoplasms/diagnostic imaging	0.6084573436328657	1	5.498219580354272e-10	1	1.969296947734733e-10	0.0453201970443365
ferric compounds	ferroptosis	0.284910593826126	1	0.0001335134405433	2	7.902062453879477e-05	0.056551724137944
ferric compounds	CD274	0.6084573436328657	1	0.0001784082444242	1	0.0001071884625877	0.0786206896551831
ferric compounds	IDO1	0.6084573436328657	1	0.0	1	0.0	0.0114285714285731
ferric compounds	NOC2L	0.6084573436328657	1	0.0	1	0.0	0.0114285714285731
ferric compounds	SDHD	0.6084573436328657	1	0.0	1	0.0	0.0114285714285731
ferric compounds	urinary bladder neoplasms/drug therapy	0.6084573436328657	1	0.0	1	0.0	0.0114285714285725
tissue distribution	iron/metabolism	0.284910593826126	1	0.0039270878900104	2	0.0027673234724175	0.0747630262814684
tissue distribution	mitochondria/metabolism	0.6084573436328657	1	0.0069287802054213	1	0.0050281555296657	0.1364022353916778
tissue distribution	tumor microenvironment	0.284910593826126	1	0.0039270878900104	2	0.0027673234724175	0.1007028815206844
tissue distribution	mcf-7 cells	0.6084573436328657	1	0.0080263875876149	1	0.0058844034088788	0.1618021696448645
tissue distribution	doxorubicin/administration & dosage	0.6084573436328657	1	8.841039353461003e-05	1	5.170385608821437e-05	0.0837552322105103
tissue distribution	neoplasm metastasis	0.6084573436328657	1	2.2926013247294813e-14	1	5.551115123125783e-15	0.0285714285714342
tissue distribution	homeostasis	0.284910593826126	1	0.0	2	0.0	0.0019476636578495
tissue distribution	doxorubicin	0.6084573436328657	1	5.498219580354272e-10	1	1.969296947734733e-10	0.0564860426929543
tissue distribution	oxides	0.6084573436328657	1	2.647615990084259e-09	1	9.95684645843653e-10	0.0564860426929543
tissue distribution	ferroptosis/physiology	0.6084573436328657	1	9.507049507251594e-06	1	5.030275968542775e-06	0.0837552322105103
tissue distribution	biomarkers/chemistry	0.6084573436328657	1	6.209464328825687e-13	1	1.8063328610651297e-13	0.0285714285714342
tissue distribution	antineoplastic agents/administration & dosage	0.6084573436328657	1	0.0037651699562589	1	0.0026437588541534	0.1618021696448645
tissue distribution	neoplasms/diagnostic imaging	0.6084573436328657	1	4.684851646686617e-05	1	2.6611087935779487e-05	0.1103902545299632
tissue distribution	covid-19/metabolism	0.6084573436328657	1	6.209464328825687e-13	1	1.8063328610651297e-13	0.028571428571433
tissue distribution	ceruloplasmin/metabolism	0.6084573436328657	1	6.209464328825687e-13	1	1.8063328610651297e-13	0.028571428571433
tissue distribution	ferroptosis	0.1066711817498276	1	0.0003225152782155	3	0.0001979844920568	0.0902364518776052
tissue distribution	inflammation/metabolism	0.6084573436328657	1	6.209464328825687e-13	1	1.8063328610651297e-13	0.028571428571433
tissue distribution	ferritins/chemistry	0.6084573436328657	1	6.209464328825687e-13	1	1.8063328610651297e-13	0.028571428571433
tissue distribution	neoplastic stem cells/metabolism	0.6084573436328657	1	2.2926013247294813e-14	1	5.551115123125783e-15	0.028571428571433
tissue distribution	neoplasms/diagnosis	0.6084573436328657	1	6.209464328825687e-13	1	1.8063328610651297e-13	0.028571428571433
tissue distribution	CASP9	0.6084573436328657	1	6.483381382945414e-05	1	3.752472925111494e-05	0.0564860426929485
tissue distribution	MMP9	0.6084573436328657	1	0.0004783635745428	1	0.0002994762810561	0.0564860426929485
tissue distribution	SDHD	0.6084573436328657	1	2.2926013247294813e-14	1	5.551115123125783e-15	0.028571428571433
tissue distribution	biotin/chemistry	0.6084573436328657	1	3.2289607602022305e-08	1	1.3406935783777385e-08	0.028571428571433
tissue distribution	mitochondrial membranes/metabolism	0.6084573436328657	1	3.2289607602022305e-08	1	1.3406935783777385e-08	0.028571428571433
tissue distribution	proto-oncogene proteins c-bcl-2/metabolism	0.6084573436328657	1	3.2289607602022305e-08	1	1.3406935783777385e-08	0.028571428571433
tissue distribution	anthracenes/chemistry	0.6084573436328657	1	3.2289607602022305e-08	1	1.3406935783777385e-08	0.028571428571433
tissue distribution	fatty acids/chemistry	0.6084573436328657	1	3.2289607602022305e-08	1	1.3406935783777385e-08	0.028571428571433
tissue distribution	BAX	0.6084573436328657	1	3.2289607602022305e-08	1	1.3406935783777385e-08	0.028571428571433
tissue distribution	cell proliferation	0.6084573436328657	1	8.841039353461003e-05	1	5.170385608821437e-05	0.0564860426929543
tissue distribution	manganese compounds	0.6084573436328657	1	0.0	1	0.0	0.0285714285714342
neoplasms/diagnostic imaging	photosensitizing agents/pharmacology	0.284910593826126	1	6.124467150784584e-07	2	2.875328016793688e-07	0.0373418748348662
neoplasms/diagnostic imaging	doxorubicin/administration & dosage	0.6084573436328657	1	3.043414408578334e-07	1	1.392717845494218e-07	0.0673937184999635
neoplasms/diagnostic imaging	porphyrins/therapeutic use	0.6084573436328657	1	0.0	1	0.0	0.0228571428571464
neoplasms/diagnostic imaging	iron compounds/administration & dosage	0.6084573436328657	1	0.0	1	0.0	0.0228571428571464
neoplasms/diagnostic imaging	calreticulin/metabolism	0.6084573436328657	1	0.0	1	0.0	0.0228571428571464
neoplasms/diagnostic imaging	iron/therapeutic use	0.6084573436328657	1	0.0	1	0.0	0.0228571428571464
neoplasms/diagnostic imaging	ascorbic acid/pharmacology	0.6084573436328657	1	3.522153346257926e-09	1	1.3373203655575592e-09	0.0453201970443365
neoplasms/diagnostic imaging	ferric compounds/chemistry	0.6084573436328657	1	5.498219580354272e-10	1	1.969296947734733e-10	0.0453201970443365
neoplasms/diagnostic imaging	antibiotics antineoplastic/administration & dosage	0.6084573436328657	1	0.0	1	0.0	0.0228571428571464
neoplasms/diagnostic imaging	ferroptosis	0.284910593826126	1	0.0014168375020315	2	0.0009358678281392	0.2436004097696342
neoplasms/diagnostic imaging	t-lymphocytes cytotoxic/metabolism	0.6084573436328657	1	0.0	1	0.0	0.0228571428571464
neoplasms/diagnostic imaging	carbon monoxide/administration & dosage	0.6084573436328657	1	0.0	1	0.0	0.0228571428571464
neoplasms/diagnostic imaging	CALR	0.6084573436328657	1	0.0	1	0.0	0.0228571428571464
neoplasms/diagnostic imaging	SDHD	0.6084573436328657	1	0.0	1	0.0	0.0228571428571464
photosensitizing agents/pharmacology	zeolites/chemistry	0.6084573436328657	1	0.0001322303644447	1	7.823463694245358e-05	0.0857142857142979
photosensitizing agents/pharmacology	glucose oxidase/chemistry	0.6084573436328657	1	0.0001322303644447	1	7.823463694245358e-05	0.0857142857142979
photosensitizing agents/pharmacology	hemin/pharmacology	0.6084573436328657	1	0.0004291198788484	1	0.0002682592545802	0.1645320197044594
photosensitizing agents/pharmacology	neoplasms/pathology	0.6084573436328657	1	0.0010511049921141	1	0.0006813950612528	0.1645320197044594
photosensitizing agents/pharmacology	porphyrins/therapeutic use	0.6084573436328657	1	1.6102310543286896e-09	1	5.966517280242556e-10	0.0857142857142979
photosensitizing agents/pharmacology	keloid/drug therapy	0.6084573436328657	1	3.966877706144654e-07	1	1.8348554498004432e-07	0.0857142857142979
photosensitizing agents/pharmacology	glutathione	0.1066711817498276	1	0.0	3	0.0	0.0019644835466391
photosensitizing agents/pharmacology	cd8-positive t-lymphocytes/metabolism	0.6084573436328657	1	0.0001322303644447	1	7.823463694245358e-05	0.0857142857142979
photosensitizing agents/pharmacology	nih 3t3 cells	0.6084573436328657	1	2.239883099529126e-06	1	1.113973032706994e-06	0.0857142857142979
photosensitizing agents/pharmacology	mitochondria	0.6084573436328657	1	2.535151776466203e-05	1	1.415045501373946e-05	0.1645320197044594
photosensitizing agents/pharmacology	cell line tumor/drug effects	0.6084573436328657	1	2.239883099529126e-06	1	1.113973032706994e-06	0.0857142857142979
photosensitizing agents/pharmacology	chlorophyll	0.6084573436328657	1	0.0001322303644447	1	7.823463694245358e-05	0.0857142857142979
photosensitizing agents/pharmacology	imidazoles/chemistry	0.6084573436328657	1	0.0046269882643162	1	0.0032926290544561	0.1645320197044594
photosensitizing agents/pharmacology	coordination complexes/pharmacology	0.6084573436328657	1	3.8992935091890084e-08	1	1.6753827214444073e-08	0.0857142857142979
photosensitizing agents/pharmacology	iron/therapeutic use	0.6084573436328657	1	1.6102310543286896e-09	1	5.966517280242556e-10	0.0857142857142979
photosensitizing agents/pharmacology	chlorophyllides/pharmacology	0.6084573436328657	1	2.239883099529126e-06	1	1.113973032706994e-06	0.0857142857142979
photosensitizing agents/pharmacology	gallic acid/chemistry	0.6084573436328657	1	0.0001322303644447	1	7.823463694245358e-05	0.0857142857142979
photosensitizing agents/pharmacology	glypicans/therapeutic use	0.6084573436328657	1	3.966877706144654e-07	1	1.8348554498004432e-07	0.0857142857142979
photosensitizing agents/pharmacology	tumor hypoxia/drug effects	0.6084573436328657	1	0.0001322303644447	1	7.823463694245358e-05	0.0857142857142979
photosensitizing agents/pharmacology	ferric compounds/chemistry	0.6084573436328657	1	0.0036403889939983	1	0.0025532140003156	0.1645320197044594
photosensitizing agents/pharmacology	azo compounds/chemistry	0.6084573436328657	1	0.0001322303644447	1	7.823463694245358e-05	0.0857142857142979
photosensitizing agents/pharmacology	immunogenic cell death	0.6084573436328657	1	1.2401034965156527e-11	1	4.107492124205692e-12	0.0857142857142979
photosensitizing agents/pharmacology	tumor microenvironment	0.0086865126117781	1	1.289073144700609e-05	5	6.962867234561188e-06	0.0166469190968033
photosensitizing agents/pharmacology	urinary bladder neoplasms/drug therapy	0.6084573436328657	1	0.0001322303644447	1	7.823463694245358e-05	0.0857142857142979
photosensitizing agents/pharmacology	chlorophyllides/metabolism	0.6084573436328657	1	2.239883099529126e-06	1	1.113973032706994e-06	0.0857142857142979
photosensitizing agents/pharmacology	aminolevulinic acid/pharmacology	0.6084573436328657	1	3.966877706144654e-07	1	1.8348554498004432e-07	0.0857142857142989
photosensitizing agents/pharmacology	porphyrins	0.6084573436328657	1	2.239883099529126e-06	1	1.113973032706994e-06	0.0857142857142989
photosensitizing agents/pharmacology	neoplasms/drug therapy	0.0330281424449647	1	3.636257684565677e-05	4	2.053781740996019e-05	0.0740712288495089
photosensitizing agents/pharmacology	ferroptosis	2.349241339513276e-07	1	0.0	11	0.0	3.168862605644564e-05
photosensitizing agents/pharmacology	iridium/pharmacology	0.6084573436328657	1	3.8992935091890084e-08	1	1.6753827214444073e-08	0.0857142857142989
photosensitizing agents/pharmacology	hypoxia/drug therapy	0.284910593826126	1	1.01795507203794e-06	2	4.895806042792827e-07	0.0196531791907548
photosensitizing agents/pharmacology	hypoxia	0.6084573436328657	1	3.8992935091890084e-08	1	1.6753827214444073e-08	0.0857142857142989
photosensitizing agents/pharmacology	metal-organic frameworks/pharmacology	0.6084573436328657	1	0.0028036749886428	1	0.0019297290394429	0.1645320197044521
photosensitizing agents/pharmacology	carcinoma hepatocellular/diagnostic imaging	0.6084573436328657	1	3.966877706144654e-07	1	1.8348554498004432e-07	0.0857142857142989
photosensitizing agents/pharmacology	lipid peroxides	0.6084573436328657	1	3.966877706144654e-07	1	1.8348554498004432e-07	0.0857142857142989
photosensitizing agents/pharmacology	fibroblasts	0.6084573436328657	1	3.966877706144654e-07	1	1.8348554498004432e-07	0.0857142857142989
photosensitizing agents/pharmacology	osteosarcoma/drug therapy	0.6084573436328657	1	3.966877706144654e-07	1	1.8348554498004432e-07	0.0857142857142989
photosensitizing agents/pharmacology	oxygen/pharmacology	0.6084573436328657	1	2.239883099529126e-06	1	1.113973032706994e-06	0.0857142857142989
photosensitizing agents/pharmacology	CD274	0.284910593826126	1	0.0047347129981729	2	0.0033759527270029	0.1121566961841428
photosensitizing agents/pharmacology	CD47	0.6084573436328657	1	0.0028036749886428	1	0.0019297290394429	0.1645320197044521
photosensitizing agents/pharmacology	IDO1	0.6084573436328657	1	0.0001322303644447	1	7.823463694245358e-05	0.0857142857142989
photosensitizing agents/pharmacology	NOC2L	0.6084573436328657	1	0.0001322303644447	1	7.823463694245358e-05	0.0857142857142989
photosensitizing agents/pharmacology	SDHD	0.6084573436328657	1	2.239883099529126e-06	1	1.113973032706994e-06	0.0857142857142989
photosensitizing agents/pharmacology	b7-h1 antigen/biosynthesis	0.6084573436328657	1	0.0002484587710744	1	0.0001516985075881	0.0857142857142989
photosensitizing agents/pharmacology	adaptor proteins signal transducing/genetics	0.6084573436328657	1	0.0002484587710744	1	0.0001516985075881	0.0857142857142989
photosensitizing agents/pharmacology	verteporfin/pharmacology	0.6084573436328657	1	0.0002484587710744	1	0.0001516985075881	0.0857142857142989
photosensitizing agents/pharmacology	transcription factors/genetics	0.6084573436328657	1	0.0002484587710744	1	0.0001516985075881	0.0857142857142989
photosensitizing agents/pharmacology	CCL2	0.6084573436328657	1	0.0002484587710744	1	0.0001516985075881	0.0857142857142989
photosensitizing agents/pharmacology	YAP1	0.6084573436328657	1	0.0002484587710744	1	0.0001516985075881	0.0857142857142989
ferroptosis	neoplasms/drug therapy	1.1650488063777797e-05	1	3.420649355289017e-10	9	1.2007528304991408e-10	0.0240460983081143
ferroptosis	tumor microenvironment	2.9567084774015305e-08	1	6.866095866495016e-13	12	2.0083934515469082e-13	0.0002615010755722
ferroptosis	cd4-positive t-lymphocytes	0.6084573436328657	1	0.000722642101492	1	0.0004625054777271	0.2400000000000326
ferroptosis	biological transport	0.6084573436328657	1	0.0031371588023512	1	0.0021785036389178	0.2400000000000326
ferroptosis	hemin/pharmacology	0.284910593826126	1	2.7916993586920567e-06	2	1.403569310554076e-06	0.056551724137944
ferroptosis	porphyrins/therapeutic use	0.6084573436328657	1	5.2252781985061015e-05	1	2.992253327349648e-05	0.2400000000000326
ferroptosis	keloid/drug therapy	0.6084573436328657	1	0.000722642101492	1	0.0004625054777271	0.2400000000000326
ferroptosis	glutathione	0.0330281424449647	1	2.4405764765466807e-15	4	5.551115123125784e-16	0.0029648033894066
ferroptosis	neoplasm metastasis	0.6084573436328657	1	0.0016528758417103	1	0.0011020834295003	0.2400000000000326
ferroptosis	metal-organic frameworks/therapeutic use	0.6084573436328657	1	0.0002409416869508	1	0.0001468666170232	0.2400000000000326
ferroptosis	lysosomes/metabolism	0.6084573436328657	1	0.0016528758417103	1	0.0011020834295003	0.2400000000000326
ferroptosis	mitochondria	0.284910593826126	1	1.729384874468138e-08	2	6.900150006927673e-09	0.056551724137944
ferroptosis	colitis/drug therapy	0.6084573436328657	1	7.319331478115446e-11	1	2.5317747898156995e-11	0.2400000000000326
ferroptosis	cerebral hemorrhage	0.6084573436328657	1	5.2252781985061015e-05	1	2.992253327349648e-05	0.2400000000000326
ferroptosis	gastritis	0.6084573436328657	1	7.319331478115446e-11	1	2.5317747898156995e-11	0.2400000000000326
ferroptosis	maleic anhydrides/chemistry	0.6084573436328657	1	0.0016528758417103	1	0.0011020834295003	0.2400000000000326
ferroptosis	breast neoplasms/pathology	0.6084573436328657	1	5.2252781985061015e-05	1	2.992253327349648e-05	0.2400000000000326
ferroptosis	photosensitizing agents	0.284910593826126	1	8.523537103112603e-08	2	3.7248157114255775e-08	0.056551724137944
ferroptosis	cation transport proteins	0.6084573436328657	1	0.0031371588023512	1	0.0021785036389178	0.2400000000000326
ferroptosis	coordination complexes/pharmacology	0.6084573436328657	1	0.0002409416869508	1	0.0001468666170232	0.2400000000000326
ferroptosis	chlorophyllides/pharmacology	0.6084573436328657	1	0.0016528758417103	1	0.0011020834295003	0.2400000000000326
ferroptosis	iron/therapeutic use	0.6084573436328657	1	5.2252781985061015e-05	1	2.992253327349648e-05	0.2400000000000326
ferroptosis	manganese compounds	0.6084573436328657	1	5.2252781985061015e-05	1	2.992253327349648e-05	0.2400000000000326
ferroptosis	glypicans/therapeutic use	0.6084573436328657	1	0.000722642101492	1	0.0004625054777271	0.2400000000000326
ferroptosis	glutathione disulfide/deficiency	0.6084573436328657	1	0.0031371588023512	1	0.0021785036389178	0.2400000000000326
ferroptosis	phospholipid hydroperoxide glutathione peroxidase	0.6084573436328657	1	5.442787394806931e-06	1	2.8158010202394834e-06	0.2400000000000326
ferroptosis	curcumin/pharmacology	0.6084573436328657	1	5.2252781985061015e-05	1	2.992253327349648e-05	0.2400000000000326
ferroptosis	adenosine triphosphate	0.6084573436328657	1	5.2252781985061015e-05	1	2.992253327349648e-05	0.2400000000000326
ferroptosis	cyclooxygenase 2	0.6084573436328657	1	0.0031371588023512	1	0.0021785036389178	0.2400000000000326
ferroptosis	singlet oxygen	0.6084573436328657	1	5.442787394806931e-06	1	2.8158010202394834e-06	0.2400000000000326
ferroptosis	lipid peroxides/therapeutic use	0.6084573436328657	1	5.2252781985061015e-05	1	2.992253327349648e-05	0.2400000000000326
ferroptosis	neoplastic stem cells/pathology	0.6084573436328657	1	1.2814921133746165e-07	1	5.700674821085273e-08	0.2400000000000326
